School_Name|Reg_nr|Language|Address|Year|Number_of_students|Active
Rīgas 3. speciālā pamatskola|3820900729|LK|TELTS IELA 1a, RĪGA, LV-1004|2013|80|1
Rīgas 7. pamatskola|3912900813|Latviešu|JAUNCIEMA 4. ŠĶĒRSLĪNIJA 4, RĪGA, LV-1023|2013|127|1
Rīgas pilsētas 2. ģimnāzija|3916900819|Latviešu|KRIŠJĀŅA VALDEMĀRA IELA 1, RĪGA, LV-1010|2013|0|0
Rīgas Jāņa Poruka vidusskola|3913900820|Latviešu|GAUJAS IELA 23, RĪGA, LV-1026|2013|319|1
Rīgas 10. vidusskola|3913900824|Krievu|LENČU IELA 1, RĪGA, LV-1010|2013|815|1
Rīgas 13. vidusskola|3913900817|Krievu|PULKVEŽA BRIEŽA IELA 25, RĪGA, LV-1010|2013|607|1
Rīgas 28. vidusskola|3913900823|Latviešu|SLIEŽU IELA 23, RĪGA, LV-1005|2013|328|1
Rīgas 31. vidusskola|3913900826|Latviešu|SKUJU IELA 11, RĪGA, LV-1015|2013|475|1
Rīgas 46. vidusskola|3913900827|Krievu|SKUJU IELA 28, RĪGA, LV-1015|2013|516|1
Puškina licejs|3913900821|Krievu|SARKANDAUGAVAS IELA 22, RĪGA, LV-1005|2013|686|1
Rīgas 29. vidusskola|3913900828|Krievu|LĒDURGAS IELA 26, RĪGA, LV-1034|2013|306|1
Rīgas Rīnūžu vidusskola|3913900818|Krievu|ZIEMEĻBLĀZMAS IELA 59, RĪGA, LV-1015|2013|568|1
Rīgas 37. vidusskola|3913900822|Krievu|ČIEKURKALNA 1. LĪNIJA 53, RĪGA, LV-1026|2013|194|1
Rīgas Kultūru vidusskola|3913901617|Latviešu|GANĪBU DAMBIS 7, RĪGA, LV-1045|2013|716|1
Rīgas 66. speciālā vidusskola|3920900830|LK|KATRĪNAS IELA 2, RĪGA, LV-1045|2013|315|1
Rīgas 5. speciālā internātpamatskola|3920900831|Latviešu|SLĀVU IELA 19, RĪGA, LV-1073|2013|135|1
Kuldīgas Alternatīvā sākumskola|4111901199|Latviešu|PILTENES IELA 25, KULDĪGA, KULDĪGAS NOVADS, LV-3301|2013|273|1
Ēdoles pamatskola|4112901194|Latviešu|ĒDOLE, ĒDOLES PAGASTS, KULDĪGAS NOVADS, LV-3310|2013|93|1
Nīkrāces pamatskola|4112901185|Latviešu|NĪKRĀCE, NĪKRĀCES PAGASTS, SKRUNDAS NOVADS, LV-3320|2013|65|1
Laidu pamatskola|4112901184|Latviešu|LAIDI, LAIDU PAGASTS, KULDĪGAS NOVADS, LV-3317|2013|91|1
Oskara Kalpaka Rudbāržu pamatskola|4112901183|Latviešu|RUDBĀRŽI, RUDBĀRŽU PAGASTS, SKRUNDAS NOVADS, LV-3324|2013|62|1
Turlavas pamatskola|4112901179|Latviešu| TURLAVA, TURLAVAS PAGASTS, KULDĪGAS NOVADS, LV-3329|2013|78|1
Vārmes pamatskola|4112901178|Latviešu|VĀRME, VĀRMES PAGASTS, KULDĪGAS NOVADS, LV-3333|2013|103|1
Vilgāles pamatskola|4112901193|Latviešu|VILGĀLE, KURMĀLES PAGASTS, KULDĪGAS NOVADS, LV-3332|2013|101|1
Jaunmuižas pamatskola|4112901203|Latviešu|SKRUNDAS LAUKU TERITORIJA, SKRUNDAS NOVADS, LV-3307|2013|20|1
Kuldīgas pamatskola|4112901848|Latviešu|VENTSPILS IELA 16, KULDĪGA, KULDĪGAS NOVADS, LV-3301|2013|275|1
Z.A. Meierovica Kabiles pamatskola|4112902771|Latviešu|KABILE, KABILES PAGASTS, KULDĪGAS NOVADS, LV-3314|2013|82|1
Alsungas vidusskola|4113901196|Latviešu|SKOLAS IELA 11, ALSUNGA, ALSUNGAS NOVADS, LV-3306|2013|151|1
V. Plūdoņa Kuldīgas ģimnāzija|4116901197|Latviešu|PILTENES IELA 25, KULDĪGA, KULDĪGAS NOVADS, LV-3301|2013|208|1
Kuldīgas 2. vidusskola|4113901191|Latviešu|JELGAVAS IELA 62, KULDĪGA, KULDĪGAS NOVADS, LV-3301|2013|452|1
Kuldīgas Centra vidusskola|4113901192|Latviešu|MUCENIEKU IELA 6, KULDĪGA, KULDĪGAS NOVADS, LV-3301|2013|605|1
Skrundas vidusskola|4113901187|Latviešu|LIEPĀJAS IELA 12, SKRUNDA, SKRUNDAS NOVADS, LV-3326|2013|344|1
Kuldīgas Mākslas un humanitāro zinību vidusskola|4113901189|Latviešu|PĒTERA IELA 5, KULDĪGA, KULDĪGAS NOVADS, LV-3301|2013|269|1
Pelču speciālā internātpamatskola-attīstības centrs|4120901177|Latviešu|Saules stari, PELČI, PELČU PAGASTS, KULDĪGAS NOVADS, LV-3322|2013|136|1
Rudbāržu sanatorijas internātpamatskola|4123900928|Latviešu|RUDBĀRŽI, RUDBĀRŽU PAGASTS, SKRUNDAS NOVADS, LV-3324|2013|0|0
Vispārējās vidējās izglītības izlīdzinošā programma pie Kuldīgas Tehnoloģiju un tūrisma profesionālā vidusskolas|1231001376|Latviešu|LIEPĀJAS IELA 31, KULDĪGA, KULDĪGAS NOVADS, LV-3301|2013|0|0
Grobiņas pagasta sākumskola|4111901002|Latviešu|OZOLU IELA 1, DUBEŅI, GROBIŅAS PAGASTS, GROBIŅAS NOVADS, LV-3438|2013|35|1
Vaiņodes internātpamatskola|4112901323|Latviešu|RAIŅA IELA 60, VAIŅODE, VAIŅODES PAGASTS, VAIŅODES NOVADS, LV-3435|2013|80|1
Aizputes pagasta pamatskola|4112901031|Latviešu|ROKASBIRZE, AIZPUTES PAGASTS, AIZPUTES NOVADS, LV-3456|2013|88|1
Apriķu pamatskola|1312901028|Latviešu|APRIĶI, LAŽAS PAGASTS, AIZPUTES NOVADS, LV-3455|2013|53|1
Bārtas pamatskola|4112901030|Latviešu|BĀRTAS PAGASTS, GROBIŅAS NOVADS, LV-3482|2013|44|1
A. Spāģa Dunalkas pamatskola|4112901029|Latviešu|DUNALKAS PAGASTS, DURBES NOVADS, LV-3452|2013|44|1
Dzērves pamatskola|4112901027|Latviešu|DZĒRVES SKOLA, CĪRAVAS PAGASTS, AIZPUTES NOVADS, LV-3453|2013|96|1
Gaviezes pamatskola|4112901026|Latviešu|GAVIEZES PAGASTS, GROBIŅAS NOVADS, LV-3431|2013|59|1
Gramzdas pamatskola|4112901016|Latviešu|SKOLAS IELA 4, GRAMZDA, GRAMZDAS PAGASTS, PRIEKULES NOVADS, LV-3486|2013|57|1
Kalētu pamatskola|4112901018|Latviešu|KALĒTU PAGASTS, PRIEKULES NOVADS, LV-3484|2013|91|1
Kalvenes pamatskola|1312901020|Latviešu|SKOLAS IELA 1, KALVENE, KALVENES PAGASTS, AIZPUTES NOVADS, LV-3443|2013|61|1
Kapsēdes pamatskola|4112901021|Latviešu|KAPSĒDE, MEDZES PAGASTS, GROBIŅAS NOVADS, LV-3461|2013|106|1
Māteru Jura Kazdangas pamatskola|4112901019|Latviešu|VALĀTA, KAZDANGAS PAGASTS, AIZPUTES NOVADS, LV-3457|2013|143|1
Krotes Kronvalda Ata pamatskola|4112901033|Latviešu|KROTE, BUNKAS PAGASTS, PRIEKULES NOVADS, LV-3444|2013|79|1
Rudes pamatskola|4112901024|Latviešu|RUDE, OTAŅĶU PAGASTS, NĪCAS NOVADS, LV-3475|2013|49|1
Sikšņu pamatskola|4112901043|Latviešu|DUNIKAS PAGASTS, RUCAVAS NOVADS, LV-3480|2013|48|1
Vecpils pamatskola|4112901017|Latviešu|VECPILS, VECPILS PAGASTS, DURBES NOVADS, LV-3441|2013|0|0
Vērgales pamatskola|4112901023|Latviešu|VĒRGALE, VĒRGALES PAGASTS, PĀVILOSTAS NOVADS, LV-3463|2013|101|1
Virgas pamatskola|4112901022|Latviešu|Gaismas, VIRGA, VIRGAS PAGASTS, PRIEKULES NOVADS, LV-3433|2013|73|1
Rāvas pamatskola|4112901032|Latviešu|RĀVA, DUNALKAS PAGASTS, DURBES NOVADS, LV-3452|2013|0|0
Rucavas pamatskola|4112902528|Latviešu|RUCAVA, RUCAVAS PAGASTS, RUCAVAS NOVADS, LV-3477|2013|71|1
Aizputes vidusskola|4113901044|Latviešu|ZIEDU IELA 7, AIZPUTE, AIZPUTES NOVADS, LV-3456|2013|474|1
Ata Kronvalda Durbes vidusskola|4113900995|Latviešu|SKOLAS IELA 5a, DURBE, DURBES NOVADS, LV-3440|2013|168|1
Grobiņas vidusskola|4113900996|Latviešu|SKOLAS IELA 4, GROBIŅA, GROBIŅAS NOVADS, LV-3430|2013|0|0
Priekules vidusskola|4113901000|Latviešu|AIZPUTES IELA 1, PRIEKULE, PRIEKULES NOVADS, LV-3434|2013|268|1
Vaiņodes vidusskola|4113900999|Latviešu|AVOTU IELA 4, VAIŅODE, VAIŅODES PAGASTS, VAIŅODES NOVADS, LV-3435|2013|246|1
Nīcas vidusskola|4113900998|Latviešu|SKOLAS IELA 14, NĪCA, NĪCAS PAGASTS, NĪCAS NOVADS, LV-3473|2013|208|1
Pāvilostas vidusskola|4113900994|Latviešu|DZINTARU IELA 52, PĀVILOSTA, PĀVILOSTAS NOVADS, LV-3466|2013|132|1
Grobiņas ģimnāzija|4116902610|Latviešu|SKOLAS IELA 1, GROBIŅA, GROBIŅAS NOVADS, LV-3430|2013|181|1
Lažas speciālā internātpamatskola|1320901035|Latviešu|LAŽAS PAGASTS, AIZPUTES NOVADS, LV-3456|2013|59|1
Purmsātu speciālā internātpamatskola|4120901034|Latviešu|Purmsātu muiža, PURMSĀTI, VIRGAS PAGASTS, PRIEKULES NOVADS, LV-3485|2013|55|1
Saldus sākumskola|4111900418|Latviešu|CIECERES IELA 6, SALDUS, SALDUS NOVADS, LV-3801|2013|181|1
Saldus pamatskola|4112900014|Latviešu|LIELĀ IELA 31/35, SALDUS, SALDUS NOVADS, LV-3801|2013|371|1
Saldus novada pašvaldības Cieceres internātpamatskola|4112901332|Latviešu|KALNSĒTAS IELA 13, SALDUS, SALDUS NOVADS, LV-3801|2013|259|1
Brocēnu novada Blīdenes pamatskola|4112900414|Latviešu|SKOLAS IELA 1, BLĪDENE, BLĪDENES PAGASTS, BROCĒNU NOVADS, LV-3852|2013|0|0
Brocēnu novada Gaiķu pamatskola|4112900078|Latviešu|GAIĶI, GAIĶU PAGASTS, BROCĒNU NOVADS, LV-3873|2013|0|0
Saldus novada pašvaldības Jaunlutriņu pamatskola|4112900411|Latviešu|JAUNLUTRIŅI, JAUNLUTRIŅU PAGASTS, SALDUS NOVADS, LV-3876|2013|71|1
Saldus novada pašvaldības Kursīšu pamatskola|4112900413|Latviešu|KURSĪŠI, KURSĪŠU PAGASTS, SALDUS NOVADS, LV-3890|2013|79|1
Saldus novada pašvaldības Lutriņu pamatskola|4112900012|Latviešu|SKOLAS IELA 1, LUTRIŅI, LUTRIŅU PAGASTS, SALDUS NOVADS, LV-3861|2013|127|1
Saldus novada pašvaldības Nīgrandes pamatskola|4112900412|Latviešu|VENTAS IELA 1, NĪGRANDE, NĪGRANDES PAGASTS, SALDUS NOVADS, LV-3899|2013|111|1
Saldus novada pašvaldības Pampāļu pamatskola|4112900409|Latviešu|PAMPĀĻI, PAMPĀĻU PAGASTS, SALDUS NOVADS, LV-3882|2013|57|1
Brocēnu novada Remtes pamatskola|4112900013|Latviešu|REMTE, REMTES PAGASTS, BROCĒNU NOVADS, LV-3871|2013|0|0
Saldus novada pašvaldības Rubas pamatskola|4112900627|Latviešu|RUBA, RUBAS PAGASTS, SALDUS NOVADS, LV-3894|2013|114|1
Saldus novada pašvaldības Sātiņu pamatskola|4112901050|Latviešu|SĀTIŅI, NOVADNIEKU PAGASTS, LV-3801|2013|0|0
Saldus novada pašvaldības Striķu pamatskola|4112901052|Latviešu|STRIĶI, ZVĀRDES PAGASTS, SALDUS NOVADS, LV-3883|2013|74|1
Saldus novada pašvaldības Zirņu pamatskola|4112901264|Latviešu|ZIRŅI, ZIRŅU PAGASTS, SALDUS NOVADS, LV-3853|2013|70|1
Saldus novada pašvaldības Kurzemītes pamatskola|4112900628|Latviešu|LIEPU IELA 12, BŪTNĀRI, ZIRŅU PAGASTS, SALDUS NOVADS, LV-3801|2013|0|0
Saldus ģimnāzija|4113900155|Latviešu|KULDĪGAS IELA 3, SALDUS, SALDUS NOVADS, LV-3801|2013|0|0
Saldus 2. vidusskola|4113900420|Latviešu|J. ROZENTĀLA IELA 19, SALDUS, SALDUS NOVADS, LV-3801|2013|325|1
 Brocēnu novada Brocēnu vidusskola|4113901049|LK|EZERA IELA 6, BROCĒNI, BROCĒNU NOVADS, LV-3851|2013|0|0
Saldus novada pašvaldības Ezeres vidusskola|4113901051|Latviešu|EZERE, EZERES PAGASTS, SALDUS NOVADS, LV-3891|2013|162|1
Saldus novada pašvaldības Kalnu vidusskola|4113900416|Latviešu|KALNU IELA 2, KALNI, NĪGRANDES PAGASTS, SALDUS NOVADS, LV-3898|2013|121|1
Saldus novada pašvaldības Druvas vidusskola|4113900415|Latviešu|SKOLAS IELA 2, DRUVA, SALDUS PAGASTS, SALDUS NOVADS, LV-3862|2013|285|1
Saldus novada pašvaldības Rubas speciālā internātpamatskola|4120901053|Latviešu|REŅĢE, RUBAS PAGASTS, SALDUS NOVADS, LV-3894|2013|40|1
Lībagu sākumskola|4111900602|Latviešu|DIŽSTENDE, LĪBAGU PAGASTS, TALSU NOVADS, LV-3290|2013|60|1
Talsu sākumskola|4111900592|Latviešu|AKMEŅU IELA 8, TALSI, TALSU NOVADS, LV-3201|2013|272|1
Stendes pamatskola|2212900610|Latviešu|BRĪVĪBAS IELA 15, STENDE, TALSU NOVADS, LV-3257|2013|75|1
Talsu pamatskola|4112900593|Latviešu|GAISMAS IELA 1, TALSI, TALSU NOVADS, LV-3201|2013|207|1
Kolkas pamatskola|4112900615|Latviešu|KOLKA, KOLKAS PAGASTS, DUNDAGAS NOVADS, LV-3275|2013|64|1
Laidzes pamatskola|2212900611|Latviešu|LAIDZE, LAIDZES PAGASTS, TALSU NOVADS, LV-3280|2013|0|0
Laucienes pamatskola|4112900594|Latviešu|LAUCIENES PAGASTS, TALSU NOVADS, LV-3285|2013|184|1
Pastendes pamatskola|2212900595|Latviešu|PASTENDE, ĢIBUĻU PAGASTS, TALSU NOVADS, LV-3251|2013|109|1
Pūņu pamatskola|4112900612|Latviešu|PŪŅAS, VALDGALES PAGASTS, TALSU NOVADS, LV-3253|2013|89|1
Virbu pamatskola|4112900614|Latviešu|JAUNPAGASTS, VIRBU PAGASTS, TALSU NOVADS, LV-3292|2013|99|1
Talsu 2. pamatskola|4112902410|Latviešu|BRĪVĪBAS IELA 29, TALSI, TALSU NOVADS, LV-3201|2013|0|0
Dundagas vidusskola|4113900621|Latviešu|TALSU IELA 18, DUNDAGA, DUNDAGAS PAGASTS, DUNDAGAS NOVADS, LV-3270|2013|319|1
Rojas vidusskola|2213900619|Latviešu|ZVEJNIEKU IELA 7, ROJA, ROJAS PAGASTS, ROJAS NOVADS, LV-3264|2013|361|1
Sabiles vidusskola|4113900620|Latviešu|VENTSPILS IELA 17a, SABILE, TALSU NOVADS, LV-3294|2013|191|1
Talsu Valsts ģimnāzija|4119902544|Latviešu|BRĪVĪBAS IELA 29, TALSI, TALSU NOVADS, LV-3201|2013|245|1
Talsu 2. vidusskola|4113900617|Latviešu|KĀRĻA MĪLENBAHA IELA 32, TALSI, TALSU NOVADS, LV-3201|2013|671|1
Valdemārpils vidusskola|4113900616|Latviešu|SKOLAS IELA 3, VALDEMĀRPILS, TALSU NOVADS, LV-3260|2013|320|1
Mērsraga vidusskola|2213900624|Latviešu|SKOLAS IELA 8, MĒRSRAGS, MĒRSRAGA PAGASTS, ROJAS NOVADS, LV-3284|2013|182|1
Vandzenes vidusskola|4113900618|Latviešu|VANDZENES SKOLA, VANDZENES PAGASTS, TALSU NOVADS, LV-3281|2013|0|0
Talsu Kristīgā vidusskola|2213801678|Latviešu|JUSTĪNA GROTA IELA 1, TALSI, TALSU NOVADS, LV-3200|2013|260|1
Dienas apmācības klases pie Talsu novada Vakara un neklātienes vidusskolas|4114900622|Latviešu|KĀRĻA MĪLENBAHA IELA 30, TALSI, TALSU NOVADS, LV-3201|2013|0|0
Mazirbes speciālā internātpamatskola|4120901355|Latviešu|MAZIRBE, KOLKAS PAGASTS, DUNDAGAS NOVADS, LV-3275|2013|0|0
Upesgrīvas speciālā sākumskola|2220901278|Latviešu|UPESGRĪVA, VANDZENES PAGASTS, TALSU NOVADS, LV-3266|2013|0|0
Ances pamatskola|4112900052|Latviešu|ANCE, VENTSPILS NOVADS, LV-3612|2013|59|1
Popes pamatskola|4112900049|Latviešu|POPE, POPES PAGASTS, VENTSPILS NOVADS, LV-3614|2013|81|1
Puzes pamatskola|4112900054|Latviešu|PUZES PAGASTS, VENTSPILS NOVADS, LV-3613|2013|68|1
Tārgales pamatskola|4112900050|Latviešu|TĀRGALE, TĀRGALES PAGASTS, VENTSPILS NOVADS, LV-3621|2013|110|1
Užavas pamatskola|4112900047|Latviešu|UŽAVA, UŽAVAS PAGASTS, VENTSPILS NOVADS, LV-3627|2013|76|1
Zlēku pamatskola|4112900544|Latviešu|ZLĒKAS, ZLĒKU PAGASTS, VENTSPILS NOVADS, LV-3617|2013|36|1
Zūru pamatskola|4112900046|Latviešu|SKOLAS IELA 10, VENTAVA, VĀRVES PAGASTS, VENTSPILS NOVADS, LV-3623|2013|137|1
Jūrkalnes pamatskola|4112900053|Latviešu|JŪRKALNE, JŪRKALNES PAGASTS, VENTSPILS NOVADS, LV-3626|2013|25|1
Piltenes vidusskola|4113900543|Latviešu|LIELĀ IELA 13, PILTENE, VENTSPILS NOVADS, LV-3620|2013|129|1
Ugāles vidusskola|4113900055|Latviešu|UGĀLE, UGĀLES PAGASTS, VENTSPILS NOVADS, LV-3615|2013|253|1
Stiklu speciālā internātpamatskola|4120901132|Latviešu|STIKLI, PUZES PAGASTS, VENTSPILS NOVADS, LV-3613|2013|0|0
Žīguru pamatskola|4212900431|Latviešu|PARKA IELA 9, ŽĪGURI, ŽĪGURU PAGASTS, VIĻAKAS NOVADS, LV-4584|2013|62|1
Briežuciema pamatskola|4212900421|Latviešu|BRIEŽUCIEMA PAGASTS, BALVU NOVADS, LV-4595|2013|47|1
Eglaines pamatskola|4212900422|Latviešu|SKOLAS IELA 3, BENISLAVA, LAZDUKALNA PAGASTS, RUGĀJU NOVADS, LV-4577|2013|88|1
Mežvidu pamatskola|4212900425|Latviešu|SOLA, SUSĀJU PAGASTS, VIĻAKAS NOVADS, LV-4585|2013|27|1
Stacijas pamatskola|4212900426|Latviešu|SKOLAS IELA 12, BALVU STACIJA, KUBUĻU PAGASTS, BALVU NOVADS, LV-4566|2013|136|1
Viduču pamatskola|4212900429|Latviešu|SEMENOVA, MEDŅEVAS PAGASTS, VIĻAKAS NOVADS, LV-4586|2013|82|1
Upītes pamatskola|4212900427|Latviešu|STABĻOVAS IELA, UPĪTE, ŠĶILBĒNU PAGASTS, VIĻAKAS NOVADS, LV-4587|2013|54|1
Tilžas internātpamatskola|4212900432|Latviešu|PĀRUPES IELA 4, TILŽA, TILŽAS PAGASTS, BALVU NOVADS, LV-4572|2013|102|1
Kupravas pamatskola|4212900424|Latviešu|RŪPNĪCAS IELA 7, KUPRAVA, KUPRAVAS PAGASTS, VIĻAKAS NOVADS, LV-4582|2013|22|1
Viļakas pamatskola|4212900074|LK|PILS IELA 11a, VIĻAKA, VIĻAKAS NOVADS, LV-4583|2013|90|1
Balvu pamatskola|4212901935|Latviešu|BRĪVĪBAS IELA 47, BALVI, BALVU NOVADS, LV-4501|2013|463|1
Balvu 2.pamatskola|4212902778|Krievu|PARTIZĀNU IELA 16, BALVI, BALVU NOVADS, LV-4501|2013|0|0
Balvu Valsts ģimnāzija|4219900434|Latviešu|DĀRZA IELA 2, BALVI, BALVU NOVADS, LV-4501|2013|306|1
Baltinavas vidusskola|4213900440|Latviešu|KĀRSAVAS IELA 22, BALTINAVA, BALTINAVAS NOVADS, LV-4594|2013|117|1
Bērzpils vidusskola|4213900436|Latviešu|DĀRZA IELA 12, BĒRZPILS, BĒRZPILS PAGASTS, BALVU NOVADS, LV-4576|2013|110|1
Tilžas vidusskola|313900439|Latviešu|RAIŅA IELA 15, TILŽA, TILŽAS PAGASTS, BALVU NOVADS, LV-4572|2013|138|1
Rekavas vidusskola|4213900437|Latviešu|SKOLAS IELA 1, REKOVA, ŠĶILBĒNU PAGASTS, VIĻAKAS NOVADS, LV-4587|2013|168|1
Rugāju novada vidusskola|4213902769|Latviešu|KURMENES IELA 87, RUGĀJI, RUGĀJU PAGASTS, RUGĀJU NOVADS, LV-4570|2013|167|1
Balvu Amatniecības vidusskola|4213900441|Latviešu|VIDZEMES IELA 26, BALVI, BALVU NOVADS, LV-4501|2013|236|1
Viļakas Valsts ģimnāzija|4219900075|Latviešu|PILS IELA 11, VIĻAKA, VIĻAKAS NOVADS, LV-4583|2013|114|1
Baltinavas Kristīgā speciālā internātpamatskola|4220900433|Latviešu|KĀRSAVAS IELA 24, BALTINAVA, BALTINAVAS NOVADS, LV-4594|2013|0|0
Subates pamatskola|4212900508|Latviešu|TIRGUS LAUKUMS 20, SUBATE, ILŪKSTES NOVADS, LV-5471|2013|63|1
Kalupes pamatskola|4212900502|Latviešu|LIELĀ IELA 35, KALUPE, KALUPES PAGASTS, DAUGAVPILS NOVADS, LV-5450|2013|73|1
Birznieku pamatskola|4212900499|Krievu|MIERA IELA 28, MIRNIJS, LAUCESAS PAGASTS, DAUGAVPILS NOVADS, LV-5461|2013|56|1
Naujenes pamatskola|4212900511|Latviešu|STACIJAS IELA 8, NAUJENE, NAUJENES PAGASTS, DAUGAVPILS NOVADS, LV-5462|2013|119|1
Tabores pamatskola|4212900509|Krievu|OKTOBRA IELA 39, TABORE, TABORES PAGASTS, DAUGAVPILS NOVADS, LV-5465|2013|49|1
Nīcgales pamatskola|4212900510|Latviešu|SKOLAS IELA 15, NĪCGALE, NĪCGALES PAGASTS, DAUGAVPILS NOVADS, LV-5463|2013|51|1
Skrudalienas pamatskola|4212900503|Latviešu|SKRUDALIENA, SKRUDALIENAS PAGASTS, DAUGAVPILS NOVADS, LV-5470|2013|47|1
Randenes pamatskola|4212900498|Krievu|VĀRPAS IELA 2, RANDENE, KALKŪNES PAGASTS, DAUGAVPILS NOVADS, LV-5449|2013|44|1
Lāču pamatskola|4212900506|LK|MUZEJA IELA 2, LOCIKI, NAUJENES PAGASTS, DAUGAVPILS NOVADS, LV-5458|2013|125|1
Biķernieku pamatskola|4212900504|Krievu|SKOLAS IELA 1, BIĶERNIEKI, BIĶERNIEKU PAGASTS, DAUGAVPILS NOVADS, LV-5440|2013|73|1
Silenes pamatskola|4212902413|LK|SILENE, SKRUDALIENAS PAGASTS, DAUGAVPILS NOVADS, LV-5470|2013|61|1
Ilūkstes 1. vidusskola|4213900513|Latviešu|RAIŅA IELA 49, ILŪKSTE, ILŪKSTES NOVADS, LV-5447|2013|330|1
Ilūkstes 2. vidusskola|4213901046|LK|STADIONA IELA 1, ILŪKSTE, ILŪKSTES NOVADS, LV-5447|2013|0|0
Bebrenes vidusskola|4213900516|Latviešu|BEBRENE, BEBRENES PAGASTS, ILŪKSTES NOVADS, LV-5439|2013|115|1
Medumu vidusskola|4213900389|Latviešu|ALEJAS IELA 20, MEDUMI, MEDUMU PAGASTS, DAUGAVPILS NOVADS, LV-5460|2013|56|1
Salienas vidusskola|4213900512|Krievu|CENTRĀLES IELA 21, SALIENA, SALIENAS PAGASTS, DAUGAVPILS NOVADS, LV-5469|2013|124|1
Sventes vidusskola|4213900519|LK|DAUGAVPILS IELA 1a, SVENTE, SVENTES PAGASTS, DAUGAVPILS NOVADS, LV-5473|2013|191|1
Špoģu vidusskola|4213900514|LK|ŠOSEJAS IELA 3, ŠPOĢI, VIŠĶU PAGASTS, DAUGAVPILS NOVADS, LV-5481|2013|331|1
Vaboles vidusskola|4213901322|Latviešu|VABOLE, VABOLES PAGASTS, DAUGAVPILS NOVADS, LV-5477|2013|129|1
Zemgales vidusskola|4213900517|Krievu|ZEMGALE, DEMENES PAGASTS, DAUGAVPILS NOVADS, LV-5442|2013|138|1
Medumu speciālā internātpamatskola|4220900868|Krievu|ILGAS IELA 15, MEDUMI, MEDUMU PAGASTS, DAUGAVPILS NOVADS, LV-5460|2013|0|0
Raudas speciālā internātpamatskola bērniem bāreņiem|4220900521|Latviešu|RAUDA, ŠĒDERES PAGASTS, ILŪKSTES NOVADS, LV-5447|2013|0|0
Konstantinovas sākumskola|4211900554|Latviešu|SAULES IELA 15, KONSTANTINOVA, KONSTANTINOVAS PAGASTS, DAGDAS NOVADS, LV-5680|2013|11|1
Rīgas un visas Latvijas Metropolīta Aleksandra (Kudrjašova) Grāveru pamatskola|4212900565|LK|EZERU IELA 33, GRĀVERI, GRĀVERU PAGASTS, AGLONAS NOVADS, LV-5655|2013|28|1
Kalniešu pamatskola|1112900561|Krievu|KALNIEŠU PAGASTS, KRĀSLAVAS NOVADS, LV-5660|2013|46|1
Robežnieku pamatskola|1112900551|Latviešu|ROBEŽNIEKI, ROBEŽNIEKU PAGASTS, KRĀSLAVAS NOVADS, LV-5666|2013|83|1
Sauleskalna pamatskola|1112900555|Latviešu|KOMBUĻI, KOMBUĻU PAGASTS, KRĀSLAVAS NOVADS, LV-5656|2013|0|0
Andrupenes pamatskola|4212900568|Latviešu|SKOLAS IELA 6, ANDRUPENE, ANDRUPENES PAGASTS, DAGDAS NOVADS, LV-5687|2013|75|1
Asūnes pamatskola|4212900566|Latviešu|SKOLAS IELA 12, ASŪNE, ASŪNES PAGASTS, DAGDAS NOVADS, LV-5676|2013|59|1
Krāslavas Gr. Plāteru v.n. Poļu pamatskola|1112900569|Poļu|RĒZEKNES IELA 39, KRĀSLAVA, KRĀSLAVAS NOVADS, LV-5601|2013|50|1
Andzeļu pamatskola|4212900567|Latviešu|Zīles, ANDZEĻI, ANDZEĻU PAGASTS, DAGDAS NOVADS, LV-5696|2013|45|1
Skaistas pamatskola|1112900560|Latviešu|SKOLAS IELA 1, SKAISTA, SKAISTAS PAGASTS, KRĀSLAVAS NOVADS, LV-5671|2013|16|1
Šķaunes pamatskola|4212900559|Latviešu|ŠĶAUNE, ŠĶAUNES PAGASTS, DAGDAS NOVADS, LV-5695|2013|35|1
Šķeltovas pamatskola|4212900558|Latviešu|SKOLAS IELA 1, ŠĶELTOVA, ŠĶELTOVAS PAGASTS, AGLONAS NOVADS, LV-5653|2013|38|1
Aulejas pamatskola|1112900562|Latviešu|AULEJA, AULEJAS PAGASTS, KRĀSLAVAS NOVADS, LV-5681|2013|27|1
Izvaltas pamatskola|1112900563|Latviešu|SAULES IELA 1, IZVALTA, IZVALTAS PAGASTS, KRĀSLAVAS NOVADS, LV-5652|2013|67|1
Krāslavas pamatskola|1112900553|Latviešu|PILS IELA 5, KRĀSLAVA, KRĀSLAVAS NOVADS, LV-5601|2013|374|1
Priežmalas pamatskola|4212902579|Latviešu|PRIEŽMALE, KASTUĻINAS PAGASTS, AGLONAS NOVADS, LV-5685|2013|49|1
Dagdas vidusskola|4213900573|LK|MIČURINA IELA 3a, DAGDA, DAGDAS NOVADS, LV-5674|2013|416|1
Krāslavas Valsts ģimnāzija|1119902694|Latviešu|RAIŅA IELA 25, KRĀSLAVA, KRĀSLAVAS NOVADS, LV-5601|2013|175|1
Krāslavas Varavīksnes vidusskola|1113900576|LK|N. RANCĀNA IELA 4, KRĀSLAVA, KRĀSLAVAS NOVADS, LV-5601|2013|526|1
Ezernieku vidusskola|4213900572|Latviešu|EZERNIEKI, EZERNIEKU PAGASTS, DAGDAS NOVADS, LV-5692|2013|146|1
