Novads,Skola,Kopvērtējums,Priekšmets
Rēzeknes pilsēta,Rēzeknes logopēdiskā internātpamatskola,46.09%,ANG9
Riebiņu novads,Dravnieku pamatskola,64.80%,ANG9
Riebiņu novads,Galēnu pamatskola,70.50%,ANG9
Riebiņu novads,Rušonas pamatskola,79.50%,ANG9
Riebiņu novads,Sīļukalna pamatskola,79.50%,ANG9
Riebiņu novads,Riebiņu vidusskola,66.38%,ANG9
Rīgas pilsēta (Centra raj.),"Pamatskola ""Rīdze""",81.50%,ANG9
Rīgas pilsēta (Centra raj.),Rīgas Centra daiļamatniecības pamatskola,84.32%,ANG9
Rīgas pilsēta (Centra raj.),Rīgas 24. pamatskola,68.53%,ANG9
Rīgas pilsēta (Centra raj.),Rīgas 99. vidusskola,80.33%,ANG9
Rīgas pilsēta (Centra raj.),Rīgas Centra humanitārā vidusskola,86.16%,ANG9
Rīgas pilsēta (Centra raj.),Rīgas 22. vidusskola,63.98%,ANG9
Rīgas pilsēta (Centra raj.),Rīgas 40. vidusskola,84.00%,ANG9
Rīgas pilsēta (Centra raj.),Rīgas M. Lomonosova krievu vidusskola,60.93%,ANG9
Rīgas pilsēta (Centra raj.),Rīgas Raiņa 8. vakara (maiņu) vidusskola,76.87%,ANG9
Rīgas pilsēta (Centra raj.),Natālijas Draudziņas ģimnāzija,78.65%,ANG9
Rīgas pilsēta (Centra raj.),Rīgas Valsts 1. ģimnāzija,90.29%,ANG9
Rīgas pilsēta (Centra raj.),Rīgas Valsts 3. ģimnāzija,84.12%,ANG9
Rīgas pilsēta (Kurzemes raj.),Iļģuciema vidusskola,80.62%,ANG9
Rīgas pilsēta (Kurzemes raj.),"Privātā vidusskola ""Patnis""",87.44%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas 19. vidusskola,67.17%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas 41. vidusskola,78.83%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas 69. vidusskola,77.31%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas Doma kora skola,83.65%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas Imantas vidusskola,76.98%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas Valdorfskola,85.21%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas 33. vidusskola,67.51%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas 34. vidusskola,82.32%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas 54. vidusskola,48.88%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas 68. vidusskola,73.50%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas 71. vidusskola,71.29%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas Anniņmuižas vidusskola,71.00%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas Daugavgrīvas vidusskola,55.14%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas Ostvalda vidusskola,77.41%,ANG9
Rīgas pilsēta (Kurzemes raj.),"Privātā vidusskola ""Templum""",69.00%,ANG9
Rīgas pilsēta (Kurzemes raj.),Emīla Dārziņa mūzikas vidusskola,72.96%,ANG9
Rīgas pilsēta (Kurzemes raj.),"Privātskola ""Latreia""",76.29%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas 96. vidusskola,69.10%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas 1. vakara (maiņu) vidusskola,60.13%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas 1.vakara (maiņu) vidusskola (Iļģuciema cietums),44.30%,ANG9
Rīgas pilsēta (Kurzemes raj.),Āgenskalna Valsts ģimnāzija,81.88%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas Valsts vācu ģimnāzija,79.23%,ANG9
Rīgas pilsēta (Latgales priekšp.),Andreja Pumpura Rīgas 11. pamatskola,73.33%,ANG9
Rīgas pilsēta (Latgales priekšp.),O.Kalpaka Rīgas Tautas daiļamatu pamatskola,73.97%,ANG9
Rīgas pilsēta (Latgales priekšp.),"Privātā pamatskola ""Maksima""",79.00%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas Baltkrievu pamatskola,70.33%,ANG9
Rīgas pilsēta (Latgales priekšp.),Kārļa Videnieka Rīgas 77. vidusskola,69.23%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 25. vidusskola,77.24%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 6. vidusskola,78.69%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 62. vidusskola,82.09%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 90. vidusskola,66.39%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 93. vidusskola,80.73%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas Kristīgā vidusskola,75.61%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas Lietuviešu vidusskola,70.92%,ANG9
Rīgas pilsēta (Latgales priekšp.),SIA „Rīgas Tālmācības vidusskola”,57.88%,ANG9
Rīgas pilsēta (Latgales priekšp.),Habad Ebreju privātā vidusskola,76.89%,ANG9
Rīgas pilsēta (Latgales priekšp.),"Informācijas sistēmu menedžmenta augstskolas vidusskola ""PREMJERS""",69.00%,ANG9
Rīgas pilsēta (Latgales priekšp.),Privātskola „Innova”,84.00%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 15. vidusskola,57.83%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 32. vidusskola,54.28%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 51. vidusskola,65.29%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 65. vidusskola,70.63%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 72. vidusskola,69.15%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 75. vidusskola,62.37%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 86. vidusskola,73.13%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 88. vidusskola,66.69%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 92. vidusskola,53.74%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas Krievu vidusskola,48.80%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas Sergeja Žoltoka vidusskola,64.23%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas Universālā vidusskola,71.18%,ANG9
Rīgas pilsēta (Latgales priekšp.),"Privātā vidusskola ""Laisma""",65.67%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas Ukraiņu vidusskola,71.42%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas vakara ģimnāzija,64.90%,ANG9
Rīgas pilsēta (Latgales priekšp.),Humanitārā privātģimnāzija,96.00%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas pilsētas Pļavnieku ģimnāzija,80.24%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 3. arodskola,58.00%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas Sergeja Žoltoka vidusskola (š.cietums),50.70%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas Lastādijas internātpamatskola,57.31%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Mežciema pamatskola,74.97%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 45. vidusskola,73.80%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 49. vidusskola,81.73%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 64. vidusskola,76.42%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 84. vidusskola,77.70%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 85. vidusskola,73.12%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Ezerkrastu vidusskola,64.31%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Hanzas vidusskola,75.63%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Juglas vidusskola,76.04%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Teikas vidusskola,80.74%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),"Privātā vidusskola ""Norma""",53.50%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 21. vidusskola,65.98%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 60. vidusskola,71.05%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 63. vidusskola,60.92%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 74. vidusskola,64.30%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 80. vidusskola,71.14%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 89. vidusskola,72.46%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Purvciema vidusskola,79.28%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Š. Dubnova Rīgas Ebreju vidusskola,72.76%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),"Privātā vidusskola ""Klasika""",89.18%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Itas Kozakēvičas Poļu vidusskola,69.35%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 9. vakara (maiņu) vidusskola,48.53%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Centra krievu privātģimnāzija,71.00%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Klasiskā ģimnāzija,83.77%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Friča Brīvzemnieka pamatskola,70.11%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Pārdaugavas pamatskola,66.43%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 47. vidusskola,70.40%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 94. vidusskola,77.00%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Igauņu vidusskola,80.25%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 53. vidusskola,75.05%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 61. vidusskola,50.09%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 95. vidusskola,70.54%,ANG9
Rīgas pilsēta (Zemgales priekšp.),"Rīgas vispārizglītojošā privātā vidusskola ""Evrika""",74.62%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Šampētera vidusskola,65.81%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 14. vakara (maiņu) vidusskola,55.63%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Angļu ģimnāzija,84.85%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Katoļu ģimnāzija,75.00%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Ziemeļvalstu ģimnāzija,78.02%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Zolitūdes ģimnāzija,73.61%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Mūzikas internātvidusskola,64.60%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 7. pamatskola,67.43%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 28. vidusskola,71.63%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 31. vidusskola,69.07%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Rīgas Jāņa Poruka vidusskola,83.23%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Rīgas Kultūru vidusskola,81.09%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Puškina licejs,69.76%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 10. vidusskola,78.14%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 13. vidusskola,69.72%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 29. vidusskola,42.85%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 37. vidusskola,54.07%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 46. vidusskola,63.05%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Rīgas Rīnūžu vidusskola,72.24%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 18. vakara (maiņu) vidusskola,60.04%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Rīgas pilsētas 2. ģimnāzija,82.76%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 66. speciālā vidusskola,64.32%,ANG9
Rojas novads,Mērsraga vidusskola,54.88%,ANG9
Rojas novads,Rojas vidusskola,72.05%,ANG9
Ropažu novads,Zaķumuižas pamatskola,71.80%,ANG9
Ropažu novads,Ropažu vidusskola,69.07%,ANG9
Rucavas novads,Rucavas pamatskola,56.67%,ANG9
Rucavas novads,Sikšņu pamatskola,71.67%,ANG9
Rugāju novads,Eglaines pamatskola (Rugāju),65.00%,ANG9
Rugāju novads,Rugāju novada vidusskola,64.15%,ANG9
Rundāles novads,Pilsrundāles vidusskola,58.94%,ANG9
Rūjienas novads,Rūjienas vidusskola,67.52%,ANG9
Rūjienas novads,Jeru pamatskola,44.20%,ANG9
Salacgrīvas novads,Krišjāņa Valdemāra Ainažu pamatskola,72.40%,ANG9
Salacgrīvas novads,Salacgrīvas vidusskola,74.42%,ANG9
Salacgrīvas novads,Liepupes vidusskola,70.45%,ANG9
Salas novads,Biržu internātpamatskola,55.00%,ANG9
Salas novads,Biržu pamatskola,68.75%,ANG9
Salas novads,Salas vidusskola,72.86%,ANG9
Salaspils novads,"Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""",66.73%,ANG9
Salaspils novads,"Salaspils novada pašvaldības iestāde ""Salaspils 2. vidusskola""",58.13%,ANG9
Saldus novads,Saldus pamatskola,71.22%,ANG9
Saldus novads,Saldus 2. vidusskola,74.66%,ANG9
Saldus novads,Saldus Vakara vidusskola,72.00%,ANG9
Saldus novads,Saldus ģimnāzija,76.35%,ANG9
Saldus novads,Saldus novada pašvaldības Cieceres internātpamatskola,55.33%,ANG9
Saldus novads,Saldus novada pašvaldības Jaunlutriņu pamatskola,59.00%,ANG9
Saldus novads,Saldus novada pašvaldības Kursīšu pamatskola,64.13%,ANG9
Saldus novads,Saldus novada pašvaldības Kurzemītes pamatskola,68.13%,ANG9
Saldus novads,Saldus novada pašvaldības Lutriņu pamatskola,57.00%,ANG9
Saldus novads,Saldus novada pašvaldības Pampāļu pamatskola,66.71%,ANG9
Saldus novads,Saldus novada pašvaldības Nīgrandes pamatskola,62.50%,ANG9
Saldus novads,Saldus novada pašvaldības Sātiņu pamatskola,35.90%,ANG9
Saldus novads,Saldus novada pašvaldības Striķu pamatskola,70.67%,ANG9
Saldus novads,Saldus novada pašvaldības Zirņu pamatskola,60.75%,ANG9
Saldus novads,Saldus novada pašvaldības Druvas vidusskola,65.07%,ANG9
Saldus novads,Saldus novada pašvaldības Ezeres vidusskola,48.38%,ANG9
Saldus novads,Saldus novada pašvaldības Kalnu vidusskola,64.57%,ANG9
Saulkrastu novads,Saulkrastu vidusskola,76.79%,ANG9
Saulkrastu novads,Zvejniekciema vidusskola,76.94%,ANG9
Sējas novads,Murjāņu sporta ģimnāzija,63.60%,ANG9
Sējas novads,Sējas pamatskola,60.11%,ANG9
Siguldas novads,Siguldas 1. pamatskola,71.15%,ANG9
Siguldas novads,Siguldas 2. vidusskola,55.76%,ANG9
Siguldas novads,Siguldas novada vidusskola,56.40%,ANG9
Siguldas novads,Siguldas Valsts ģimnāzija,85.50%,ANG9
Siguldas novads,Allažu pamatskola,66.63%,ANG9
Siguldas novads,Mores pamatskola,63.88%,ANG9
Skrīveru novads,Andreja Upīša Skrīveru vidusskola,71.47%,ANG9
Skrundas novads,Nīkrāces pamatskola,52.00%,ANG9
Skrundas novads,Oskara Kalpaka Rudbāržu pamatskola,58.00%,ANG9
Skrundas novads,Skrundas vidusskola,70.00%,ANG9
Skrundas novads,Skrundas arodvidusskola,43.33%,ANG9
Skrundas novads,Rudbāržu internātpamatskola - rehabilitācijas centrs,63.50%,ANG9
Smiltenes novads,Smiltenes Centra vidusskola,62.61%,ANG9
Smiltenes novads,Smiltenes ģimnāzija,71.52%,ANG9
Smiltenes novads,Bilskas pamatskola,57.75%,ANG9
Smiltenes novads,Blomes pamatskola,63.33%,ANG9
Smiltenes novads,Grundzāles pamatskola,61.54%,ANG9
Smiltenes novads,Palsmanes pamatskola,60.80%,ANG9
Smiltenes novads,Variņu pamatskola,74.70%,ANG9
Stopiņu novads,Stopiņu pamatskola,59.17%,ANG9
Stopiņu novads,Ulbrokas vidusskola,71.38%,ANG9
Stopiņu novads,Upesleju internātpamatskola – rehabilitācijas centrs,53.57%,ANG9
Strenču novads,Strenču novada vidusskola,66.18%,ANG9
Talsu novads,Stendes pamatskola,62.25%,ANG9
Talsu novads,Talsu pamatskola,66.14%,ANG9
Talsu novads,Sabiles vidusskola,58.13%,ANG9
Talsu novads,Talsu 2. vidusskola,74.52%,ANG9
Talsu novads,Talsu Kristīgā vidusskola,69.00%,ANG9
Talsu novads,Valdemārpils vidusskola,71.12%,ANG9
Talsu novads,Talsu novada Vakara un neklātienes vidusskola,54.18%,ANG9
Talsu novads,Talsu Valsts ģimnāzija,77.00%,ANG9
Talsu novads,Laidzes pamatskola,76.00%,ANG9
Talsu novads,Laucienes pamatskola,74.00%,ANG9
Talsu novads,Laucienes pamatskolas filiāle,53.11%,ANG9
Talsu novads,Pastendes pamatskola,72.53%,ANG9
Talsu novads,Pūņu pamatskola,69.00%,ANG9
Talsu novads,Pastendes pamatskolas filiāle,63.00%,ANG9
Talsu novads,Virbu pamatskola,85.75%,ANG9
Talsu novads,Vandzenes vidusskola,75.00%,ANG9
Tērvetes novads,Bukaišu pamatskola,57.25%,ANG9
Tērvetes novads,Tērvetes pamatskola,40.00%,ANG9
Tērvetes novads,Annas Brigaderes pamatskola,75.50%,ANG9
Tērvetes novads,Augstkalnes vidusskola,62.27%,ANG9
Tukuma novads,Tukuma 2. pamatskola,73.34%,ANG9
Tukuma novads,Tukuma E. Birznieka-Upīša 1. pamatskola,63.31%,ANG9
Tukuma novads,Tukuma 3. pamatskola,65.00%,ANG9
Tukuma novads,Tukuma 2. vidusskola,74.00%,ANG9
Tukuma novads,Tukuma Vakara un neklātienes vidusskola,65.70%,ANG9
Tukuma novads,Tukuma Raiņa ģimnāzija,82.06%,ANG9
Tukuma novads,Praviņu pamatskola,59.50%,ANG9
Tukuma novads,Pūres pamatskola,68.43%,ANG9
Tukuma novads,Džūkstes pamatskola,73.83%,ANG9
Tukuma novads,Irlavas vidusskola,45.82%,ANG9
Tukuma novads,Tumes vidusskola,69.05%,ANG9
Tukuma novads,Zemgales vidusskola,66.56%,ANG9
Vaiņodes novads,Vaiņodes vidusskola,52.21%,ANG9
Vaiņodes novads,Vaiņodes internātpamatskola,49.80%,ANG9
Valkas novads,Valkas pamatskola,59.80%,ANG9
Valkas novads,Valkas ģimnāzija,85.36%,ANG9
Valkas novads,Ērģemes pamatskola,42.00%,ANG9
Valkas novads,Kārķu pamatskola,70.33%,ANG9
Valkas novads,Ozolu pamatskola,41.50%,ANG9
Valkas novads,Vijciema pamatskola,70.80%,ANG9
Valmieras novads,Jaunburtnieku pamatskola,41.00%,ANG9
Valmieras novads,Jura Neikena Dikļu pamatskola,65.63%,ANG9
Valmieras novads,Kocēnu pamatskola,66.00%,ANG9
Valmieras pilsēta,Valmieras 5. vidusskola,73.24%,ANG9
Valmieras pilsēta,Valmieras Viestura vidusskola,72.87%,ANG9
Valmieras pilsēta,Valmieras 2. vidusskola,63.00%,ANG9
Valmieras pilsēta,Valmieras 2.vidusskolas filiāle,50.21%,ANG9
Valmieras pilsēta,Valmieras Pārgaujas ģimnāzija,71.59%,ANG9
Valmieras pilsēta,Valmieras Valsts ģimnāzija,77.78%,ANG9
Varakļānu novads,Varakļānu vidusskola,63.22%,ANG9
Varakļānu novads,Murmastienes pamatskola,62.60%,ANG9
Vārkavas novads,Vanagu pamatskola,77.00%,ANG9
Vārkavas novads,Vārkavas vidusskola,60.92%,ANG9
Vecpiebalgas novads,Inešu pamatskola,71.25%,ANG9
Vecpiebalgas novads,Taurenes pamatskola,72.25%,ANG9
Vecpiebalgas novads,Dzērbenes vidusskola,80.00%,ANG9
Vecpiebalgas novads,Vecpiebalgas vidusskola,67.22%,ANG9
Vecumnieku novads,Vecumnieku novada Domes Bārbeles pamatskola,72.40%,ANG9
Vecumnieku novads,Stelpes pamatskola,71.25%,ANG9
Vecumnieku novads,Misas vidusskola,68.75%,ANG9
Vecumnieku novads,Skaistkalnes vidusskola,61.42%,ANG9
Vecumnieku novads,Vecumnieku novada Domes Valles vidusskola,69.15%,ANG9
Vecumnieku novads,Vecumnieku vidusskola,66.59%,ANG9
Ventspils novads,Piltenes vidusskola,70.86%,ANG9
Ventspils novads,Ances pamatskola,54.25%,ANG9
Ventspils novads,Popes pamatskola,68.40%,ANG9
Ventspils novads,Puzes pamatskola,52.71%,ANG9
Ventspils novads,Tārgales pamatskola,78.60%,ANG9
Ventspils novads,Užavas pamatskola,64.60%,ANG9
Ventspils novads,Zlēku pamatskola,56.25%,ANG9
Ventspils novads,Zūru pamatskola,62.00%,ANG9
Ventspils novads,Ugāles vidusskola,57.65%,ANG9
Ventspils pilsēta,Ventspils 1. pamatskola,74.03%,ANG9
Ventspils pilsēta,Ventspils 2. pamatskola,64.95%,ANG9
Ventspils pilsēta,Ventspils 4. vidusskola,84.81%,ANG9
Ventspils pilsēta,Ventspils 5. vidusskola,73.00%,ANG9
Ventspils pilsēta,Ventspils 2. vidusskola,66.50%,ANG9
Ventspils pilsēta,Ventspils 3. vidusskola,70.56%,ANG9
Ventspils pilsēta,Ventspils 6. vidusskola,68.61%,ANG9
Ventspils pilsēta,Ventspils vakara vidusskola,51.40%,ANG9
Ventspils pilsēta,Ventspils 1. ģimnāzija,83.65%,ANG9
Viesītes novads,Viesītes vidusskola,72.28%,ANG9
Viļakas novads,Viļakas Valsts ģimnāzija,77.20%,ANG9
Viļakas novads,Upītes pamatskola,79.00%,ANG9
Viļakas novads,Viduču pamatskola,74.67%,ANG9
Viļakas novads,Žīguru pamatskola,84.50%,ANG9
Viļakas novads,Rekavas vidusskola,61.00%,ANG9
Viļānu novads,Viļānu vidusskola,66.11%,ANG9
Viļānu novads,Dekšāru pamatskola,54.40%,ANG9
Zilupes novads,Zilupes vidusskola,60.26%,ANG9
Zilupes novads,Zilupes arodvidusskola,59.33%,ANG9
Aglonas novads,Šķeltovas pamatskola,64.78%,LAT9
Aglonas novads,Aglonas vidusskola,69.41%,LAT9
Aglonas novads,Priežmalas pamatskola,65.00%,LAT9
Aglonas novads,Aglonas Katoļu ģimnāzija,63.00%,LAT9
Aglonas novads,Aglonas internātvidusskola,55.00%,LAT9
Aizkraukles novads,Aizkraukles Vakara (maiņu) vidusskola,43.42%,LAT9
Aizkraukles novads,Aizkraukles novada ģimnāzija,65.73%,LAT9
Aizputes novads,Aizputes vidusskola,62.37%,LAT9
Aizputes novads,Aizputes novada Neklātienes vidusskolas Aizputes konsult. punkts,52.50%,LAT9
Aizputes novads,Aizputes pagasta pamatskola,62.77%,LAT9
Aizputes novads,Apriķu pamatskola,54.83%,LAT9
Aizputes novads,Dzērves pamatskola,60.20%,LAT9
Aizputes novads,Kalvenes pamatskola,58.71%,LAT9
Aizputes novads,Māteru Jura Kazdangas pamatskola,62.30%,LAT9
Aknīstes novads,Aknīstes vidusskola,66.38%,LAT9
Aknīstes novads,Asares pamatskola,70.38%,LAT9
Aknīstes novads,Gārsenes pamatskola,57.09%,LAT9
Alojas novads,Staiceles vidusskola,55.80%,LAT9
Alojas novads,Alojas Ausekļa vidusskola,61.61%,LAT9
Alojas novads,Ozolmuižas pamatskola,55.25%,LAT9
Alojas novads,Puikules pamatskola,54.86%,LAT9
Alsungas novads,Alsungas vidusskola,68.40%,LAT9
Alūksnes novads,Alūksnes vidusskola,53.92%,LAT9
Alūksnes novads,Alūksnes Vakara (maiņu) un neklātienes vidusskola,54.27%,LAT9
Alūksnes novads,Ernsta Glika Alūksnes Valsts ģimnāzija,67.24%,LAT9
Alūksnes novads,Alūksnes novada Jaunannas pamatskola,66.20%,LAT9
Alūksnes novads,Bejas pamatskola,56.33%,LAT9
Alūksnes novads,Ilzenes pamatskola,81.40%,LAT9
Alūksnes novads,Malienas pamatskola,65.00%,LAT9
Alūksnes novads,Mālupes pamatskola,59.50%,LAT9
Alūksnes novads,Mārkalnes pamatskola,56.60%,LAT9
Alūksnes novads,Strautiņu pamatskola,65.70%,LAT9
Alūksnes novads,Ziemeru pamatskola,61.92%,LAT9
Alūksnes novads,Pededzes pamatskola,82.00%,LAT9
Alūksnes novads,Liepnas vidusskola,58.00%,LAT9
Alūksnes novads,Liepnas internātpamatskola,61.10%,LAT9
Amatas novads,Sērmūkšu pamatskola,63.67%,LAT9
Amatas novads,Skujenes pamatskola,62.63%,LAT9
Amatas novads,Zaubes pamatskola,61.86%,LAT9
Amatas novads,Nītaures vidusskola,65.54%,LAT9
Amatas novads,Drabešu internātpamatskola,43.22%,LAT9
Apes novads,Dāvja Ozoliņa Apes vidusskola,69.65%,LAT9
Apes novads,Sikšņu pamatskola,44.40%,LAT9
Apes novads,Trapenes pamatskola,53.92%,LAT9
Apes novads,Ojāra Vācieša Gaujienas vidusskola,62.56%,LAT9
Apes novads,Gaujienas speciālā internātpamatskola,58.79%,LAT9
Auces novads,Auces vidusskola,62.48%,LAT9
Auces novads,Bēnes vidusskola,59.72%,LAT9
Ādažu novads,Ādažu vidusskola,65.35%,LAT9
Ādažu novads,Privātā vidusskola Ādažu Brīvā Valdorfa skola,70.14%,LAT9
Babītes novads,Babītes vidusskola,63.58%,LAT9
Baldones novads,Baldones Mūzikas pamatskola,65.22%,LAT9
Baldones novads,Baldones vidusskola,61.05%,LAT9
Baltinavas novads,Baltinavas vidusskola,65.85%,LAT9
Balvu novads,Briežuciema pamatskola,63.80%,LAT9
Balvu novads,Bērzpils vidusskolas filiāle,70.80%,LAT9
Balvu novads,Mežvidu pamatskola (Viļakas),54.00%,LAT9
Balvu novads,Stacijas pamatskola,63.50%,LAT9
Balvu novads,Bērzpils vidusskola,59.53%,LAT9
Bauskas novads,Bauskas pilsētas Kristīgā pamatskola,59.36%,LAT9
Bauskas novads,Bauskas pilsētas pamatskola,70.10%,LAT9
Bauskas novads,Bauskas 1. vidusskola,71.63%,LAT9
Bauskas novads,Bauskas 2. vidusskola,66.23%,LAT9
Bauskas novads,Codes pamatskola,60.82%,LAT9
Bauskas novads,Griķu pamatskola,62.22%,LAT9
Bauskas novads,Mežgaļu pamatskola,76.42%,LAT9
Bauskas novads,Ozolaines pamatskola,52.67%,LAT9
Bauskas novads,Vecsaules pamatskola,68.82%,LAT9
Bauskas novads,Īslīces vidusskola,62.89%,LAT9
Bauskas novads,Uzvaras vidusskola,72.73%,LAT9
Bauskas novads,Mežotnes internātvidusskola,57.94%,LAT9
Beverīnas novads,J. Endzelīna Kauguru pamatskola,63.23%,LAT9
Beverīnas novads,Trikātas pamatskola,65.00%,LAT9
Burtnieku novads,Ēveles pamatskola,58.86%,LAT9
Burtnieku novads,Matīšu pamatskola,59.22%,LAT9
Burtnieku novads,Rencēnu pamatskola,73.75%,LAT9
Burtnieku novads,Burtnieku Ausekļa vidusskola,65.31%,LAT9
Carnikavas novads,Carnikavas pamatskola,79.86%,LAT9
Cesvaines novads,Cesvaines vidusskola,65.51%,LAT9
Cēsu novads,Cēsu 1. pamatskola,57.08%,LAT9
