Novads,Skola,Kopvērtējums,Priekšmets
Rēzeknes pilsēta,Rēzeknes 5. vidusskola,69.04%,ANG9
Rēzeknes pilsēta,Rēzeknes Katoļu vidusskola,52.82%,ANG9
Rēzeknes pilsēta,Rēzeknes 2. vidusskola,60.69%,ANG9
Rēzeknes pilsēta,Rēzeknes 4. vidusskola,49.11%,ANG9
Rēzeknes pilsēta,Rēzeknes 6. vidusskola,56.31%,ANG9
Rēzeknes pilsēta,Rēzeknes 3. vidusskola,66.90%,ANG9
Rēzeknes pilsēta,Rēzeknes vakara vidusskola,79.00%,ANG9
Rēzeknes pilsēta,Rēzeknes valsts poļu ģimnāzija,54.57%,ANG9
Rēzeknes pilsēta,Rēzeknes logopēdiskā internātpamatskola,47.50%,ANG9
Riebiņu novads,Dravnieku pamatskola,63.00%,ANG9
Riebiņu novads,Galēnu pamatskola,77.00%,ANG9
Riebiņu novads,Rušonas pamatskola,76.33%,ANG9
Riebiņu novads,Sīļukalna pamatskola,91.50%,ANG9
Riebiņu novads,Silajāņu pamatskola,56.50%,ANG9
Riebiņu novads,Riebiņu vidusskola,72.00%,ANG9
Rīgas pilsēta (Centra raj.),"Pamatskola ""Rīdze""",73.73%,ANG9
Rīgas pilsēta (Centra raj.),O.Kalpaka Rīgas Tautas daiļamatu pamatskola,64.27%,ANG9
Rīgas pilsēta (Centra raj.),Rīgas Centra daiļamatniecības pamatskola,75.67%,ANG9
Rīgas pilsēta (Centra raj.),Rīgas 24. pamatskola,61.10%,ANG9
Rīgas pilsēta (Centra raj.),Rīgas Centra humanitārā vidusskola,85.66%,ANG9
Rīgas pilsēta (Centra raj.),Rīgas Natālijas Draudziņas vidusskola ,79.47%,ANG9
Rīgas pilsēta (Centra raj.),Rīgas 22. vidusskola,68.65%,ANG9
Rīgas pilsēta (Centra raj.),Rīgas 40. vidusskola,81.10%,ANG9
Rīgas pilsēta (Centra raj.),Rīgas Raiņa 8. vakara (maiņu) vidusskola,69.86%,ANG9
Rīgas pilsēta (Centra raj.),Privātā Rīgas Tehnolingvistiskā ģimnāzija,75.88%,ANG9
Rīgas pilsēta (Centra raj.),Rīgas Valsts 1. ģimnāzija,89.31%,ANG9
Rīgas pilsēta (Centra raj.),Rīgas Valsts 3. ģimnāzija,78.37%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas Valdorfskola,71.47%,ANG9
Rīgas pilsēta (Kurzemes raj.),Iļģuciema vidusskola,71.96%,ANG9
Rīgas pilsēta (Kurzemes raj.),"Privātā vidusskola ""Patnis""",82.89%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas 19. vidusskola,63.67%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas 41. vidusskola,61.39%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas 69. vidusskola,71.69%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas Imantas vidusskola,67.38%,ANG9
Rīgas pilsēta (Kurzemes raj.),"Privātskola ""Latreia""",84.50%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas 33. vidusskola,65.93%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas 34. vidusskola,78.04%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas 54. vidusskola,55.26%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas 68. vidusskola,54.31%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas 96. vidusskola,63.78%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas Daugavgrīvas vidusskola,56.46%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas 71. vidusskola,62.51%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas Anniņmuižas vidusskola,64.79%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas Ostvalda vidusskola,72.81%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas Valsts vācu ģimnāzija,83.18%,ANG9
Rīgas pilsēta (Kurzemes raj.),Emīla Dārziņa mūzikas vidusskola,73.43%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas Doma kora skola,79.29%,ANG9
Rīgas pilsēta (Latgales priekšp.),Andreja Pumpura Rīgas 11. pamatskola,58.67%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas Avotu pamatskola,73.83%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas Pļavnieku pamatskola,58.25%,ANG9
Rīgas pilsēta (Latgales priekšp.),"Privātā pamatskola ""Maksima""",65.33%,ANG9
Rīgas pilsēta (Latgales priekšp.),Jankas Kupalas Rīgas Baltkrievu pamatskola,52.11%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 25. vidusskola,77.32%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 6. vidusskola,78.65%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 93. vidusskola,67.81%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas Kristīgā vidusskola,75.95%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas Lietuviešu vidusskola,74.18%,ANG9
Rīgas pilsēta (Latgales priekšp.),Habad Ebreju privātā vidusskola,68.80%,ANG9
Rīgas pilsēta (Latgales priekšp.),"Informācijas sistēmu menedžmenta augstskolas vidusskola ""PREMJERS""",73.70%,ANG9
Rīgas pilsēta (Latgales priekšp.),"Privātā vidusskola ""INNOVA""",72.27%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 32. vidusskola,54.84%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 51. vidusskola,66.60%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 65. vidusskola,63.48%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 72. vidusskola,62.01%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 75. vidusskola,56.04%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 86. vidusskola,61.37%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 88. vidusskola,64.28%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas Sergeja Žoltoka vidusskola,56.40%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas Ķengaraga vidusskola,66.05%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 1. vidusskola,45.20%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 15. vidusskola,48.14%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 92. vidusskola,57.07%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas Krievu vidusskola,52.11%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas Ukraiņu vidusskola,77.78%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas Tālmācības vidusskola,66.00%,ANG9
Rīgas pilsēta (Latgales priekšp.),"Tālmācības vidusskola ""Rīgas Komercskola""",72.67%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas vakara ģimnāzija,52.55%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas pilsētas Pļavnieku ģimnāzija,77.88%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas Sergeja Žoltoka vidusskola (š.cietums),44.33%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas Lastādijas internātpamatskola,42.56%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Mežciema pamatskola,75.13%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Ezerkrastu pamatskola,56.00%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 45. vidusskola,76.76%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 49. vidusskola,78.33%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 64. vidusskola,77.34%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 84. vidusskola,77.31%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 85. vidusskola,72.79%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Juglas vidusskola,75.04%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Teikas vidusskola,78.34%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 60. vidusskola,59.69%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 63. vidusskola,55.74%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 74. vidusskola,64.32%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Purvciema vidusskola,73.48%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Š. Dubnova Rīgas Ebreju vidusskola,64.82%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Biznesa un vadības privātvidusskola,63.00%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),"Privātā vidusskola ""Klasika""",78.18%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 21. vidusskola,64.84%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 80. vidusskola,66.45%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 89. vidusskola,62.17%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Itas Kozakēvičas Poļu vidusskola,60.59%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 9. vakara (maiņu) vidusskola,56.89%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Klasiskā ģimnāzija,76.53%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Friča Brīvzemnieka pamatskola,76.75%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Igauņu pamatskola,70.29%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Pārdaugavas pamatskola,56.25%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 47. vidusskola,71.78%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 94. vidusskola,74.53%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 53. vidusskola,57.79%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 61. vidusskola,49.44%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 95. vidusskola,65.61%,ANG9
Rīgas pilsēta (Zemgales priekšp.),"Rīgas vispārizglītojošā privātā vidusskola ""Evrika""",78.18%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 14. vakara (maiņu) vidusskola,61.22%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Angļu ģimnāzija,83.53%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Katoļu ģimnāzija,71.20%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Ziemeļvalstu ģimnāzija,74.04%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Zolitūdes ģimnāzija,70.79%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Āgenskalna Valsts ģimnāzija,77.79%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Mūzikas internātvidusskola,67.56%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 7. pamatskola,76.25%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 28. vidusskola,61.27%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 31. vidusskola,71.85%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Rīgas Jāņa Poruka vidusskola,72.67%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Rīgas Kultūru vidusskola,77.73%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Puškina licejs,65.33%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 29. vidusskola,41.56%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 46. vidusskola,52.38%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Rīgas Rīnūžu vidusskola,66.25%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 13. vidusskola,72.62%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 37. vidusskola,69.14%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 18. vakara (maiņu) vidusskola,58.33%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Rīgas Valsts 2. ģimnāzija,83.66%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 66. speciālā vidusskola,64.06%,ANG9
Rojas novads,Mērsraga vidusskola,72.00%,ANG9
Rojas novads,Rojas vidusskola,67.31%,ANG9
Ropažu novads,Zaķumuižas pamatskola,55.78%,ANG9
Ropažu novads,Ropažu vidusskola,56.80%,ANG9
Rucavas novads,Rucavas pamatskola,72.80%,ANG9
Rucavas novads,Sikšņu pamatskola (Rucavas novads),62.00%,ANG9
Rugāju novads,Rugāju novada Eglaines pamatskola,67.88%,ANG9
Rugāju novads,Rugāju novada vidusskola,57.55%,ANG9
Rundāles novads,Pilsrundāles vidusskola,76.25%,ANG9
Rūjienas novads,Jeru pamatskola,63.00%,ANG9
Rūjienas novads,Rūjienas vidusskola,70.36%,ANG9
Salacgrīvas novads,Krišjāņa Valdemāra Ainažu pamatskola,85.83%,ANG9
Salacgrīvas novads,Salacgrīvas vidusskola,67.86%,ANG9
Salas novads,Biržu pamatskola,67.20%,ANG9
Salas novads,Salas vidusskola,68.00%,ANG9
Salas novads,Biržu internātpamatskola,54.80%,ANG9
Salaspils novads,"Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""",68.17%,ANG9
Salaspils novads,"Salaspils novada pašvaldības iestāde ""Salaspils 2. vidusskola""",55.00%,ANG9
Saldus novads,Saldus pamatskola,65.00%,ANG9
Saldus novads,Saldus novada pašvaldības Jaunlutriņu pamatskola,52.67%,ANG9
Saldus novads,Saldus novada pašvaldības Kursīšu pamatskola,71.50%,ANG9
Saldus novads,Saldus novada pašvaldības Lutriņu pamatskola,59.65%,ANG9
Saldus novads,Saldus novada pašvaldības Nīgrandes pamatskola,52.60%,ANG9
Saldus novads,Saldus novada pašvaldības Pampāļu pamatskola,64.00%,ANG9
Saldus novads,Saldus novada pašvaldības Rubas pamatskola,53.60%,ANG9
Saldus novads,Saldus novada pašvaldības Striķu pamatskola,65.60%,ANG9
Saldus novads,Saldus novada pašvaldības Zirņu pamatskola,60.67%,ANG9
Saldus novads,Saldus 2. vidusskola,69.24%,ANG9
Saldus novads,Saldus 1.vidusskola,70.79%,ANG9
Saldus novads,Saldus novada pašvaldības Druvas vidusskola,77.94%,ANG9
Saldus novads,Saldus novada pašvaldības Ezeres vidusskola,61.75%,ANG9
Saldus novads,Saldus novada pašvaldības Kalnu vidusskola,55.00%,ANG9
Saldus novads,Saldus Vakara vidusskola,50.67%,ANG9
Saldus novads,Saldus novada pašvaldības Cieceres internātpamatskola,52.67%,ANG9
Saulkrastu novads,Saulkrastu vidusskola,68.50%,ANG9
Saulkrastu novads,Zvejniekciema vidusskola,72.54%,ANG9
Sējas novads,Sējas pamatskola,56.86%,ANG9
Siguldas novads,Siguldas 1. pamatskola,65.76%,ANG9
Siguldas novads,Allažu pamatskola,60.22%,ANG9
Siguldas novads,Mores pamatskola,53.33%,ANG9
Siguldas novads,Siguldas Valsts ģimnāzija,76.68%,ANG9
Skrīveru novads,Andreja Upīša Skrīveru vidusskola,73.24%,ANG9
Skrundas novads,Nīkrāces pamatskola,64.00%,ANG9
Skrundas novads,Oskara Kalpaka Rudbāržu pamatskola,58.50%,ANG9
Skrundas novads,Skrundas vidusskola,61.63%,ANG9
Skrundas novads,Skrundas Profesionālā vidusskola,35.75%,ANG9
Smiltenes novads,Bilskas pamatskola,69.30%,ANG9
Smiltenes novads,Blomes pamatskola,56.00%,ANG9
Smiltenes novads,Grundzāles pamatskola,59.57%,ANG9
Smiltenes novads,Palsmanes pamatskola,62.67%,ANG9
Smiltenes novads,Variņu pamatskola,61.40%,ANG9
Smiltenes novads,Smiltenes Centra vidusskola,72.30%,ANG9
Smiltenes novads,Smiltenes ģimnāzija,64.63%,ANG9
Stopiņu novads,Stopiņu pamatskola,72.00%,ANG9
Stopiņu novads,Ulbrokas vidusskola,69.39%,ANG9
Stopiņu novads,Upesleju internātpamatskola – rehabilitācijas centrs,64.25%,ANG9
Strenču novads,Strenču novada vidusskola,38.80%,ANG9
Talsu novads,Stendes pamatskola,67.40%,ANG9
Talsu novads,Talsu pamatskola,79.64%,ANG9
Talsu novads,"filiāle ""Laidzes pamatskola""",46.67%,ANG9
Talsu novads,Laucienes pamatskola,74.75%,ANG9
Talsu novads,Laucienes pamatskolas filiāle,59.00%,ANG9
Talsu novads,Pastendes pamatskola,67.56%,ANG9
Talsu novads,Pūņu pamatskola,75.43%,ANG9
Talsu novads,Virbu pamatskola,69.20%,ANG9
Talsu novads,Vandzenes pamatskola,73.27%,ANG9
Talsu novads,Sabiles vidusskola,47.25%,ANG9
Talsu novads,Talsu 2. vidusskola,66.82%,ANG9
Talsu novads,Talsu Kristīgā vidusskola,75.27%,ANG9
Talsu novads,Valdemārpils vidusskola,63.41%,ANG9
Talsu novads,Talsu novada Vakara un neklātienes vidusskola,53.75%,ANG9
Talsu novads,Talsu Valsts ģimnāzija,75.78%,ANG9
Talsu novads,Laidzes Profesionālā vidusskola,56.33%,ANG9
Tērvetes novads,Annas Brigaderes pamatskola,60.33%,ANG9
Tērvetes novads,Bukaišu pamatskola,55.00%,ANG9
Tērvetes novads,Augstkalnes vidusskola,63.25%,ANG9
Tukuma novads,Tukuma 2. pamatskola,77.26%,ANG9
Tukuma novads,Tukuma E. Birznieka-Upīša 1. pamatskola,66.37%,ANG9
Tukuma novads,Džūkstes pamatskola,63.60%,ANG9
Tukuma novads,Pūres pamatskola,63.45%,ANG9
Tukuma novads,Tukuma 3. pamatskola,61.82%,ANG9
Tukuma novads,Tukuma 2. vidusskola,70.81%,ANG9
Tukuma novads,Irlavas vidusskola,56.09%,ANG9
Tukuma novads,Tumes vidusskola,67.67%,ANG9
Tukuma novads,Zemgales vidusskola (Tukuma novads),60.57%,ANG9
Tukuma novads,Tukuma Vakara un neklātienes vidusskola,55.25%,ANG9
Tukuma novads,Tukuma Raiņa ģimnāzija,74.44%,ANG9
Vaiņodes novads,Vaiņodes vidusskola,62.94%,ANG9
Vaiņodes novads,Vaiņodes internātpamatskola,34.00%,ANG9
Valkas novads,Valkas pamatskola,67.33%,ANG9
Valkas novads,Ērģemes pamatskola,69.20%,ANG9
Valkas novads,Kārķu pamatskola,63.75%,ANG9
Valkas novads,Ozolu pamatskola,56.50%,ANG9
Valkas novads,Vijciema pamatskola,58.22%,ANG9
Valkas novads,Valkas ģimnāzija,78.31%,ANG9
Valmieras novads,Jura Neikena Dikļu pamatskola,72.50%,ANG9
Valmieras novads,Kocēnu pamatskola,63.50%,ANG9
Valmieras novads,Rubenes pamatskola,62.00%,ANG9
Valmieras pilsēta,Valmieras 5. vidusskola,66.04%,ANG9
Valmieras pilsēta,Valmieras Viestura vidusskola,68.44%,ANG9
Valmieras pilsēta,Valmieras 2. vidusskola,58.75%,ANG9
Valmieras pilsēta,Valmieras 2.vidusskolas filiāle,53.80%,ANG9
Valmieras pilsēta,Valmieras Pārgaujas ģimnāzija,72.76%,ANG9
Valmieras pilsēta,Valmieras Valsts ģimnāzija,72.35%,ANG9
Valmieras pilsēta,Valmieras vājdzirdīgo bērnu internātvidusskola - attīstības centrs,41.33%,ANG9
Varakļānu novads,Varakļānu novada pašvaldības Stirnienes pamatskola,71.00%,ANG9
Varakļānu novads,Varakļānu vidusskola,66.08%,ANG9
Vārkavas novads,Vārkavas vidusskola,63.60%,ANG9
Vecpiebalgas novads,Inešu pamatskola,55.60%,ANG9
Vecpiebalgas novads,Taurenes pamatskola,65.00%,ANG9
Vecpiebalgas novads,Dzērbenes vidusskola,62.40%,ANG9
Vecpiebalgas novads,Vecpiebalgas vidusskola,63.30%,ANG9
Vecumnieku novads,Stelpes pamatskola,58.50%,ANG9
Vecumnieku novads,Misas vidusskola,60.63%,ANG9
Vecumnieku novads,Skaistkalnes vidusskola,59.23%,ANG9
Vecumnieku novads,Vecumnieku novada Domes Valles vidusskola,54.20%,ANG9
Vecumnieku novads,Vecumnieku vidusskola,68.79%,ANG9
Ventspils novads,Ances pamatskola,39.50%,ANG9
Ventspils novads,Jūrkalnes pamatskola,74.33%,ANG9
Ventspils novads,Popes pamatskola,48.67%,ANG9
Ventspils novads,Puzes pamatskola,72.00%,ANG9
Ventspils novads,Tārgales pamatskola,75.40%,ANG9
Ventspils novads,Užavas pamatskola,64.33%,ANG9
Ventspils novads,Zlēku pamatskola,46.67%,ANG9
Ventspils novads,Zūru pamatskola,46.86%,ANG9
Ventspils novads,Piltenes vidusskola,57.29%,ANG9
Ventspils novads,Ugāles vidusskola,60.80%,ANG9
Ventspils pilsēta,Ventspils 2. pamatskola,69.12%,ANG9
Ventspils pilsēta,Ventspils 4. vidusskola,74.36%,ANG9
Ventspils pilsēta,Ventspils 5. vidusskola,69.00%,ANG9
Ventspils pilsēta,Ventspils 2. vidusskola,63.10%,ANG9
Ventspils pilsēta,Ventspils 3. vidusskola,62.29%,ANG9
Ventspils pilsēta,Ventspils 6. vidusskola,68.74%,ANG9
Ventspils pilsēta,Ventspils vakara vidusskola,47.25%,ANG9
Ventspils pilsēta,Ventspils 1. ģimnāzija,79.24%,ANG9
Viesītes novads,Rites pamatskola,54.67%,ANG9
Viesītes novads,Viesītes vidusskola,70.05%,ANG9
Viļakas novads,Mežvidu pamatskola (Viļakas novads),70.00%,ANG9
Viļakas novads,Viduču pamatskola,86.00%,ANG9
Viļakas novads,Rekavas vidusskola,58.57%,ANG9
Viļakas novads,Viļakas Valsts ģimnāzija,63.53%,ANG9
Viļānu novads,Dekšāru pamatskola,64.50%,ANG9
Viļānu novads,Viļānu vidusskola,66.21%,ANG9
Zilupes novads,Zilupes vidusskola,48.48%,ANG9
Zilupes novads,Zilupes arodvidusskola,46.00%,ANG9
Aglonas novads,Priežmalas pamatskola,62.27%,LAT9
Aglonas novads,Rīgas un visas Latvijas Metropolīta Aleksandra (Kudrjašova) Grāveru pamatskola,56.52%,LAT9
Aglonas novads,Šķeltovas pamatskola,64.55%,LAT9
Aglonas novads,Aglonas vidusskola,68.35%,LAT9
Aglonas novads,Aglonas internātvidusskola,54.55%,LAT9
Aizkraukles novads,Aizkraukles Vakara (maiņu) vidusskola,45.27%,LAT9
Aizkraukles novads,Aizkraukles novada ģimnāzija,65.45%,LAT9
Aizputes novads,Aizputes pagasta pamatskola,56.27%,LAT9
Aizputes novads,Apriķu pamatskola,65.19%,LAT9
Aizputes novads,Dzērves pamatskola,61.82%,LAT9
Aizputes novads,Kalvenes pamatskola,77.27%,LAT9
Aizputes novads,Māteru Jura Kazdangas pamatskola,63.81%,LAT9
Aizputes novads,Aizputes vidusskola,53.21%,LAT9
Aizputes novads,Aizputes novada Neklātienes vidusskolas Aizputes konsult. punkts,51.82%,LAT9
Aknīstes novads,Asares pamatskola,58.86%,LAT9
Aknīstes novads,Gārsenes pamatskola,56.52%,LAT9
Aknīstes novads,Aknīstes vidusskola,74.90%,LAT9
Alojas novads,Ozolmuižas pamatskola,58.79%,LAT9
Alojas novads,Alojas Ausekļa vidusskola,59.57%,LAT9
Alojas novads,Staiceles vidusskola,57.52%,LAT9
Alsungas novads,Alsungas vidusskola,67.07%,LAT9
Alūksnes novads,Bejas pamatskola,61.72%,LAT9
Alūksnes novads,Ilzenes pamatskola,62.61%,LAT9
Alūksnes novads,Jaunlaicenes pamatskola,71.32%,LAT9
Alūksnes novads,Malienas pamatskola,65.23%,LAT9
Alūksnes novads,Mālupes pamatskola,62.61%,LAT9
Alūksnes novads,Mārkalnes pamatskola,56.14%,LAT9
Alūksnes novads,Pededzes pamatskola,57.45%,LAT9
Alūksnes novads,Strautiņu pamatskola,57.78%,LAT9
Alūksnes novads,Ziemeru pamatskola,69.90%,LAT9
Alūksnes novads,Alūksnes novada vidusskola,54.85%,LAT9
Alūksnes novads,Liepnas vidusskola,70.36%,LAT9
Alūksnes novads,Ernsta Glika Alūksnes Valsts ģimnāzija,60.78%,LAT9
Alūksnes novads,Liepnas internātpamatskola,71.36%,LAT9
Amatas novads,Amatas pamatskola,64.46%,LAT9
Amatas novads,Sērmūkšu pamatskola,59.70%,LAT9
Amatas novads,Skujenes pamatskola,65.57%,LAT9
Amatas novads,Zaubes pamatskola,63.18%,LAT9
Amatas novads,Nītaures vidusskola,63.82%,LAT9
Amatas novads,Drabešu internātpamatskola,51.57%,LAT9
Apes novads,Sikšņu pamatskola (Apes novads),58.55%,LAT9
Apes novads,Trapenes pamatskola,42.42%,LAT9
Apes novads,Dāvja Ozoliņa Apes vidusskola,69.09%,LAT9
Apes novads,Ojāra Vācieša Gaujienas vidusskola,67.47%,LAT9
Apes novads,Gaujienas internātpamatskola,61.59%,LAT9
Auces novads,Auces vidusskola,62.09%,LAT9
Auces novads,Bēnes vidusskola,66.84%,LAT9
Ādažu novads,Privātā vidusskola Ādažu Brīvā Valdorfa skola,69.39%,LAT9
Ādažu novads,Ādažu vidusskola,67.44%,LAT9
Babītes novads,Babītes vidusskola,67.22%,LAT9
Baldones novads,Baldones Mūzikas pamatskola,78.31%,LAT9
Baldones novads,Baldones vidusskola,60.91%,LAT9
Baltinavas novads,Baltinavas vidusskola,75.64%,LAT9
Balvu novads,Briežuciema pamatskola,69.66%,LAT9
Balvu novads,Stacijas pamatskola,56.82%,LAT9
Balvu novads,Balvu Amatniecības vidusskola,53.23%,LAT9
Balvu novads,Bērzpils vidusskola,66.82%,LAT9
Balvu novads,Tilžas vidusskola,69.34%,LAT9
Balvu novads,Tilžas vidusskolas Vectilžas filiāle,67.27%,LAT9
Balvu novads,Balvu Valsts ģimnāzija,71.84%,LAT9
Balvu novads,Tilžas internātpamatskola,59.39%,LAT9
Bauskas novads,Bauskas pilsētas pamatskola,70.83%,LAT9
Bauskas novads,Codes pamatskola,67.69%,LAT9
Bauskas novads,Griķu pamatskola,51.36%,LAT9
Bauskas novads,Jaunsaules pamatskola,71.17%,LAT9
Bauskas novads,Mežgaļu pamatskola,75.34%,LAT9
Bauskas novads,Mežotnes pamatskola,57.60%,LAT9
Bauskas novads,Ozolaines pamatskola,76.67%,LAT9
Bauskas novads,Vecsaules pamatskola,74.79%,LAT9
Bauskas novads,Bauskas 2. vidusskola,60.41%,LAT9
Bauskas novads,Īslīces vidusskola,65.76%,LAT9
Bauskas novads,Uzvaras vidusskola,69.45%,LAT9
Bauskas novads,Bauskas Valsts ģimnāzija,70.91%,LAT9
Bauskas novads,Mežotnes internātvidusskola,57.36%,LAT9
Beverīnas novads,J. Endzelīna Kauguru pamatskola,60.36%,LAT9
Beverīnas novads,Trikātas pamatskola,77.27%,LAT9
Brocēnu novads,Blīdenes pamatskola,62.23%,LAT9
Brocēnu novads,Gaiķu pamatskola,58.18%,LAT9
Brocēnu novads,Remtes pamatskola,65.15%,LAT9
Brocēnu novads,Brocēnu vidusskola,59.59%,LAT9
Burtnieku novads,Ēveles pamatskola,52.84%,LAT9
Burtnieku novads,Matīšu pamatskola,62.39%,LAT9
Burtnieku novads,Rencēnu pamatskola,60.61%,LAT9
Burtnieku novads,Burtnieku Ausekļa vidusskola,65.58%,LAT9
Cesvaines novads,Cesvaines vidusskola,69.55%,LAT9
Cesvaines novads,Cesvaines internātpamatskola,57.79%,LAT9
Cēsu novads,Cēsu 1. pamatskola,60.94%,LAT9
Cēsu novads,Cēsu 2. pamatskola,67.39%,LAT9
Cēsu novads,Cēsu pilsētas pamatskola,60.55%,LAT9
Cēsu novads,Līvu pamatskola,65.45%,LAT9
Cēsu novads,Rāmuļu pamatskola,66.49%,LAT9
Cēsu novads,Cēsu 2. vidusskola,52.08%,LAT9
