Novads,Skola,Kopvērtējums,Priekšmets
Amatas novads,Drabešu internātpamatskola,47.57%,ANG9
Apes novads,Sikšņu pamatskola (Apes novads),66.33%,ANG9
Apes novads,Trapenes pamatskola,45.00%,ANG9
Apes novads,Dāvja Ozoliņa Apes vidusskola,72.80%,ANG9
Apes novads,Ojāra Vācieša Gaujienas vidusskola,75.75%,ANG9
Apes novads,Gaujienas internātpamatskola,37.00%,ANG9
Auces novads,Auces vidusskola,67.04%,ANG9
Auces novads,Bēnes vidusskola,65.75%,ANG9
Ādažu novads,Privātā vidusskola Ādažu Brīvā Valdorfa skola,78.07%,ANG9
Ādažu novads,Ādažu vidusskola,74.85%,ANG9
Babītes novads,Babītes vidusskola,70.73%,ANG9
Baldones novads,Baldones Mūzikas pamatskola,82.50%,ANG9
Baldones novads,Baldones vidusskola,69.08%,ANG9
Baltinavas novads,Baltinavas vidusskola,65.00%,ANG9
Balvu novads,Briežuciema pamatskola,70.33%,ANG9
Balvu novads,Stacijas pamatskola,47.00%,ANG9
Balvu novads,Balvu pamatskola,56.20%,ANG9
Balvu novads,Balvu Amatniecības vidusskola,64.75%,ANG9
Balvu novads,Bērzpils vidusskola,59.00%,ANG9
Balvu novads,Tilžas vidusskola,64.55%,ANG9
Balvu novads,Tilžas vidusskolas Vectilžas filiāle,62.00%,ANG9
Balvu novads,Balvu Valsts ģimnāzija,67.89%,ANG9
Balvu novads,Tilžas internātpamatskola,83.00%,ANG9
Bauskas novads,Bauskas pilsētas pamatskola,81.89%,ANG9
Bauskas novads,Codes pamatskola,63.92%,ANG9
Bauskas novads,Griķu pamatskola,42.00%,ANG9
Bauskas novads,Jaunsaules pamatskola,59.00%,ANG9
Bauskas novads,Mežgaļu pamatskola,63.86%,ANG9
Bauskas novads,Mežotnes pamatskola,55.67%,ANG9
Bauskas novads,Ozolaines pamatskola,83.00%,ANG9
Bauskas novads,Vecsaules pamatskola,82.40%,ANG9
Bauskas novads,Bauskas 2. vidusskola,59.15%,ANG9
Bauskas novads,Īslīces vidusskola,61.31%,ANG9
Bauskas novads,Uzvaras vidusskola,77.19%,ANG9
Bauskas novads,Bauskas Valsts ģimnāzija,74.41%,ANG9
Bauskas novads,Mežotnes internātvidusskola,51.25%,ANG9
Beverīnas novads,J. Endzelīna Kauguru pamatskola,63.33%,ANG9
Beverīnas novads,Trikātas pamatskola,69.67%,ANG9
Brocēnu novads,Blīdenes pamatskola,65.73%,ANG9
Brocēnu novads,Gaiķu pamatskola,60.00%,ANG9
Brocēnu novads,Remtes pamatskola,69.50%,ANG9
Brocēnu novads,Brocēnu vidusskola,61.05%,ANG9
Burtnieku novads,Ēveles pamatskola,61.60%,ANG9
Burtnieku novads,Matīšu pamatskola,56.75%,ANG9
Burtnieku novads,Rencēnu pamatskola,49.33%,ANG9
Burtnieku novads,Burtnieku Ausekļa vidusskola,69.86%,ANG9
Carnikavas novads,Carnikavas pamatskola,74.60%,ANG9
Cesvaines novads,Cesvaines vidusskola,64.00%,ANG9
Cesvaines novads,Cesvaines internātpamatskola,43.83%,ANG9
Cēsu novads,Cēsu 1. pamatskola,72.60%,ANG9
Cēsu novads,Cēsu 2. pamatskola,58.29%,ANG9
Cēsu novads,Cēsu pilsētas pamatskola,65.58%,ANG9
Cēsu novads,Līvu pamatskola,59.00%,ANG9
Cēsu novads,Rāmuļu pamatskola,58.57%,ANG9
Cēsu novads,Cēsu 2. vidusskola,68.00%,ANG9
Cēsu novads,Cēsu 2. vakara (maiņu) vidusskola,40.00%,ANG9
Cēsu novads,Cēsu Valsts ģimnāzija,85.18%,ANG9
Cēsu novads,Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija,80.63%,ANG9
Cēsu novads,Cēsu internātpamatskola - rehabilitācijas centrs,46.00%,ANG9
Ciblas novads,Pušmucovas pamatskola,77.40%,ANG9
Ciblas novads,Ciblas vidusskola,63.67%,ANG9
Dagdas novads,Andrupenes pamatskola,69.00%,ANG9
Dagdas novads,Dagdas vidusskola,60.63%,ANG9
Dagdas novads,Ezernieku vidusskola,92.00%,ANG9
Daugavpils novads,Kalupes pamatskola,61.00%,ANG9
Daugavpils novads,Medumu pamatskola,76.00%,ANG9
Daugavpils novads,Naujenes pamatskola,73.75%,ANG9
Daugavpils novads,Nīcgales pamatskola,69.25%,ANG9
Daugavpils novads,Biķernieku pamatskola,53.14%,ANG9
Daugavpils novads,Birznieku pamatskola,47.00%,ANG9
Daugavpils novads,Randenes pamatskola,46.80%,ANG9
Daugavpils novads,Tabores pamatskola,59.00%,ANG9
Daugavpils novads,Lāču pamatskola,47.00%,ANG9
Daugavpils novads,Silenes pamatskola,50.57%,ANG9
Daugavpils novads,Vaboles vidusskola,62.00%,ANG9
Daugavpils novads,Zemgales vidusskola (Daugavpils novads),57.90%,ANG9
Daugavpils novads,Salienas vidusskola,52.00%,ANG9
Daugavpils novads,Špoģu vidusskola,66.41%,ANG9
Daugavpils pilsēta,Daugavpils Vienības pamatskola,70.55%,ANG9
Daugavpils pilsēta,Daugavpils 11. pamatskola,32.85%,ANG9
Daugavpils pilsēta,Daugavpils Saskaņas pamatskola,69.50%,ANG9
Daugavpils pilsēta,Daugavpils 12. vidusskola,73.25%,ANG9
Daugavpils pilsēta,Daugavpils 10. vidusskola,62.20%,ANG9
Daugavpils pilsēta,Daugavpils 15. vidusskola,54.97%,ANG9
Daugavpils pilsēta,Daugavpils 3. vidusskola,69.02%,ANG9
Daugavpils pilsēta,J. Raiņa Daugavpils 6. vidusskola,48.85%,ANG9
Daugavpils pilsēta,Daugavpils Centra vidusskola,55.31%,ANG9
Daugavpils pilsēta,Daugavpils 13. vidusskola,62.00%,ANG9
Daugavpils pilsēta,Daugavpils 16. vidusskola,54.12%,ANG9
Daugavpils pilsēta,Daugavpils 17. vidusskola,49.23%,ANG9
Daugavpils pilsēta,Daugavpils 9. vidusskola,67.67%,ANG9
Daugavpils pilsēta,Daugavpils Krievu vidusskola - licejs,80.84%,ANG9
Daugavpils pilsēta,J.Pilsudska Daugavpils valsts poļu ģimnāzija,66.10%,ANG9
Daugavpils pilsēta,Daugavpils Valsts ģimnāzija,74.79%,ANG9
Daugavpils pilsēta,Daugavpils Celtnieku profesionālā vidusskola,44.00%,ANG9
Daugavpils pilsēta,Daugavpils Mūzikas vidusskola,47.30%,ANG9
Daugavpils pilsēta,Daugavpils Profesionālā vidusskola,29.50%,ANG9
Daugavpils pilsēta,Daugavpils logopēdiskā internātpamatskola - attīstības centrs,52.00%,ANG9
Dobeles novads,Dobeles Kristīgā pamatskola,51.13%,ANG9
Dobeles novads,Annenieku pamatskola,49.50%,ANG9
Dobeles novads,Bikstu pamatskola,75.25%,ANG9
Dobeles novads,Gardenes pamatskola,39.00%,ANG9
Dobeles novads,Mežinieku pamatskola,57.00%,ANG9
Dobeles novads,Naudītes pamatskola,64.00%,ANG9
Dobeles novads,Penkules pamatskola,61.00%,ANG9
Dobeles novads,Dobeles 1. vidusskola,53.34%,ANG9
Dobeles novads,Dobeles Valsts ģimnāzija,71.97%,ANG9
Dobeles novads,Dobeles Amatniecības un vispārizglītojošā vidusskola,70.50%,ANG9
Dundagas novads,Kolkas pamatskola,60.40%,ANG9
Dundagas novads,Dundagas vidusskola,66.10%,ANG9
Durbes novads,A. Spāģa Dunalkas pamatskola,53.13%,ANG9
Durbes novads,Ata Kronvalda Durbes vidusskola,62.06%,ANG9
Engures novads,Lapmežciema pamatskola,68.60%,ANG9
Engures novads,Smārdes pamatskola,58.50%,ANG9
Engures novads,Engures vidusskola,63.39%,ANG9
Ērgļu novads,Jāņa Zālīša Sausnējas pamatskola,73.25%,ANG9
Ērgļu novads,Ērgļu vidusskola,59.06%,ANG9
Ērgļu novads,Ērgļu Profesionālā vidusskola,42.83%,ANG9
Garkalnes novads,Garkalnes Mākslu un vispārizglītojošā vidusskola,84.50%,ANG9
Garkalnes novads,Berģu Mūzikas un mākslas pamatskola,73.75%,ANG9
Grobiņas novads,Bārtas pamatskola,51.40%,ANG9
Grobiņas novads,Gaviezes pamatskola,79.67%,ANG9
Grobiņas novads,Kapsēdes pamatskola,62.44%,ANG9
Grobiņas novads,Grobiņas pamatskola,57.67%,ANG9
Grobiņas novads,Grobiņas ģimnāzija,69.56%,ANG9
Gulbenes novads,Daukstes pamatskola,65.50%,ANG9
Gulbenes novads,Druvienas pamatskola,70.11%,ANG9
Gulbenes novads,Galgauskas pamatskola,66.00%,ANG9
Gulbenes novads,K. Valdemāra pamatskola,56.40%,ANG9
Gulbenes novads,Litenes pamatskola,66.40%,ANG9
Gulbenes novads,Rankas pamatskola,56.25%,ANG9
Gulbenes novads,Stāķu pamatskola,66.88%,ANG9
Gulbenes novads,Stāmerienas pamatskola,75.00%,ANG9
Gulbenes novads,Gulbenes 2. vidusskola,58.91%,ANG9
Gulbenes novads,Gulbenes vidusskola,75.80%,ANG9
Gulbenes novads,Gulbīša vidusskola,38.25%,ANG9
Gulbenes novads,Lejasciema vidusskola,51.56%,ANG9
Gulbenes novads,Lizuma vidusskola,69.90%,ANG9
Gulbenes novads,Gulbenes Vakara (maiņu) vidusskola,51.00%,ANG9
Gulbenes novads,Gulbenes novada valsts ģimnāzija,80.48%,ANG9
Gulbenes novads,Rankas Profesionālā vidusskola,37.88%,ANG9
Iecavas novads,Dzimtmisas pamatskola,64.67%,ANG9
Iecavas novads,Iecavas vidusskola,73.85%,ANG9
Iecavas novads,Iecavas internātpamatskola,46.33%,ANG9
Ikšķiles novads,Ikšķiles vidusskola,74.06%,ANG9
Ilūkstes novads,Ilūkstes 1. vidusskola,69.75%,ANG9
Ilūkstes novads,Bebrenes vidusskola,74.50%,ANG9
Ilūkstes novads,Ilūkstes Sadraudzības vidusskola,49.50%,ANG9
Inčukalna novads,Inčukalna pamatskola,75.86%,ANG9
Inčukalna novads,Vangažu vidusskola,60.65%,ANG9
Jaunjelgavas novads,Daudzeses pamatskola,53.40%,ANG9
Jaunjelgavas novads,Seces pagasta pamatskola,46.56%,ANG9
Jaunjelgavas novads,Sunākstes pamatskola,65.60%,ANG9
Jaunjelgavas novads,Jaunjelgavas vidusskola,63.40%,ANG9
Jaunpiebalgas novads,Jaunpiebalgas vidusskola,60.27%,ANG9
Jaunpils novads,Jaunpils vidusskola,68.38%,ANG9
Jelgavas novads,Platones pamatskola,66.43%,ANG9
Jelgavas novads,Aizupes pamatskola,55.17%,ANG9
Jelgavas novads,Sesavas pamatskola,62.09%,ANG9
Jelgavas novads,Svētes pamatskola,53.80%,ANG9
Jelgavas novads,Šķibes pamatskola,45.20%,ANG9
Jelgavas novads,Vilces pamatskola,72.75%,ANG9
Jelgavas novads,Zaļenieku pamatskola,69.64%,ANG9
Jelgavas novads,Kalnciema pagasta vidusskola,58.71%,ANG9
Jelgavas novads,Elejas vidusskola,60.33%,ANG9
Jelgavas novads,Kalnciema vidusskola,61.67%,ANG9
Jelgavas novads,Līvbērzes vidusskola,73.00%,ANG9
Jelgavas novads,Staļģenes vidusskola,70.20%,ANG9
Jelgavas novads,Vircavas vidusskola,71.00%,ANG9
Jelgavas novads,Jelgavas novada Neklātienes vidusskolas Svētes konsult. punkts,39.00%,ANG9
Jelgavas novads,Zaļenieku komerciālā un amatniecības vidusskola,37.00%,ANG9
Jelgavas pilsēta,Jelgavas 2. pamatskola,63.39%,ANG9
Jelgavas pilsēta,Jelgavas Vakara (maiņu) vidusskola Jelgavas cietums,14.00%,ANG9
Jelgavas pilsēta,Jelgavas Tehnoloģiju vidusskola,63.13%,ANG9
Jelgavas pilsēta,Jelgavas 4. vidusskola,68.13%,ANG9
Jelgavas pilsēta,Jelgavas 5. vidusskola,62.06%,ANG9
Jelgavas pilsēta,Jelgavas 6. vidusskola,65.33%,ANG9
Jelgavas pilsēta,Jelgavas Vakara (maiņu) vidusskola,56.00%,ANG9
Jelgavas pilsēta,Jelgavas Spīdolas ģimnāzija,78.62%,ANG9
Jelgavas pilsēta,Jelgavas Valsts ģimnāzija,71.54%,ANG9
Jelgavas pilsēta,Jelgavas Amatu vidusskola,54.75%,ANG9
Jelgavas pilsēta,Jelgavas 1. internātpamatskola,72.00%,ANG9
Jēkabpils novads,Ābeļu pamatskola,59.00%,ANG9
Jēkabpils novads,Bērzgala pamatskola,68.33%,ANG9
Jēkabpils novads,Dignājas pamatskola,73.00%,ANG9
Jēkabpils novads,Dunavas pamatskola,49.00%,ANG9
Jēkabpils novads,Rubeņu pamatskola,66.38%,ANG9
Jēkabpils novads,Zasas vidusskola,56.33%,ANG9
Jēkabpils pilsēta,Jēkabpils 3. vidusskola,68.30%,ANG9
Jēkabpils pilsēta,Jēkabpils 2. vidusskola,51.71%,ANG9
Jēkabpils pilsēta,Jēkabpils Valsts ģimnāzija,74.39%,ANG9
Jūrmalas pilsēta,Jūrmalas Alternatīvā skola,88.12%,ANG9
Jūrmalas pilsēta,Slokas pamatskola,57.09%,ANG9
Jūrmalas pilsēta,Vaivaru pamatskola,63.83%,ANG9
Jūrmalas pilsēta,Jūrmalas pilsētas Lielupes vidusskola,60.36%,ANG9
Jūrmalas pilsēta,Ķemeru vidusskola,69.00%,ANG9
Jūrmalas pilsēta,Pumpuru vidusskola,69.73%,ANG9
Jūrmalas pilsēta,Majoru vidusskola,77.04%,ANG9
Jūrmalas pilsēta,Jūrmalas pilsētas Kauguru vidusskola,58.76%,ANG9
Jūrmalas pilsēta,Jūrmalas pilsētas Mežmalas vidusskola,63.39%,ANG9
Jūrmalas pilsēta,Jūrmalas pilsētas Jaundubultu vidusskola,56.67%,ANG9
Jūrmalas pilsēta,Jūrmalas vakara vidusskola,67.78%,ANG9
Jūrmalas pilsēta,Murjāņu sporta ģimnāzija Jūrmalas filiāle,51.90%,ANG9
Jūrmalas pilsēta,Jūrmalas Valsts ģimnāzija,77.03%,ANG9
Kandavas novads,Cēres pamatskola,47.43%,ANG9
Kandavas novads,Kandavas novada Zantes pamatskola,69.40%,ANG9
Kandavas novads,Vānes pamatskola,69.17%,ANG9
Kandavas novads,Zemītes pamatskola,58.22%,ANG9
Kandavas novads,Kandavas Kārļa Mīlenbaha vidusskola,61.25%,ANG9
Kandavas novads,Kandavas internātvidusskola,70.29%,ANG9
Kārsavas novads,Mērdzenes pamatskola,86.00%,ANG9
Kārsavas novads,Mežvidu pamatskola (Kārsavas novads),74.00%,ANG9
Kārsavas novads,Kārsavas vidusskola,76.30%,ANG9
Kokneses novads,Bebru pamatskola,83.17%,ANG9
Kokneses novads,Pērses pamatskola,53.67%,ANG9
Kokneses novads,Ilmāra Gaiša Kokneses vidusskola,65.55%,ANG9
Kokneses novads,Vecbebru Profesionālā un vispārizglītojošā internātvidusskola,50.22%,ANG9
Krāslavas novads,Krāslavas pamatskola,81.50%,ANG9
Krāslavas novads,Aulejas pamatskola,64.00%,ANG9
Krāslavas novads,Izvaltas pamatskola,69.00%,ANG9
Krāslavas novads,Kalniešu pamatskola,47.83%,ANG9
Krāslavas novads,Krāslavas gr. Plāteru v.n. Poļu pamatskola,64.00%,ANG9
Krāslavas novads,Indras vidusskola,33.00%,ANG9
Krāslavas novads,Krāslavas Varavīksnes vidusskola,55.44%,ANG9
Krāslavas novads,Krāslavas Valsts ģimnāzija,66.06%,ANG9
Krimuldas novads,Garlība Merķeļa Lēdurgas pamatskola,61.14%,ANG9
Krimuldas novads,Krimuldas vidusskola,68.14%,ANG9
Krustpils novads,Krustpils pamatskola,54.83%,ANG9
Krustpils novads,Sūnu pamatskola,85.00%,ANG9
Krustpils novads,Vīpes pamatskola,35.00%,ANG9
Krustpils novads,Brāļu Skrindu Atašienes vidusskola,67.00%,ANG9
Kuldīgas novads,Kuldīgas pamatskola,64.69%,ANG9
Kuldīgas novads,Ēdoles pamatskola,47.67%,ANG9
Kuldīgas novads,Laidu pamatskola,53.60%,ANG9
Kuldīgas novads,Turlavas pamatskola,55.60%,ANG9
Kuldīgas novads,Vārmes pamatskola,59.00%,ANG9
Kuldīgas novads,Vilgāles pamatskola,48.93%,ANG9
Kuldīgas novads,Z.A. Meierovica Kabiles pamatskola,72.00%,ANG9
Kuldīgas novads,Kuldīgas 2. vidusskola,46.38%,ANG9
Kuldīgas novads,Kuldīgas Centra vidusskola,58.88%,ANG9
Kuldīgas novads,Kuldīgas Mākslas un humanitāro zinību vidusskola,72.89%,ANG9
Kuldīgas novads,V. Plūdoņa Kuldīgas ģimnāzija,67.53%,ANG9
Ķeguma novads,Birzgales pamatskola,44.67%,ANG9
Ķeguma novads,Ķeguma komercnovirziena vidusskola,71.54%,ANG9
Ķekavas novads,"Privātā pamatskola ""Gaismas tilts 97""",66.50%,ANG9
Ķekavas novads,Ķekavas vidusskola,71.88%,ANG9
Ķekavas novads,Baložu vidusskola,63.60%,ANG9
Lielvārdes novads,Lēdmanes pamatskola,52.00%,ANG9
Lielvārdes novads,Lielvārdes pamatskola,57.38%,ANG9
Lielvārdes novads,Edgara Kauliņa Lielvārdes vidusskola,74.30%,ANG9
Lielvārdes novads,Jumpravas vidusskola,69.00%,ANG9
Liepājas pilsēta,Liepājas Katoļu pamatskola,69.86%,ANG9
Liepājas pilsēta,Liepājas 3. pamatskola,52.60%,ANG9
Liepājas pilsēta,J. Čakstes Liepājas pilsētas 10. vidusskola,72.13%,ANG9
Liepājas pilsēta,Liepājas 15. vidusskola,69.57%,ANG9
Liepājas pilsēta,Liepājas Raiņa 6. vidusskola,67.07%,ANG9
Liepājas pilsēta,Liepājas 7. vidusskola,53.96%,ANG9
Liepājas pilsēta,Liepājas A. Puškina 2. vidusskola,59.00%,ANG9
Liepājas pilsēta,Liepājas pilsētas 12. vidusskola,54.45%,ANG9
Liepājas pilsēta,Liepājas 8. vidusskola,70.57%,ANG9
Liepājas pilsēta,Liepājas Valsts 1. ģimnāzija,77.59%,ANG9
Liepājas pilsēta,"Profesionālās izglītības kompetences centrs ""Liepājas Valsts tehnikums""",49.70%,ANG9
Liepājas pilsēta,Liepājas internātpamatskola,44.67%,ANG9
Limbažu novads,Baumaņu Kārļa Viļķenes pamatskola,63.88%,ANG9
Limbažu novads,Lādezera pamatskola,72.40%,ANG9
Limbažu novads,Pāles pamatskola,55.00%,ANG9
Limbažu novads,Umurgas pamatskola,68.33%,ANG9
Limbažu novads,Vidrižu pamatskola,62.00%,ANG9
Limbažu novads,Limbažu 3. vidusskola,67.00%,ANG9
Limbažu novads,Limbažu 3. vidusskolas struktūrvienība,83.00%,ANG9
Limbažu novads,Limbažu novada ģimnāzija,67.37%,ANG9
Līgatnes novads,Līgatnes novada vidusskola,73.64%,ANG9
Līvānu novads,Jaunsilavas pamatskola,80.60%,ANG9
Līvānu novads,Jersikas pamatskola,79.00%,ANG9
Līvānu novads,Rožupes pamatskola,81.67%,ANG9
Līvānu novads,Līvānu 1. vidusskola,71.36%,ANG9
Līvānu novads,Rudzātu vidusskola,64.00%,ANG9
Līvānu novads,Līvānu 2. vidusskola,45.59%,ANG9
Līvānu novads,Līvānu novada Vakara (maiņu) vidusskola,50.00%,ANG9
Lubānas novads,Meirānu Kalpaka pamatskola,31.50%,ANG9
Lubānas novads,Lubānas vidusskola,61.83%,ANG9
Ludzas novads,Pildas pamatskola,52.50%,ANG9
Ludzas novads,Ludzas 2. vidusskola,50.93%,ANG9
Ludzas novads,Istras vidusskola,38.00%,ANG9
Ludzas novads,Ludzas novada vakara vidusskola,66.00%,ANG9
Ludzas novads,Ludzas pilsētas ģimnāzija,75.15%,ANG9
Madonas novads,Barkavas pamatskola,67.33%,ANG9
Madonas novads,Bērzaunes pamatskola,55.33%,ANG9
Madonas novads,Degumnieku pamatskola,40.43%,ANG9
Madonas novads,Dzelzavas pamatskola,56.00%,ANG9
Madonas novads,Kalsnavas pamatskola,57.38%,ANG9
Madonas novads,Kristiāna Dāvida pamatskola,62.00%,ANG9
Madonas novads,Kusas pamatskola,61.80%,ANG9
Madonas novads,Lazdonas pamatskola,47.80%,ANG9
Madonas novads,Liezēres pamatskola,53.67%,ANG9
Madonas novads,Mārcienas pamatskola,55.00%,ANG9
Madonas novads,Mētrienas pamatskola,56.00%,ANG9
Madonas novads,Praulienas pamatskola,50.60%,ANG9
Madonas novads,Sarkaņu pamatskola,79.75%,ANG9
Madonas novads,Vestienas pamatskola,56.80%,ANG9
Madonas novads,Madonas pilsētas 1. vidusskola,67.29%,ANG9
Madonas novads,Madonas pilsētas 2. vidusskola,59.90%,ANG9
Madonas novads,Andreja Eglīša Ļaudonas vidusskola,61.00%,ANG9
Madonas novads,Madonas Vakara un neklātienes vidusskola,49.17%,ANG9
Madonas novads,Madonas Valsts ģimnāzija,83.67%,ANG9
Mazsalacas novads,Mazsalacas vidusskola,69.80%,ANG9
Mālpils novads,Sidgundas pamatskola,69.00%,ANG9
Mālpils novads,Mālpils novada vidusskola,82.07%,ANG9
Mālpils novads,Mālpils internātpamatskola,68.67%,ANG9
Mārupes novads,Mārupes pamatskola,55.33%,ANG9
Mārupes novads,Mārupes vidusskola,75.41%,ANG9
Naukšēnu novads,Naukšēnu novada vidusskola,59.22%,ANG9
Naukšēnu novads,"Sociālās korekcijas izglītības iestāde ""Naukšēni""",34.00%,ANG9
Neretas novads,Mazzalves pamatskola,62.33%,ANG9
Neretas novads,Sproģu pamatskola,71.75%,ANG9
Neretas novads,Neretas Jāņa Jaunsudrabiņa vidusskola,71.36%,ANG9
Nīcas novads,Rudes pamatskola,86.25%,ANG9
Nīcas novads,Nīcas vidusskola,62.41%,ANG9
Ogres novads,Ķeipenes pamatskola,69.20%,ANG9
Ogres novads,Ogresgala pamatskola,51.00%,ANG9
Ogres novads,Taurupes pamatskola,58.33%,ANG9
Ogres novads,Ogres 1. vidusskola,75.38%,ANG9
Ogres novads,Madlienas vidusskola,68.58%,ANG9
Ogres novads,Mazozolu filiāle,50.50%,ANG9
Ogres novads,Meņģeles filiāle,54.60%,ANG9
Ogres novads,Suntažu vidusskola,66.25%,ANG9
Ogres novads,OGRES 1.VIDUSSKOLAS VAKARA UN NEKLĀTIENES NODAĻA,47.33%,ANG9
Ogres novads,Ogres Valsts ģimnāzija,78.49%,ANG9
Ogres novads,Suntažu internātpamatskola - rehabilitācijas centrs,34.33%,ANG9
Olaines novads,Olaines 1. vidusskola,70.55%,ANG9
Olaines novads,Olaines 2. vidusskola,52.13%,ANG9
Ozolnieku novads,Garozas pamatskola,77.50%,ANG9
Ozolnieku novads,Salgales pamatskola,68.50%,ANG9
Ozolnieku novads,Teteles pamatskola,66.91%,ANG9
Ozolnieku novads,Ozolnieku vidusskola,67.27%,ANG9
Pārgaujas novads,Straupes pamatskola,75.33%,ANG9
Pārgaujas novads,Stalbes vidusskola,47.11%,ANG9
Pāvilostas novads,Vērgales pamatskola,78.29%,ANG9
Pāvilostas novads,Pāvilostas vidusskola,61.29%,ANG9
Pļaviņu novads,Pļaviņu novada ģimnāzija,64.77%,ANG9
Preiļu novads,Preiļu 1. pamatskola,77.32%,ANG9
Preiļu novads,Pelēču pamatskola,64.33%,ANG9
Preiļu novads,Priekuļu pamatskola,69.50%,ANG9
Preiļu novads,Salas pamatskola,81.00%,ANG9
Preiļu novads,Preiļu 2. vidusskola,52.42%,ANG9
Preiļu novads,Preiļu novada Vakara (maiņu) un neklātienes vidusskola,43.00%,ANG9
Priekules novads,Gramzdas pamatskola,44.50%,ANG9
Priekules novads,Kalētu pamatskola,43.50%,ANG9
Priekules novads,Krotes Kronvalda Ata pamatskola,66.14%,ANG9
Priekules novads,Virgas pamatskola,61.00%,ANG9
Priekules novads,Priekules vidusskola,64.29%,ANG9
Priekuļu novads,Liepas pamatskola,78.00%,ANG9
Priekuļu novads,Mārsnēnu pamatskola,72.86%,ANG9
Priekuļu novads,Priekuļu vidusskola,68.75%,ANG9
Raunas novads,"Biedrības ""Tautskola 99 Baltie zirgi"" pamatskola",81.50%,ANG9
Raunas novads,Drustu pamatskola,80.00%,ANG9
Raunas novads,Raunas vidusskola,58.87%,ANG9
Rēzeknes novads,Rikavas pamatskola,58.33%,ANG9
Rēzeknes novads,Bērzgales pamatskola,66.50%,ANG9
Rēzeknes novads,Feimaņu pamatskola,61.50%,ANG9
Rēzeknes novads,Gaigalavas pamatskola,59.20%,ANG9
Rēzeknes novads,Kalnezeru Katoļu pamatskola,81.67%,ANG9
Rēzeknes novads,Rēznas pamatskola,47.00%,ANG9
Rēzeknes novads,Verēmu pamatskola,58.00%,ANG9
Rēzeknes novads,Audriņu pamatskola,42.67%,ANG9
Rēzeknes novads,Zarečnajas pamatskola,38.67%,ANG9
Rēzeknes novads,Sakstagala Jāņa Klīdzēja pamatskola,47.86%,ANG9
Rēzeknes novads,Dricānu vidusskola,84.50%,ANG9
Rēzeknes novads,Maltas 1. vidusskola,62.00%,ANG9
Rēzeknes novads,Nautrēnu vidusskola,73.63%,ANG9
Rēzeknes novads,Liepu pamatskola,53.56%,ANG9
Rēzeknes novads,Tiskādu vidusskola,49.74%,ANG9
Rēzeknes novads,Kaunatas vidusskola,59.70%,ANG9
Rēzeknes novads,Kruķu pamatskola,47.75%,ANG9
Rēzeknes novads,Maltas 2. vidusskola,61.40%,ANG9
Rēzeknes pilsēta,Rēzeknes 1. vidusskola,80.15%,ANG9
