Novads,Skola,Kopvērtējums,Priekšmets
Brocēnu novads,Remtes pamatskola,61.00%,ANG9
Brocēnu novads,Brocēnu vidusskola,67.32%,ANG9
Burtnieku novads,Ēveles pamatskola,60.83%,ANG9
Burtnieku novads,Matīšu pamatskola,53.00%,ANG9
Burtnieku novads,Rencēnu pamatskola,69.36%,ANG9
Burtnieku novads,Burtnieku Ausekļa vidusskola,52.00%,ANG9
Carnikavas novads,Carnikavas pamatskola,66.89%,ANG9
Cesvaines novads,Cesvaines vidusskola,69.09%,ANG9
Cesvaines novads,Cesvaines internātpamatskola,45.67%,ANG9
Cēsu novads,Cēsu 1. pamatskola,62.91%,ANG9
Cēsu novads,Cēsu 2. pamatskola,59.59%,ANG9
Cēsu novads,Cēsu pilsētas pamatskola,59.45%,ANG9
Cēsu novads,Līvu pamatskola,60.00%,ANG9
Cēsu novads,Rāmuļu pamatskola,68.67%,ANG9
Cēsu novads,Cēsu 2. vidusskola,44.33%,ANG9
Cēsu novads,Cēsu 2. vakara (maiņu) vidusskola,56.00%,ANG9
Cēsu novads,Cēsu Valsts ģimnāzija,76.39%,ANG9
Cēsu novads,Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija,76.62%,ANG9
Ciblas novads,Pušmucovas pamatskola,77.60%,ANG9
Dagdas novads,Andrupenes pamatskola,70.00%,ANG9
Dagdas novads,Dagdas vidusskola,69.43%,ANG9
Daugavpils novads,Naujenes pamatskola,77.00%,ANG9
Daugavpils novads,Nīcgales pamatskola,54.00%,ANG9
Daugavpils novads,Biķernieku pamatskola,52.43%,ANG9
Daugavpils novads,Birznieku pamatskola,44.00%,ANG9
Daugavpils novads,Randenes pamatskola,60.57%,ANG9
Daugavpils novads,Tabores pamatskola,53.20%,ANG9
Daugavpils novads,Kalupes pamatskola,78.50%,ANG9
Daugavpils novads,Lāču pamatskola,45.82%,ANG9
Daugavpils novads,Vaboles vidusskola,52.67%,ANG9
Daugavpils novads,Zemgales vidusskola (Daugavpils nov.),52.20%,ANG9
Daugavpils pilsēta,Daugavpils Vienības pamatskola,67.36%,ANG9
Daugavpils pilsēta,Daugavpils 11. pamatskola,40.24%,ANG9
Daugavpils pilsēta,Daugavpils Saskaņas pamatskola,70.27%,ANG9
Daugavpils pilsēta,Daugavpils 12. vidusskola,71.69%,ANG9
Daugavpils pilsēta,Daugavpils 10. vidusskola,57.89%,ANG9
Daugavpils pilsēta,Daugavpils 15. vidusskola,55.35%,ANG9
Daugavpils pilsēta,Daugavpils Krievu vidusskola - licejs,79.25%,ANG9
Daugavpils pilsēta,J. Raiņa Daugavpils 6. vidusskola,53.23%,ANG9
Daugavpils pilsēta,Daugavpils Centra vidusskola,61.91%,ANG9
Daugavpils pilsēta,Daugavpils 13. vidusskola,62.10%,ANG9
Daugavpils pilsēta,Daugavpils 16. vidusskola,61.28%,ANG9
Daugavpils pilsēta,Daugavpils 17. vidusskola,43.43%,ANG9
Daugavpils pilsēta,Daugavpils 3. vidusskola,69.25%,ANG9
Daugavpils pilsēta,Daugavpils 9. vidusskola,63.88%,ANG9
Daugavpils pilsēta,J.Pilsudska Daugavpils valsts poļu ģimnāzija,63.69%,ANG9
Daugavpils pilsēta,Daugavpils Valsts ģimnāzija,71.50%,ANG9
Daugavpils pilsēta,Daugavpils Celtnieku profesionālā vidusskola,33.79%,ANG9
Daugavpils pilsēta,Daugavpils Mūzikas vidusskola,60.40%,ANG9
Daugavpils pilsēta,Daugavpils Valsts tehnikums,42.33%,ANG9
Daugavpils pilsēta,Daugavpils logopēdiskā internātpamatskola - attīstības centrs,57.44%,ANG9
Dobeles novads,Dobeles Kristīgā pamatskola,61.33%,ANG9
Dobeles novads,Bikstu pamatskola,66.83%,ANG9
Dobeles novads,Gardenes pamatskola,62.00%,ANG9
Dobeles novads,Mežinieku pamatskola,56.86%,ANG9
Dobeles novads,Penkules pamatskola,61.29%,ANG9
Dobeles novads,Annenieku pamatskola,51.50%,ANG9
Dobeles novads,Lejasstrazdu pamatskola,42.00%,ANG9
Dobeles novads,Dobeles 1. vidusskola,58.84%,ANG9
Dobeles novads,Dobeles Valsts ģimnāzija,72.37%,ANG9
Dobeles novads,Dobeles Amatniecības un vispārizglītojošā vidusskola,43.50%,ANG9
Dundagas novads,Kolkas pamatskola,68.58%,ANG9
Dundagas novads,Dundagas vidusskola,67.73%,ANG9
Durbes novads,Ata Kronvalda Durbes vidusskola,68.69%,ANG9
Engures novads,Lapmežciema pamatskola,64.86%,ANG9
Engures novads,Smārdes pamatskola,62.31%,ANG9
Engures novads,Engures vidusskola,52.87%,ANG9
Ērgļu novads,Jāņa Zālīša Sausnējas pamatskola,63.67%,ANG9
Ērgļu novads,Ērgļu vidusskola,56.47%,ANG9
Garkalnes novads,Garkalnes vidusskola,70.50%,ANG9
Garkalnes novads,Berģu Mūzikas un mākslas pamatskola,64.83%,ANG9
Grobiņas novads,Bārtas pamatskola,60.33%,ANG9
Grobiņas novads,Gaviezes pamatskola,64.83%,ANG9
Grobiņas novads,Kapsēdes pamatskola,55.00%,ANG9
Grobiņas novads,Grobiņas pamatskola,61.48%,ANG9
Gulbenes novads,Daukstes pamatskola,53.57%,ANG9
Gulbenes novads,Druvienas pamatskola,79.00%,ANG9
Gulbenes novads,Galgauskas pamatskola,39.00%,ANG9
Gulbenes novads,K. Valdemāra pamatskola,55.00%,ANG9
Gulbenes novads,Litenes pamatskola,65.80%,ANG9
Gulbenes novads,Rankas pamatskola,63.00%,ANG9
Gulbenes novads,Stāķu pamatskola,51.83%,ANG9
Gulbenes novads,Stāmerienas pamatskola,69.29%,ANG9
Gulbenes novads,Tirzas pamatskola,53.78%,ANG9
Gulbenes novads,Gulbenes 2. vidusskola,65.46%,ANG9
Gulbenes novads,Gulbenes vidusskola,61.08%,ANG9
Gulbenes novads,Gulbīša vidusskola,39.57%,ANG9
Gulbenes novads,Lejasciema vidusskola,65.14%,ANG9
Gulbenes novads,Lizuma vidusskola,65.00%,ANG9
Gulbenes novads,Gulbenes Vakara (maiņu) vidusskola,78.00%,ANG9
Gulbenes novads,Gulbenes novada valsts ģimnāzija,73.48%,ANG9
Gulbenes novads,Rankas Profesionālā vidusskola,36.14%,ANG9
Iecavas novads,Dzimtmisas pamatskola,59.20%,ANG9
Iecavas novads,Iecavas vidusskola,76.07%,ANG9
Iecavas novads,Iecavas internātpamatskola,56.25%,ANG9
Ikšķiles novads,Tīnūžu pamatskola,77.21%,ANG9
Ikšķiles novads,Ikšķiles vidusskola,72.63%,ANG9
Ilūkstes novads,Ilūkstes 1. vidusskola,81.43%,ANG9
Ilūkstes novads,Bebrenes vidusskola,72.50%,ANG9
Ilūkstes novads,Ilūkstes Sadraudzības vidusskola,49.50%,ANG9
Inčukalna novads,Inčukalna pamatskola,77.83%,ANG9
Inčukalna novads,Vangažu vidusskola,65.56%,ANG9
Jaunjelgavas novads,Daudzeses pamatskola,75.33%,ANG9
Jaunjelgavas novads,Seces pagasta pamatskola,70.50%,ANG9
Jaunjelgavas novads,Jaunjelgavas vidusskola,72.00%,ANG9
Jaunpiebalgas novads,Jaunpiebalgas vidusskola,56.71%,ANG9
Jaunpils novads,Jaunpils vidusskola,58.60%,ANG9
Jelgavas novads,Platones pamatskola,69.71%,ANG9
Jelgavas novads,Aizupes pamatskola,71.46%,ANG9
Jelgavas novads,Sesavas pamatskola,50.17%,ANG9
Jelgavas novads,Svētes pamatskola,55.50%,ANG9
Jelgavas novads,Vilces pamatskola,54.40%,ANG9
Jelgavas novads,Zaļenieku pamatskola,72.45%,ANG9
Jelgavas novads,Šķibes pamatskola,57.00%,ANG9
Jelgavas novads,Elejas vidusskola,63.73%,ANG9
Jelgavas novads,Kalnciema vidusskola,78.00%,ANG9
Jelgavas novads,Līvbērzes vidusskola,66.33%,ANG9
Jelgavas novads,Staļģenes vidusskola,66.40%,ANG9
Jelgavas novads,Vircavas vidusskola,58.00%,ANG9
Jelgavas novads,Kalnciema pagasta vidusskola,49.88%,ANG9
Jelgavas novads,Jelgavas novada Neklātienes vidusskolas Zaļenieku konsult. punkts,45.50%,ANG9
Jelgavas pilsēta,Jelgavas 2. pamatskola,61.45%,ANG9
Jelgavas pilsēta,Jelgavas 4. vidusskola,70.28%,ANG9
Jelgavas pilsēta,Jelgavas 5. vidusskola,64.95%,ANG9
Jelgavas pilsēta,Jelgavas 6. vidusskola,62.63%,ANG9
Jelgavas pilsēta,Jelgavas Vakara (maiņu) vidusskola,50.20%,ANG9
Jelgavas pilsēta,Jelgavas 1. ģimnāzija,63.59%,ANG9
Jelgavas pilsēta,Jelgavas Valsts ģimnāzija,75.60%,ANG9
Jelgavas pilsēta,Jelgavas Amatu vidusskola,56.00%,ANG9
Jelgavas pilsēta,Jelgavas 1.speciālā internātpamatskola,56.00%,ANG9
Jēkabpils novads,Ābeļu pamatskola,40.67%,ANG9
Jēkabpils novads,Bērzgala pamatskola,69.50%,ANG9
Jēkabpils novads,Dignājas pamatskola,65.71%,ANG9
Jēkabpils novads,Dunavas pamatskola,36.50%,ANG9
Jēkabpils novads,Rubeņu pamatskola,64.00%,ANG9
Jēkabpils novads,Zasas vidusskola,58.88%,ANG9
Jēkabpils pilsēta,Jēkabpils 3. vidusskola,66.83%,ANG9
Jēkabpils pilsēta,Jēkabpils Valsts ģimnāzija,69.73%,ANG9
Jūrmalas pilsēta,Jūrmalas Alternatīvā skola,86.90%,ANG9
Jūrmalas pilsēta,Slokas pamatskola,68.85%,ANG9
Jūrmalas pilsēta,Vaivaru pamatskola,75.50%,ANG9
Jūrmalas pilsēta,Ķemeru vidusskola,77.50%,ANG9
Jūrmalas pilsēta,Pumpuru vidusskola,69.88%,ANG9
Jūrmalas pilsēta,Majoru vidusskola,68.73%,ANG9
Jūrmalas pilsēta,Jūrmalas pilsētas Kauguru vidusskola,55.98%,ANG9
Jūrmalas pilsēta,Jūrmalas pilsētas Mežmalas vidusskola,47.80%,ANG9
Jūrmalas pilsēta,Jūrmalas pilsētas Jaundubultu vidusskola,50.22%,ANG9
Jūrmalas pilsēta,Jūrmalas pilsētas Lielupes vidusskola,49.36%,ANG9
Jūrmalas pilsēta,Jūrmalas vakara vidusskola,45.60%,ANG9
Jūrmalas pilsēta,Murjāņu sporta ģimnāzija Jūrmalas filiāle,64.88%,ANG9
Jūrmalas pilsēta,Jūrmalas Valsts ģimnāzija,77.57%,ANG9
Kandavas novads,Cēres pamatskola,60.00%,ANG9
Kandavas novads,Kandavas novada Zantes pamatskola,33.00%,ANG9
Kandavas novads,Vānes pamatskola,41.14%,ANG9
Kandavas novads,Zemītes pamatskola,56.00%,ANG9
Kandavas novads,Kandavas Kārļa Mīlenbaha vidusskola,67.82%,ANG9
Kandavas novads,Kandavas internātvidusskola,62.22%,ANG9
Kārsavas novads,Mērdzenes pamatskola,65.50%,ANG9
Kārsavas novads,Salnavas pamatskola,70.00%,ANG9
Kārsavas novads,Kārsavas vidusskola,75.08%,ANG9
Kokneses novads,Bebru pamatskola,53.88%,ANG9
Kokneses novads,Pērses pamatskola,55.33%,ANG9
Kokneses novads,Ilmāra Gaiša Kokneses vidusskola,71.24%,ANG9
Kokneses novads,Bebru internātvidusskola,58.33%,ANG9
Krāslavas novads,Krāslavas pamatskola,65.25%,ANG9
Krāslavas novads,Izvaltas pamatskola,58.00%,ANG9
Krāslavas novads,Krāslavas gr. Plāteru v.n. Poļu pamatskola,58.71%,ANG9
Krāslavas novads,Krāslavas Varavīksnes vidusskola,53.65%,ANG9
Krāslavas novads,Krāslavas Valsts ģimnāzija,77.00%,ANG9
Krimuldas novads,Garlība Merķeļa Lēdurgas pamatskola,69.89%,ANG9
Krimuldas novads,Turaidas pamatskola,57.71%,ANG9
Krimuldas novads,Krimuldas vidusskola,67.88%,ANG9
Krustpils novads,Krustpils pamatskola,70.10%,ANG9
Krustpils novads,Liepenes pamatskola,63.00%,ANG9
Krustpils novads,Sūnu pamatskola,24.00%,ANG9
Krustpils novads,Vīpes pamatskola,57.00%,ANG9
Krustpils novads,Brāļu Skrindu Atašienes vidusskola,80.00%,ANG9
Kuldīgas novads,Kuldīgas pamatskola,69.28%,ANG9
Kuldīgas novads,Ēdoles pamatskola,65.36%,ANG9
Kuldīgas novads,Laidu pamatskola,45.25%,ANG9
Kuldīgas novads,Turlavas pamatskola,62.00%,ANG9
Kuldīgas novads,Vārmes pamatskola,51.38%,ANG9
Kuldīgas novads,Vilgāles pamatskola,48.25%,ANG9
Kuldīgas novads,Z.A. Meierovica Kabiles pamatskola,47.58%,ANG9
Kuldīgas novads,Kuldīgas Centra vidusskola,56.44%,ANG9
Kuldīgas novads,Kuldīgas Mākslas un humanitāro zinību vidusskola,69.22%,ANG9
Kuldīgas novads,V. Plūdoņa Kuldīgas ģimnāzija,65.44%,ANG9
Ķeguma novads,Birzgales pamatskola,47.33%,ANG9
Ķeguma novads,Ķeguma komercnovirziena vidusskola,73.35%,ANG9
Ķekavas novads,"Privātā pamatskola ""Gaismas tilts 97""",80.00%,ANG9
Ķekavas novads,Baložu vidusskola,68.20%,ANG9
Lielvārdes novads,Lēdmanes pamatskola,75.33%,ANG9
Lielvārdes novads,Lielvārdes pamatskola,68.69%,ANG9
Lielvārdes novads,Edgara Kauliņa Lielvārdes vidusskola,71.11%,ANG9
Lielvārdes novads,Jumpravas vidusskola,55.44%,ANG9
Liepājas pilsēta,Liepājas Katoļu pamatskola,66.40%,ANG9
Liepājas pilsēta,Liepājas 3. pamatskola,52.31%,ANG9
Liepājas pilsēta,J. Čakstes Liepājas pilsētas 10. vidusskola,64.92%,ANG9
Liepājas pilsēta,Liepājas 15. vidusskola,66.80%,ANG9
Liepājas pilsēta,Liepājas Raiņa 6. vidusskola,65.11%,ANG9
Liepājas pilsēta,Liepājas 7. vidusskola,55.75%,ANG9
Liepājas pilsēta,Liepājas A. Puškina 2. vidusskola,67.72%,ANG9
Liepājas pilsēta,Liepājas pilsētas 12. vidusskola,58.68%,ANG9
Liepājas pilsēta,Liepājas 8. vidusskola,67.42%,ANG9
Liepājas pilsēta,Liepājas vakara (maiņu) vidusskola,50.07%,ANG9
Liepājas pilsēta,Liepājas Valsts 1. ģimnāzija,78.81%,ANG9
Liepājas pilsēta,"Profesionālās izglītības kompetences centrs ""Liepājas Valsts tehnikums""",44.06%,ANG9
Liepājas pilsēta,Liepājas internātpamatskola,56.00%,ANG9
Limbažu novads,Baumaņu Kārļa Viļķenes pamatskola,65.44%,ANG9
Limbažu novads,Lādezera pamatskola,58.43%,ANG9
Limbažu novads,Pāles pamatskola,54.57%,ANG9
Limbažu novads,Umurgas pamatskola,66.75%,ANG9
Limbažu novads,Vidrižu pamatskola,47.70%,ANG9
Limbažu novads,Limbažu 3. vidusskola,68.73%,ANG9
Limbažu novads,Limbažu Jauniešu un pieaugušo vakara (maiņu) vidusskola,51.17%,ANG9
Limbažu novads,Limbažu novada ģimnāzija,73.26%,ANG9
Limbažu novads,Limbažu Profesionālā vidusskola,26.50%,ANG9
Līgatnes novads,Līgatnes novada vidusskola,63.81%,ANG9
Līvānu novads,Jaunsilavas pamatskola,70.43%,ANG9
Līvānu novads,Jersikas pamatskola,63.25%,ANG9
Līvānu novads,Rožupes pamatskola,75.00%,ANG9
Līvānu novads,Sutru pamatskola,71.67%,ANG9
Līvānu novads,Līvānu 1. vidusskola,78.41%,ANG9
Līvānu novads,Rudzātu vidusskola,73.50%,ANG9
Līvānu novads,Līvānu novada Vakara (maiņu) vidusskola,72.00%,ANG9
Lubānas novads,Meirānu Kalpaka pamatskola,50.57%,ANG9
Lubānas novads,Lubānas vidusskola,61.06%,ANG9
Ludzas novads,Nirzas pamatskola,55.33%,ANG9
Ludzas novads,Pildas pamatskola,58.50%,ANG9
Ludzas novads,Ludzas 2. vidusskola,54.11%,ANG9
Ludzas novads,Istras vidusskola,40.55%,ANG9
Ludzas novads,Ludzas pilsētas ģimnāzija,68.80%,ANG9
Madonas novads,Barkavas pamatskola,72.29%,ANG9
Madonas novads,Bērzaunes pamatskola,57.50%,ANG9
Madonas novads,Degumnieku pamatskola,61.00%,ANG9
Madonas novads,Dzelzavas pamatskola,60.83%,ANG9
Madonas novads,Kalsnavas pamatskola,62.88%,ANG9
Madonas novads,Kristiāna Dāvida pamatskola,50.67%,ANG9
Madonas novads,Kusas pamatskola,53.56%,ANG9
Madonas novads,Lazdonas pamatskola,51.50%,ANG9
Madonas novads,Liezēres pamatskola,73.33%,ANG9
Madonas novads,Mārcienas pamatskola,45.00%,ANG9
Madonas novads,Mētrienas pamatskola,73.00%,ANG9
Madonas novads,Praulienas pamatskola,59.82%,ANG9
Madonas novads,Sarkaņu pamatskola,41.00%,ANG9
Madonas novads,Vestienas pamatskola,78.67%,ANG9
Madonas novads,Madonas pilsētas 1. vidusskola,67.24%,ANG9
Madonas novads,Andreja Eglīša Ļaudonas vidusskola,67.57%,ANG9
Madonas novads,Madonas pilsētas 2. vidusskola,67.84%,ANG9
Madonas novads,Madonas Vakara un neklātienes vidusskola,55.00%,ANG9
Madonas novads,Madonas Valsts ģimnāzija,77.73%,ANG9
Madonas novads,Barkavas Profesionālā vidusskola,42.00%,ANG9
Mazsalacas novads,Mazsalacas vidusskola,67.43%,ANG9
Mālpils novads,Sidgundas pamatskola,73.60%,ANG9
Mālpils novads,Mālpils vidusskola,78.93%,ANG9
Mālpils novads,Mālpils internātpamatskola,62.44%,ANG9
Mārupes novads,Mārupes pamatskola,58.83%,ANG9
Mārupes novads,Mārupes vidusskola,73.09%,ANG9
Naukšēnu novads,Naukšēnu novada vidusskola,58.10%,ANG9
Neretas novads,Mazzalves pamatskola,72.67%,ANG9
Neretas novads,Sproģu pamatskola,86.00%,ANG9
Neretas novads,Neretas Jāņa Jaunsudrabiņa vidusskola,67.17%,ANG9
Nīcas novads,Nīcas vidusskola,69.11%,ANG9
Ogres novads,Ķeipenes pamatskola,67.67%,ANG9
Ogres novads,Ogresgala pamatskola,70.18%,ANG9
Ogres novads,Ogres 1. vidusskola,75.48%,ANG9
Ogres novads,Madlienas vidusskola,63.26%,ANG9
Ogres novads,Suntažu vidusskola,63.92%,ANG9
Ogres novads,Taurupes vidusskola,52.92%,ANG9
Ogres novads,Ogres 1.vidusskolas vakara un neklātienes nodaļa,57.80%,ANG9
Ogres novads,Ogres Valsts ģimnāzija,72.68%,ANG9
Ogres novads,Suntažu internātpamatskola - rehabilitācijas centrs,53.29%,ANG9
Olaines novads,Olaines 2. vidusskola,66.07%,ANG9
Olaines novads,Olaines 1. vidusskola,67.85%,ANG9
Ozolnieku novads,Teteles pamatskola,81.50%,ANG9
Ozolnieku novads,Ozolnieku vidusskola,71.46%,ANG9
Pārgaujas novads,Straupes pamatskola,75.73%,ANG9
Pārgaujas novads,Stalbes vidusskola,49.83%,ANG9
Pāvilostas novads,Vērgales pamatskola,55.11%,ANG9
Pāvilostas novads,Pāvilostas vidusskola,69.17%,ANG9
Pļaviņu novads,Pļaviņu novada ģimnāzija,66.96%,ANG9
Preiļu novads,Preiļu 1. pamatskola,73.92%,ANG9
Preiļu novads,Pelēču pamatskola,68.00%,ANG9
Preiļu novads,Priekuļu pamatskola,79.33%,ANG9
Preiļu novads,Salas pamatskola,62.25%,ANG9
Preiļu novads,Preiļu 2. vidusskola,43.43%,ANG9
Preiļu novads,Preiļu novada Vakara (maiņu) un neklātienes vidusskola,33.50%,ANG9
Priekules novads,Gramzdas pamatskola,59.17%,ANG9
Priekules novads,Kalētu pamatskola,43.00%,ANG9
Priekules novads,Krotes Kronvalda Ata pamatskola,47.75%,ANG9
Priekules novads,Virgas pamatskola,36.00%,ANG9
Priekules novads,Priekules vidusskola,55.48%,ANG9
Priekuļu novads,Mārsnēnu pamatskola,57.75%,ANG9
Priekuļu novads,Liepas pamatskola,70.50%,ANG9
Priekuļu novads,Priekuļu vidusskola,59.25%,ANG9
Raunas novads,Drustu pamatskola,41.00%,ANG9
Raunas novads,Raunas vidusskola,69.25%,ANG9
Rēzeknes novads,Gaigalavas pamatskola,74.75%,ANG9
Rēzeknes novads,Kalnezeru Katoļu pamatskola,71.00%,ANG9
Rēzeknes novads,Verēmu pamatskola,98.00%,ANG9
Rēzeknes novads,Audriņu pamatskola,47.78%,ANG9
Rēzeknes novads,Rikavas pamatskola,74.00%,ANG9
Rēzeknes novads,Zarečnajas pamatskola,42.50%,ANG9
Rēzeknes novads,Feimaņu pamatskola,74.00%,ANG9
Rēzeknes novads,Rēznas pamatskola,71.50%,ANG9
Rēzeknes novads,Sakstagala Jāņa Klīdzēja pamatskola,48.17%,ANG9
Rēzeknes novads,Maltas 1. vidusskola,60.00%,ANG9
Rēzeknes novads,Nautrēnu vidusskola,58.44%,ANG9
Rēzeknes novads,Liepu pamatskola,57.00%,ANG9
Rēzeknes novads,Tiskādu vidusskola,46.14%,ANG9
Rēzeknes novads,Kaunatas vidusskola,62.08%,ANG9
Rēzeknes novads,Kruķu pamatskola,59.25%,ANG9
Rēzeknes novads,Maltas 2. vidusskola,53.50%,ANG9
Rēzeknes pilsēta,Rēzeknes 1. vidusskola,83.32%,ANG9
Rēzeknes pilsēta,Rēzeknes 5. vidusskola,65.33%,ANG9
Rēzeknes pilsēta,Rēzeknes Katoļu vidusskola,53.63%,ANG9
Rēzeknes pilsēta,Rēzeknes 2. vidusskola,61.65%,ANG9
Rēzeknes pilsēta,Rēzeknes 4. vidusskola,58.32%,ANG9
Rēzeknes pilsēta,Rēzeknes 6. vidusskola,56.17%,ANG9
Rēzeknes pilsēta,Rēzeknes 3. vidusskola,54.40%,ANG9
Rēzeknes pilsēta,Rēzeknes vakara vidusskola,35.00%,ANG9
Rēzeknes pilsēta,Rēzeknes logopēdiskā internātpamatskola,51.75%,ANG9
Riebiņu novads,Dravnieku pamatskola,67.67%,ANG9
Riebiņu novads,Galēnu pamatskola,70.00%,ANG9
Riebiņu novads,Rušonas pamatskola,75.75%,ANG9
Riebiņu novads,Sīļukalna pamatskola,74.00%,ANG9
Riebiņu novads,Riebiņu vidusskola,66.00%,ANG9
Rīgas pilsēta (Centra raj.),"Pamatskola ""Rīdze""",71.44%,ANG9
Rīgas pilsēta (Centra raj.),Rīgas Centra daiļamatniecības pamatskola,81.28%,ANG9
Rīgas pilsēta (Centra raj.),Rīgas 24. pamatskola,70.90%,ANG9
Rīgas pilsēta (Centra raj.),Rīgas Centra humanitārā vidusskola,85.40%,ANG9
Rīgas pilsēta (Centra raj.),Rīgas Natālijas Draudziņas vidusskola ,71.51%,ANG9
Rīgas pilsēta (Centra raj.),Rīgas 22. vidusskola,68.18%,ANG9
Rīgas pilsēta (Centra raj.),Rīgas 40. vidusskola,80.92%,ANG9
Rīgas pilsēta (Centra raj.),Rīgas Raiņa 8. vakara (maiņu) vidusskola,66.83%,ANG9
Rīgas pilsēta (Centra raj.),Rīgas Valsts 1. ģimnāzija,89.76%,ANG9
Rīgas pilsēta (Centra raj.),Rīgas Valsts 3. ģimnāzija,78.39%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas Valdorfskola,70.27%,ANG9
Rīgas pilsēta (Kurzemes raj.),Iļģuciema vidusskola,68.44%,ANG9
Rīgas pilsēta (Kurzemes raj.),"Privātā vidusskola ""Patnis""",81.00%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas 19. vidusskola,73.36%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas 41. vidusskola,71.91%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas 69. vidusskola,71.79%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas Imantas vidusskola,72.79%,ANG9
Rīgas pilsēta (Kurzemes raj.),"Privātskola ""Latreia""",79.22%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas 33. vidusskola,54.00%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas 34. vidusskola,73.02%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas 54. vidusskola,52.58%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas 68. vidusskola,62.18%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas 96. vidusskola,62.96%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas Daugavgrīvas vidusskola,59.36%,ANG9
Rīgas pilsēta (Kurzemes raj.),"Privātā vidusskola ""Templum""",61.00%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas 71. vidusskola,66.70%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas Anniņmuižas vidusskola,68.18%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas Ostvalda vidusskola,71.12%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas Valsts vācu ģimnāzija,79.02%,ANG9
Rīgas pilsēta (Kurzemes raj.),Emīla Dārziņa mūzikas vidusskola,71.47%,ANG9
Rīgas pilsēta (Latgales priekšp.),Andreja Pumpura Rīgas 11. pamatskola,72.56%,ANG9
Rīgas pilsēta (Latgales priekšp.),O.Kalpaka Rīgas Tautas daiļamatu pamatskola,78.67%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas Pļavnieku pamatskola,55.30%,ANG9
Rīgas pilsēta (Latgales priekšp.),"Privātā pamatskola ""Maksima""",74.17%,ANG9
Rīgas pilsēta (Latgales priekšp.),Jankas Kupalas Rīgas Baltkrievu pamatskola,51.25%,ANG9
Rīgas pilsēta (Latgales priekšp.),Kārļa Videnieka Rīgas 77. vidusskola,72.11%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 25. vidusskola,72.41%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 6. vidusskola,75.55%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 93. vidusskola,74.10%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas Kristīgā vidusskola,69.89%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas Lietuviešu vidusskola,70.91%,ANG9
Rīgas pilsēta (Latgales priekšp.),Habad Ebreju privātā vidusskola,78.67%,ANG9
Rīgas pilsēta (Latgales priekšp.),"Privātā vidusskola ""INNOVA""",59.67%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 32. vidusskola,60.95%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 51. vidusskola,68.16%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 65. vidusskola,54.11%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 72. vidusskola,64.36%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 75. vidusskola,58.72%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 86. vidusskola,56.48%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 88. vidusskola,62.51%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas Sergeja Žoltoka vidusskola,62.13%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas Ķengaraga vidusskola,72.23%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 15. vidusskola,53.70%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 92. vidusskola,58.82%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas Krievu vidusskola,51.00%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas Ukraiņu vidusskola,60.17%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas Tālmācības vidusskola,74.05%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas vakara ģimnāzija,60.35%,ANG9
Rīgas pilsēta (Latgales priekšp.),"Tālmācības vidusskola ""Rīgas Komercskola""",63.25%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas pilsētas Pļavnieku ģimnāzija,76.49%,ANG9
