Novads,Skola,Kopvērtējums,Priekšmets
Priekules novads,Priekules vidusskola,62.50%,ANG9
Priekules novads,Gramzdas pamatskola,44.57%,ANG9
Priekules novads,Kalētu pamatskola,60.50%,ANG9
Priekules novads,Krotes Kronvalda Ata pamatskola,54.25%,ANG9
Priekules novads,Virgas pamatskola,46.00%,ANG9
Rēzeknes novads,Gaigalavas pamatskola,62.77%,ANG9
Rēzeknes novads,Kalnezeru Katoļu pamatskola,68.33%,ANG9
Rēzeknes novads,Rēznas pamatskola,58.82%,ANG9
Rēzeknes novads,Maltas 2. vidusskola,35.57%,ANG9
Rēzeknes novads,Feimaņu pamatskola,36.00%,ANG9
Rēzeknes novads,Sakstagala Jāņa Klīdzēja pamatskola,69.00%,ANG9
Rēzeknes novads,Verēmu pamatskola,61.00%,ANG9
Rēzeknes novads,Dricānu vidusskola,65.75%,ANG9
Rēzeknes novads,Makašānu Amatu vidusskola,51.00%,ANG9
Rēzeknes novads,Maltas 1. vidusskola,40.63%,ANG9
Rēzeknes novads,Nautrēnu vidusskola,70.56%,ANG9
Rēzeknes novads,Audriņu vidusskola,51.22%,ANG9
Rēzeknes novads,Maltas 2.vidusskolas filiāle,54.33%,ANG9
Rēzeknes novads,Tiskādu vidusskola,41.04%,ANG9
Rēzeknes novads,Kaunatas vidusskola,58.65%,ANG9
Rēzeknes pilsēta,Rēzeknes 1. vidusskola,71.98%,ANG9
Rēzeknes pilsēta,Rēzeknes 5. vidusskola,71.38%,ANG9
Rēzeknes pilsēta,Rēzeknes Katoļu vidusskola,66.13%,ANG9
Rēzeknes pilsēta,Rēzeknes poļu vidusskola,59.91%,ANG9
Rēzeknes pilsēta,Rēzeknes 2. vidusskola,57.31%,ANG9
Rēzeknes pilsēta,Rēzeknes 3. vidusskola,59.76%,ANG9
Rēzeknes pilsēta,Rēzeknes 4. vidusskola,54.81%,ANG9
Rēzeknes pilsēta,Rēzeknes 6. vidusskola,56.43%,ANG9
Rēzeknes pilsēta,Rēzeknes logopēdiskā internātpamatskola,48.00%,ANG9
Riebiņu novads,Dravnieku pamatskola,63.67%,ANG9
Riebiņu novads,Galēnu pamatskola,69.50%,ANG9
Riebiņu novads,Rušonas pamatskola,72.00%,ANG9
Riebiņu novads,Riebiņu vidusskola,58.29%,ANG9
Rīgas pilsēta (Centra raj.),"Pamatskola ""Rīdze""",62.13%,ANG9
Rīgas pilsēta (Centra raj.),Rīgas Centra daiļamatniecības pamatskola,72.72%,ANG9
Rīgas pilsēta (Centra raj.),Rīgas 24. pamatskola,68.39%,ANG9
Rīgas pilsēta (Centra raj.),Rīgas pilsētas 3. ģimnāzija,79.47%,ANG9
Rīgas pilsēta (Centra raj.),Rīgas 99. vidusskola,69.97%,ANG9
Rīgas pilsēta (Centra raj.),Rīgas Centra humanitārā vidusskola,85.58%,ANG9
Rīgas pilsēta (Centra raj.),Rīgas 22. vidusskola,64.64%,ANG9
Rīgas pilsēta (Centra raj.),Rīgas 40. vidusskola,79.11%,ANG9
Rīgas pilsēta (Centra raj.),Rīgas M. Lomonosova krievu vidusskola,52.26%,ANG9
Rīgas pilsēta (Centra raj.),Rīgas Raiņa 8. vakara (maiņu) vidusskola,74.13%,ANG9
Rīgas pilsēta (Centra raj.),Natālijas Draudziņas ģimnāzija,76.23%,ANG9
Rīgas pilsēta (Centra raj.),Privātā Rīgas Tehnolingvistiskā ģimnāzija,70.00%,ANG9
Rīgas pilsēta (Centra raj.),Rīgas Valsts 1. ģimnāzija,87.72%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas Anniņmuižas vidusskola,60.06%,ANG9
Rīgas pilsēta (Kurzemes raj.),Iļģuciema vidusskola,63.81%,ANG9
Rīgas pilsēta (Kurzemes raj.),"Privātā vidusskola ""Patnis""",75.91%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas 19. vidusskola,57.62%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas 41. vidusskola,73.82%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas 69. vidusskola,72.31%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas Doma kora skola,68.06%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas Imantas vidusskola,70.30%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas Valdorfskola,73.29%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas 33. vidusskola,64.29%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas 54. vidusskola,58.79%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas 68. vidusskola,60.83%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas 71. vidusskola,61.79%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas Daugavgrīvas vidusskola,57.09%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas Ostvalda vidusskola,70.05%,ANG9
Rīgas pilsēta (Kurzemes raj.),"Privātā vidusskola ""Templum""",38.00%,ANG9
Rīgas pilsēta (Kurzemes raj.),Emīla Dārziņa mūzikas vidusskola,68.61%,ANG9
Rīgas pilsēta (Kurzemes raj.),"Privātskola ""Latreia""",54.00%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas 96. vidusskola,67.28%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas 1. vakara (maiņu) vidusskola,52.69%,ANG9
Rīgas pilsēta (Kurzemes raj.),Rīgas 1.vakara (maiņu) vidusskola (Iļģuciema cietums),48.00%,ANG9
Rīgas pilsēta (Kurzemes raj.),Āgenskalna ģimnāzija,75.19%,ANG9
Rīgas pilsēta (Latgales priekšp.),Andreja Pumpura Rīgas 11. pamatskola,58.50%,ANG9
Rīgas pilsēta (Latgales priekšp.),O.Kalpaka Rīgas Tautas daiļamatu pamatskola,64.36%,ANG9
Rīgas pilsēta (Latgales priekšp.),"Privātā pamatskola ""Maksima""",66.33%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas Baltkrievu pamatskola,52.33%,ANG9
Rīgas pilsēta (Latgales priekšp.),Kārļa Videnieka Rīgas 77. vidusskola,64.75%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 25. vidusskola,71.76%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 6. vidusskola,76.71%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 62. vidusskola,72.74%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 90. vidusskola,59.42%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 93. vidusskola,69.51%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas Kristīgā vidusskola,74.36%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas Lietuviešu vidusskola,70.31%,ANG9
Rīgas pilsēta (Latgales priekšp.),Habad Ebreju privātā vidusskola,68.20%,ANG9
Rīgas pilsēta (Latgales priekšp.),"Informācijas sistēmu menedžmenta augstskolas vidusskola ""PREMJERS""",56.64%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 15. vidusskola,60.61%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 32. vidusskola,41.92%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 51. vidusskola,57.44%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 65. vidusskola,62.32%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 72. vidusskola,59.81%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 75. vidusskola,54.11%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 86. vidusskola,58.22%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 88. vidusskola,60.73%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 92. vidusskola,57.61%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas Krievu vidusskola,39.23%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas Sergeja Žoltoka vidusskola,63.91%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas Universālā vidusskola,67.96%,ANG9
Rīgas pilsēta (Latgales priekšp.),"Privātā vidusskola ""Laisma""",75.25%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas Ukraiņu vidusskola,67.95%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas vakara ģimnāzija,57.69%,ANG9
Rīgas pilsēta (Latgales priekšp.),Humanitārā privātģimnāzija,74.71%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas komercģimnāzija,71.77%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas pilsētas Pļavnieku ģimnāzija,74.94%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas 3. arodskola,54.50%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas Lastādijas internātvidusskola,62.29%,ANG9
Rīgas pilsēta (Latgales priekšp.),Rīgas Lastādijas internātvidusskola (Rīgas Centrālcietums),43.00%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Mežciema pamatskola,69.45%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 100. vidusskola,55.58%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 45. vidusskola,71.76%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 49. vidusskola,75.78%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 64. vidusskola,74.13%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 84. vidusskola,73.03%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 85. vidusskola,73.18%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Ezerkrastu vidusskola,60.13%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Hanzas vidusskola,71.75%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Juglas vidusskola,67.33%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Teikas vidusskola,76.49%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),"Privātā vidusskola ""MAXVEL""",60.67%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 16. vidusskola,57.29%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 21. vidusskola,54.24%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 60. vidusskola,65.87%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 63. vidusskola,49.26%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 74. vidusskola,64.82%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 80. vidusskola,62.40%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 89. vidusskola,52.34%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Purvciema vidusskola,75.70%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Š. Dubnova Rīgas Ebreju vidusskola,73.25%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),"Privātā vidusskola ""Klasika""",70.67%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Biznesa un vadības privātvidusskola,71.50%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Itas Kozakēvičas Poļu vidusskola,63.44%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 9. vakara (maiņu) vidusskola,44.36%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Centra krievu privātģimnāzija,60.00%,ANG9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Klasiskā ģimnāzija,78.56%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Friča Brīvzemnieka pamatskola,72.87%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 7. internātpamatskola,48.33%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 47. vidusskola,67.83%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 94. vidusskola,68.49%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 53. vidusskola,52.20%,ANG9
Rīgas pilsēta (Zemgales priekšp.),"Rīgas vispārizglītojošā privātā vidusskola ""Evrika""",68.42%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Šampētera vidusskola,48.19%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 14. vakara (maiņu) vidusskola,45.96%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Angļu ģimnāzija,77.11%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Katoļu ģimnāzija,68.57%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Zolitūdes ģimnāzija,68.68%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Āgenskalna Valsts ģimnāzija,78.67%,ANG9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Mūzikas internātvidusskola,54.72%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 7. pamatskola,57.83%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 28. vidusskola,62.67%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 31. vidusskola,72.04%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Rīgas Jāņa Poruka vidusskola,76.11%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Rīgas Kultūru vidusskola,75.42%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Puškina licejs,60.38%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 10. vidusskola,75.86%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 13. vidusskola,60.74%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 29. vidusskola,46.26%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 37. vidusskola,61.56%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 46. vidusskola,65.87%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Rīgas Rīnūžu vidusskola,64.57%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 18. vakara (maiņu) vidusskola,56.57%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Rīgas pilsētas 2. ģimnāzija,80.07%,ANG9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 66. speciālā vidusskola,66.95%,ANG9
Rojas novads,Mērsraga vidusskola,57.75%,ANG9
Rojas novads,Rojas vidusskola,64.31%,ANG9
Ropažu novads,Zaķumuižas pamatskola,55.14%,ANG9
Ropažu novads,Ropažu vidusskola,67.20%,ANG9
Rucavas novads,Rucavas pamatskola,65.00%,ANG9
Rucavas novads,Sikšņu pamatskola,73.00%,ANG9
Rugāju novads,Eglaines pamatskola,61.25%,ANG9
Rugāju novads,Rugāju novada vidusskola,54.81%,ANG9
Rundāles novads,Pilsrundāles vidusskola,65.68%,ANG9
Rundāles novads,Saulaines Profesionālā vidusskola,39.57%,ANG9
Rūjienas novads,Rūjienas vidusskola,61.64%,ANG9
Rūjienas novads,Jeru pamatskola,45.82%,ANG9
Salacgrīvas novads,Krišjāņa Valdemāra Ainažu pamatskola,70.07%,ANG9
Salacgrīvas novads,Salacgrīvas vidusskola,63.28%,ANG9
Salacgrīvas novads,Liepupes vidusskola,66.25%,ANG9
Salas novads,Biržu internātpamatskola,57.00%,ANG9
Salas novads,Biržu pamatskola,57.00%,ANG9
Salas novads,Salas vidusskola,60.45%,ANG9
Salaspils novads,"Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""",68.15%,ANG9
Salaspils novads,"Salaspils novada pašvaldības iestāde ""Salaspils 2. vidusskola""",49.23%,ANG9
Saldus novads,Saldus pamatskola,71.15%,ANG9
Saldus novads,Saldus 2. vidusskola,54.97%,ANG9
Saldus novads,Saldus Vakara vidusskola,38.50%,ANG9
Saldus novads,Saldus ģimnāzija,71.21%,ANG9
Saldus novads,Saldus novada pašvaldības Cieceres internātpamatskola,45.88%,ANG9
Saldus novads,Saldus novada pašvaldības Jaunlutriņu pamatskola,61.62%,ANG9
Saldus novads,Saldus novada pašvaldības Kursīšu pamatskola,46.00%,ANG9
Saldus novads,Saldus novada pašvaldības Kurzemītes pamatskola,68.13%,ANG9
Saldus novads,Saldus novada pašvaldības Lutriņu pamatskola,57.64%,ANG9
Saldus novads,Nīgrandes pamatskola,54.40%,ANG9
Saldus novads,Saldus novada pašvaldības Pampāļu pamatskola,51.86%,ANG9
Saldus novads,Saldus novada pašvaldības Rubas pamatskola,51.87%,ANG9
Saldus novads,Saldus novada pašvaldības Sātiņu pamatskola,41.89%,ANG9
Saldus novads,Saldus novada pašvaldības Striķu pamatskola,71.80%,ANG9
Saldus novads,Saldus novada pašvaldības Zirņu pamatskola,68.25%,ANG9
Saldus novads,Saldus novada pašvaldības Druvas vidusskola,64.62%,ANG9
Saldus novads,Saldus novada pašvaldības Ezeres vidusskola,59.55%,ANG9
Saldus novads,Saldus novada pašvaldības Kalnu vidusskola,52.29%,ANG9
Saulkrastu novads,Saulkrastu vidusskola,73.41%,ANG9
Saulkrastu novads,Zvejniekciema vidusskola,55.83%,ANG9
Sējas novads,Sējas pamatskola,57.56%,ANG9
Sējas novads,Murjāņu sporta ģimnāzija,67.56%,ANG9
Siguldas novads,Siguldas 1. pamatskola,65.79%,ANG9
Siguldas novads,Siguldas 2. vidusskola,61.38%,ANG9
Siguldas novads,Siguldas novada vidusskola,48.50%,ANG9
Siguldas novads,Siguldas Valsts ģimnāzija,78.55%,ANG9
Siguldas novads,Allažu pamatskola,62.83%,ANG9
Siguldas novads,Mores pamatskola,61.86%,ANG9
Skrīveru novads,Andreja Upīša Skrīveru vidusskola,64.51%,ANG9
Skrundas novads,Oskara Kalpaka Rudbāržu pamatskola,54.63%,ANG9
Skrundas novads,Skrundas vidusskola,71.18%,ANG9
Skrundas novads,Skrundas arodvidusskola,38.90%,ANG9
Smiltenes novads,Smiltenes Centra vidusskola,56.47%,ANG9
Smiltenes novads,Smiltenes ģimnāzija,64.94%,ANG9
Smiltenes novads,Bilskas pamatskola,57.42%,ANG9
Smiltenes novads,Blomes pamatskola,52.00%,ANG9
Smiltenes novads,Grundzāles pamatskola,50.73%,ANG9
Smiltenes novads,Palsmanes pamatskola,64.83%,ANG9
Smiltenes novads,Variņu pamatskola,65.50%,ANG9
Stopiņu novads,Stopiņu pamatskola,58.67%,ANG9
Stopiņu novads,Ulbrokas vidusskola,64.24%,ANG9
Stopiņu novads,Juglas sanatorijas internātpamatskola,60.88%,ANG9
Strenču novads,Strenču novada vidusskola,59.71%,ANG9
Strenču novads,Strenču novada vidusskolas filiāle (Sedas),55.00%,ANG9
Strenču novads,Strenču novada vidusskolas filiāle (Plāņu),70.33%,ANG9
Talsu novads,Stendes pamatskola,57.00%,ANG9
Talsu novads,Talsu pamatskola,57.21%,ANG9
Talsu novads,Sabiles vidusskola,59.09%,ANG9
Talsu novads,Talsu 2. vidusskola,60.48%,ANG9
Talsu novads,Talsu Kristīgā vidusskola,66.07%,ANG9
Talsu novads,Valdemārpils vidusskola,55.63%,ANG9
Talsu novads,Talsu novada Vakara un neklātienes vidusskola,47.25%,ANG9
Talsu novads,Talsu Valsts ģimnāzija,68.14%,ANG9
Talsu novads,Laucienes pamatskolas filiāle,65.00%,ANG9
Talsu novads,Laidzes pamatskola,49.60%,ANG9
Talsu novads,Laucienes pamatskola,69.77%,ANG9
Talsu novads,Pastendes pamatskola,65.85%,ANG9
Talsu novads,Pūņu pamatskola,63.90%,ANG9
Talsu novads,Pastendes pamatskolas filiāle,49.55%,ANG9
Talsu novads,Virbu pamatskola,66.57%,ANG9
Talsu novads,Vandzenes vidusskola,65.54%,ANG9
Talsu novads,Laidzes Profesionālā vidusskola,34.20%,ANG9
Tērvetes novads,Bukaišu pamatskola,63.33%,ANG9
Tērvetes novads,Tērvetes pamatskola,48.00%,ANG9
Tērvetes novads,Annas Brigaderes pamatskola,81.25%,ANG9
Tērvetes novads,Augstkalnes vidusskola,68.00%,ANG9
Tukuma novads,Tukuma 2. pamatskola,69.02%,ANG9
Tukuma novads,Tukuma E. Birznieka-Upīša 1. pamatskola,53.11%,ANG9
Tukuma novads,Tukuma 2. vidusskola,69.00%,ANG9
Tukuma novads,Tukuma 3. vidusskola,66.63%,ANG9
Tukuma novads,Tukuma Vakara un neklātienes vidusskola,56.22%,ANG9
Tukuma novads,Tukuma Raiņa ģimnāzija,73.33%,ANG9
Tukuma novads,Praviņu pamatskola,43.60%,ANG9
Tukuma novads,Pūres pamatskola,64.67%,ANG9
Tukuma novads,Sēmes pamatskola,48.00%,ANG9
Tukuma novads,Džūkstes vidusskola,55.00%,ANG9
Tukuma novads,Irlavas vidusskola,59.60%,ANG9
Tukuma novads,Tumes vidusskola,63.00%,ANG9
Tukuma novads,Zemgales vidusskola,54.67%,ANG9
Vaiņodes novads,Vaiņodes vidusskola,60.19%,ANG9
Vaiņodes novads,Vaiņodes internātpamatskola,34.10%,ANG9
Valkas novads,Valkas pamatskola,60.68%,ANG9
Valkas novads,Valkas ģimnāzija,74.90%,ANG9
Valkas novads,Ērģemes pamatskola,49.13%,ANG9
Valkas novads,Kārķu pamatskola,74.50%,ANG9
Valkas novads,Ozolu pamatskola,52.80%,ANG9
Valkas novads,Vijciema pamatskola,64.67%,ANG9
Valmieras novads,Jura Neikena Dikļu pamatskola,55.29%,ANG9
Valmieras novads,Kocēnu pamatskola,57.00%,ANG9
Valmieras novads,Rubenes pamatskola,75.93%,ANG9
Valmieras pilsēta,Valmieras 5. vidusskola,59.06%,ANG9
Valmieras pilsēta,Valmieras Viestura vidusskola,72.19%,ANG9
Valmieras pilsēta,Valmieras 2. vidusskola,57.94%,ANG9
Valmieras pilsēta,Valmieras Pārgaujas ģimnāzija,70.73%,ANG9
Valmieras pilsēta,Valmieras Valsts ģimnāzija,69.71%,ANG9
Varakļānu novads,Varakļānu vidusskola,58.52%,ANG9
Varakļānu novads,Murmastienes pamatskola,65.40%,ANG9
Vārkavas novads,Vanagu pamatskola,86.83%,ANG9
Vārkavas novads,Vārkavas pamatskola,55.00%,ANG9
Vārkavas novads,Vārkavas vidusskola,60.92%,ANG9
Vecumnieku novads,Vecumnieku novada Domes Bārbeles pamatskola,70.29%,ANG9
Vecumnieku novads,Kurmenes pamatskola,49.33%,ANG9
Vecumnieku novads,Stelpes pamatskola,46.33%,ANG9
Vecumnieku novads,Misas vidusskola,69.33%,ANG9
Vecumnieku novads,Skaistkalnes vidusskola,65.06%,ANG9
Vecumnieku novads,Vecumnieku novada Domes Valles vidusskola,70.17%,ANG9
Vecumnieku novads,Vecumnieku vidusskola,55.05%,ANG9
Ventspils novads,Piltenes vidusskola,69.56%,ANG9
Ventspils novads,Ances pamatskola,57.33%,ANG9
Ventspils novads,Jūrkalnes pamatskola,53.83%,ANG9
Ventspils novads,Popes pamatskola,71.71%,ANG9
Ventspils novads,Puzes pamatskola,64.67%,ANG9
Ventspils novads,Tārgales pamatskola,72.08%,ANG9
Ventspils novads,Užavas pamatskola,56.67%,ANG9
Ventspils novads,Zlēku pamatskola,45.00%,ANG9
Ventspils novads,Zūru pamatskola,61.45%,ANG9
Ventspils novads,Ugāles vidusskola,63.66%,ANG9
Ventspils pilsēta,Ventspils 1. pamatskola,64.72%,ANG9
Ventspils pilsēta,Ventspils 2. pamatskola,58.92%,ANG9
Ventspils pilsēta,Ventspils 4. vidusskola,73.31%,ANG9
Ventspils pilsēta,Ventspils 5. vidusskola,69.12%,ANG9
Ventspils pilsēta,Ventspils 2. vidusskola,60.73%,ANG9
Ventspils pilsēta,Ventspils 3. vidusskola,54.53%,ANG9
Ventspils pilsēta,Ventspils 6. vidusskola,58.59%,ANG9
Ventspils pilsēta,Ventspils vakara vidusskola,50.42%,ANG9
Ventspils pilsēta,Ventspils 1. ģimnāzija,68.19%,ANG9
Viesītes novads,Viesītes vidusskola,67.08%,ANG9
Viesītes novads,Rites pamatskola,72.63%,ANG9
Viļakas novads,Viļakas pamatskola,64.80%,ANG9
Viļakas novads,Viļakas Valsts ģimnāzija,78.83%,ANG9
Viļakas novads,Žīguru pamatskola,62.00%,ANG9
Viļakas novads,Rekavas vidusskola,64.38%,ANG9
Viļānu novads,Viļānu vidusskola,68.60%,ANG9
Viļānu novads,Dekšāru pamatskola,79.00%,ANG9
Zilupes novads,Zilupes vidusskola,53.57%,ANG9
Aglonas novads,Šķeltovas pamatskola,64.09%,LAT9
Aglonas novads,Aglonas vidusskola,72.59%,LAT9
Aglonas novads,Priežmalas pamatskola,49.39%,LAT9
Aglonas novads,Jaunaglonas arodvidusskola,45.45%,LAT9
Aglonas novads,Aglonas internātvidusskola,60.78%,LAT9
Aizkraukles novads,Aizkraukles Vakara (maiņu) vidusskola,46.49%,LAT9
Aizkraukles novads,Aizkraukles novada ģimnāzija,65.40%,LAT9
Aizputes novads,Aizputes vidusskola,62.62%,LAT9
Aizputes novads,Aizputes pagasta pamatskola,59.32%,LAT9
Aizputes novads,Apriķu pamatskola,57.20%,LAT9
Aizputes novads,Dzērves pamatskola,71.21%,LAT9
Aizputes novads,Kalvenes pamatskola,77.69%,LAT9
Aizputes novads,Māteru Jura Kazdangas pamatskola,68.66%,LAT9
Aizputes novads,Cīravas arodvidusskola,61.88%,LAT9
Aknīstes novads,Aknīstes vidusskola,79.36%,LAT9
Aknīstes novads,Asares pamatskola,66.67%,LAT9
Aknīstes novads,Gārsenes pamatskola,77.60%,LAT9
Alojas novads,Staiceles vidusskola,56.12%,LAT9
Alojas novads,Alojas Ausekļa vidusskola,71.19%,LAT9
Alojas novads,Ozolmuižas pamatskola,53.64%,LAT9
Alojas novads,Puikules pamatskola,53.90%,LAT9
Alsungas novads,Alsungas vidusskola,66.06%,LAT9
Alūksnes novads,Alūksnes vidusskola,57.00%,LAT9
Alūksnes novads,Alūksnes Vakara (maiņu) un neklātienes vidusskola,53.89%,LAT9
Alūksnes novads,Ernsta Glika Alūksnes Valsts ģimnāzija,70.34%,LAT9
Alūksnes novads,Bejas pamatskola,63.56%,LAT9
Alūksnes novads,Ilzenes pamatskola,77.50%,LAT9
Alūksnes novads,Alūksnes novada Jaunannas pamatskola,65.36%,LAT9
Alūksnes novads,Jaunlaicenes pamatskola,53.43%,LAT9
Alūksnes novads,Liepnas internātpamatskola,56.06%,LAT9
Alūksnes novads,Malienas pamatskola,68.79%,LAT9
Alūksnes novads,Mālupes pamatskola,66.20%,LAT9
Alūksnes novads,Mārkalnes pamatskola,56.18%,LAT9
Alūksnes novads,Strautiņu pamatskola,62.73%,LAT9
Alūksnes novads,Ziemeru pamatskola,59.94%,LAT9
Alūksnes novads,Pededzes pamatskola,63.51%,LAT9
Alūksnes novads,Liepnas vidusskola,70.83%,LAT9
Alūksnes novads,Alsviķu Profesionālā skola,63.64%,LAT9
Apes novads,Dāvja Ozoliņa Apes vidusskola,70.59%,LAT9
Apes novads,Sikšņu pamatskola,60.73%,LAT9
Apes novads,Trapenes pamatskola,57.27%,LAT9
Apes novads,Ojāra Vācieša Gaujienas vidusskola,62.17%,LAT9
Apes novads,Gaujienas speciālā internātpamatskola,76.82%,LAT9
Auces novads,Auces vidusskola,58.85%,LAT9
Auces novads,Bēnes vidusskola,64.99%,LAT9
Ādažu novads,Privātā vidusskola Ādažu Brīvā Valdofa skola,68.61%,LAT9
Ādažu novads,Ādažu vidusskola,67.92%,LAT9
Babītes novads,Babītes vidusskola,69.55%,LAT9
Baldones novads,Baldones mūzikas pamatskola,70.73%,LAT9
Baldones novads,Baldones vidusskola,69.19%,LAT9
Baltinavas novads,Baltinavas vidusskola,71.30%,LAT9
Balvu novads,Balvu Amatniecības vidusskola,64.36%,LAT9
Balvu novads,Balvu Vakara (maiņu) vidusskola,60.20%,LAT9
