Novads,Skola,Kopvērtējums,Priekšmets
Talsu novads,Vandzenes pamatskola,61.58%,LAT9
Talsu novads,Sabiles vidusskola,68.74%,LAT9
Talsu novads,Talsu 2. vidusskola,65.67%,LAT9
Talsu novads,Talsu Kristīgā vidusskola,74.42%,LAT9
Talsu novads,Valdemārpils vidusskola,69.98%,LAT9
Talsu novads,Talsu novada Vakara un neklātienes vidusskola,53.95%,LAT9
Talsu novads,Talsu Valsts ģimnāzija,71.52%,LAT9
Tērvetes novads,Bukaišu pamatskola,53.64%,LAT9
Tērvetes novads,Tērvetes pamatskola,67.42%,LAT9
Tērvetes novads,Annas Brigaderes pamatskola,66.03%,LAT9
Tērvetes novads,Augstkalnes vidusskola,57.62%,LAT9
Tukuma novads,Tukuma 2. pamatskola,65.84%,LAT9
Tukuma novads,Tukuma E. Birznieka-Upīša 1. pamatskola,60.22%,LAT9
Tukuma novads,"Biedrības ""Tautskola 99 Baltie zirgi"" pamatskola, ""Dzīvā skola""",43.75%,LAT9
Tukuma novads,Pūres pamatskola,64.27%,LAT9
Tukuma novads,Tukuma 2. vidusskola,72.85%,LAT9
Tukuma novads,Džūkstes pamatskola,62.82%,LAT9
Tukuma novads,Irlavas vidusskola,57.01%,LAT9
Tukuma novads,Tumes vidusskola,58.59%,LAT9
Tukuma novads,Zemgales vidusskola,61.33%,LAT9
Tukuma novads,Tukuma Vakara un neklātienes vidusskola,50.41%,LAT9
Tukuma novads,Tukuma Raiņa ģimnāzija,71.61%,LAT9
Vaiņodes novads,Vaiņodes vidusskola,66.15%,LAT9
Vaiņodes novads,Vaiņodes internātpamatskola,58.11%,LAT9
Valkas novads,Ērģemes pamatskola,67.73%,LAT9
Valkas novads,Kārķu pamatskola,66.36%,LAT9
Valkas novads,Ozolu pamatskola,59.09%,LAT9
Valkas novads,Vijciema pamatskola,65.27%,LAT9
Valkas novads,Valkas pamatskola,62.99%,LAT9
Valkas novads,Valkas ģimnāzija,71.95%,LAT9
Valmieras novads,Jaunburtnieku pamatskola,50.00%,LAT9
Valmieras novads,Jura Neikena Dikļu pamatskola,50.76%,LAT9
Valmieras novads,Kocēnu pamatskola,69.81%,LAT9
Valmieras novads,Rubenes pamatskola,74.96%,LAT9
Valmieras pilsēta,Valmieras 5. vidusskola,62.42%,LAT9
Valmieras pilsēta,Valmieras Viestura vidusskola,67.50%,LAT9
Valmieras pilsēta,Valmieras 2.vidusskolas filiāle,52.53%,LAT9
Valmieras pilsēta,Valmieras Pārgaujas ģimnāzija,70.04%,LAT9
Valmieras pilsēta,Valmieras Valsts ģimnāzija,69.58%,LAT9
Valmieras pilsēta,Valmieras vājdzirdīgo bērnu internātvidusskola - attīstības centrs,52.73%,LAT9
Varakļānu novads,Murmastienes pamatskola,70.00%,LAT9
Varakļānu novads,Varakļānu novada pašvaldības Stirnienes pamatskola,65.45%,LAT9
Varakļānu novads,Varakļānu vidusskola,63.48%,LAT9
Vārkavas novads,Vanagu pamatskola,74.68%,LAT9
Vārkavas novads,Vārkavas pamatskola,66.36%,LAT9
Vārkavas novads,Vārkavas vidusskola,63.79%,LAT9
Vecpiebalgas novads,Inešu pamatskola,66.52%,LAT9
Vecpiebalgas novads,Taurenes pamatskola,63.03%,LAT9
Vecpiebalgas novads,Vecpiebalgas vidusskola,51.56%,LAT9
Vecpiebalgas novads,Cēsu 2. vidusskolas Vecpiebalgas konsultpunkts,42.73%,LAT9
Vecumnieku novads,Vecumnieku novada Domes Bārbeles pamatskola,70.76%,LAT9
Vecumnieku novads,Misas vidusskola,70.00%,LAT9
Vecumnieku novads,Skaistkalnes vidusskola,60.95%,LAT9
Vecumnieku novads,Vecumnieku novada Domes Valles vidusskola,63.88%,LAT9
Vecumnieku novads,Vecumnieku vidusskola,62.20%,LAT9
Ventspils novads,Ances pamatskola,52.42%,LAT9
Ventspils novads,Jūrkalnes pamatskola,61.52%,LAT9
Ventspils novads,Popes pamatskola,62.99%,LAT9
Ventspils novads,Puzes pamatskola,64.09%,LAT9
Ventspils novads,Tārgales pamatskola,63.31%,LAT9
Ventspils novads,Užavas pamatskola,62.05%,LAT9
Ventspils novads,Zlēku pamatskola,51.41%,LAT9
Ventspils novads,Zūru pamatskola,69.68%,LAT9
Ventspils novads,Piltenes vidusskola,53.86%,LAT9
Ventspils novads,Ugāles vidusskola,56.73%,LAT9
Ventspils pilsēta,Ventspils 1. pamatskola,63.94%,LAT9
Ventspils pilsēta,Ventspils 2. pamatskola,64.47%,LAT9
Ventspils pilsēta,Ventspils 4. vidusskola,69.46%,LAT9
Ventspils pilsēta,Ventspils 5. vidusskola,62.63%,LAT9
Ventspils pilsēta,Ventspils 6. vidusskola,64.91%,LAT9
Ventspils pilsēta,Ventspils vakara vidusskola,60.00%,LAT9
Ventspils pilsēta,Ventspils 1. ģimnāzija,81.66%,LAT9
Viesītes novads,Rites pamatskola,59.35%,LAT9
Viesītes novads,Viesītes vidusskola,64.83%,LAT9
Viļānu novads,Dekšāru pamatskola,51.14%,LAT9
Viļānu novads,Viļānu vidusskola,63.61%,LAT9
Zilupes novads,Zilupes vidusskola,56.67%,LAT9
Rīgas pilsēta (Latgales priekšp.),"Tālmācības vidusskola ""Rīgas Komercskola""",65.45%,LAT9
Aglonas novads,Priežmalas pamatskola,70.67%,MAT9
Aglonas novads,Rīgas un visas Latvijas Metropolīta Aleksandra (Kudrjašova) Grāveru pamatskola,67.20%,MAT9
Aglonas novads,Aglonas vidusskola,85.45%,MAT9
Aglonas novads,Aglonas Katoļu ģimnāzija,97.33%,MAT9
Aglonas novads,Aglonas internātvidusskola,46.83%,MAT9
Aizkraukles novads,Aizkraukles 1. vidusskola,56.74%,MAT9
Aizkraukles novads,Aizkraukles Vakara (maiņu) vidusskola,50.00%,MAT9
Aizkraukles novads,Aizkraukles novada ģimnāzija,62.46%,MAT9
Aizputes novads,Aizputes pagasta pamatskola,44.17%,MAT9
Aizputes novads,Apriķu pamatskola,44.22%,MAT9
Aizputes novads,Dzērves pamatskola,42.29%,MAT9
Aizputes novads,Kalvenes pamatskola,61.33%,MAT9
Aizputes novads,Māteru Jura Kazdangas pamatskola,46.40%,MAT9
Aizputes novads,Aizputes vidusskola,60.47%,MAT9
Aizputes novads,Aizputes novada Neklātienes vidusskolas Aizputes konsult. punkts,40.00%,MAT9
Aknīstes novads,Asares pamatskola,50.67%,MAT9
Aknīstes novads,Gārsenes pamatskola,45.00%,MAT9
Aknīstes novads,Aknīstes vidusskola,48.13%,MAT9
Alojas novads,Ozolmuižas pamatskola,39.62%,MAT9
Alojas novads,Puikules pamatskola,57.78%,MAT9
Alojas novads,Alojas Ausekļa vidusskola,60.76%,MAT9
Alojas novads,Staiceles vidusskola,47.17%,MAT9
Alsungas novads,Alsungas vidusskola,68.89%,MAT9
Alūksnes novads,Alūksnes novada Jaunannas pamatskola,57.33%,MAT9
Alūksnes novads,Bejas pamatskola,51.73%,MAT9
Alūksnes novads,Ilzenes pamatskola,70.67%,MAT9
Alūksnes novads,Jaunlaicenes pamatskola,66.07%,MAT9
Alūksnes novads,Malienas pamatskola,51.62%,MAT9
Alūksnes novads,Mālupes pamatskola,63.26%,MAT9
Alūksnes novads,Mārkalnes pamatskola,38.22%,MAT9
Alūksnes novads,Strautiņu pamatskola,67.67%,MAT9
Alūksnes novads,Ziemeru pamatskola,59.76%,MAT9
Alūksnes novads,Pededzes pamatskola,66.67%,MAT9
Alūksnes novads,Liepnas vidusskola,49.02%,MAT9
Alūksnes novads,Alūksnes novada vidusskola,49.56%,MAT9
Alūksnes novads,Ernsta Glika Alūksnes Valsts ģimnāzija,64.95%,MAT9
Alūksnes novads,Liepnas internātpamatskola,62.29%,MAT9
Amatas novads,Amatas pamatskola,60.15%,MAT9
Amatas novads,Sērmūkšu pamatskola,71.00%,MAT9
Amatas novads,Skujenes pamatskola,45.52%,MAT9
Amatas novads,Zaubes pamatskola,43.47%,MAT9
Amatas novads,Nītaures vidusskola,53.19%,MAT9
Amatas novads,Drabešu internātpamatskola,43.85%,MAT9
Apes novads,Sikšņu pamatskola (Ape),60.95%,MAT9
Apes novads,Trapenes pamatskola,68.50%,MAT9
Apes novads,Dāvja Ozoliņa Apes vidusskola,51.78%,MAT9
Apes novads,Ojāra Vācieša Gaujienas vidusskola,68.53%,MAT9
Apes novads,Gaujienas speciālā internātpamatskola,42.33%,MAT9
Auces novads,Auces vidusskola,54.92%,MAT9
Auces novads,Bēnes vidusskola,40.09%,MAT9
Ādažu novads,Privātā vidusskola Ādažu Brīvā Valdorfa skola,62.48%,MAT9
Ādažu novads,Ādažu vidusskola,62.64%,MAT9
Babītes novads,Babītes vidusskola,58.06%,MAT9
Baldones novads,Baldones Mūzikas pamatskola,61.23%,MAT9
Baldones novads,Baldones vidusskola,58.06%,MAT9
Baltinavas novads,Baltinavas vidusskola,56.27%,MAT9
Balvu novads,Briežuciema pamatskola,62.50%,MAT9
Balvu novads,Stacijas pamatskola,56.25%,MAT9
Balvu novads,Balvu pamatskola,51.67%,MAT9
Balvu novads,Balvu Amatniecības vidusskola,45.05%,MAT9
Balvu novads,Bērzpils vidusskola,66.67%,MAT9
Balvu novads,Tilžas vidusskola,59.87%,MAT9
Balvu novads,Bērzpils vidusskolas filiāle,45.00%,MAT9
Balvu novads,Tilžas vidusskolas filiāle,71.11%,MAT9
Balvu novads,Balvu Valsts ģimnāzija,69.64%,MAT9
Balvu novads,Tilžas internātpamatskola,37.45%,MAT9
Bauskas novads,Bauskas pilsētas pamatskola,62.77%,MAT9
Bauskas novads,Codes pamatskola,63.59%,MAT9
Bauskas novads,Griķu pamatskola,56.78%,MAT9
Bauskas novads,Mežgaļu pamatskola,89.04%,MAT9
Bauskas novads,Mežotnes pamatskola,64.95%,MAT9
Bauskas novads,Ozolaines pamatskola,67.24%,MAT9
Bauskas novads,Vecsaules pamatskola,62.10%,MAT9
Bauskas novads,Bauskas Valsts ģimnāzija,69.27%,MAT9
Bauskas novads,Īslīces vidusskola,47.26%,MAT9
Bauskas novads,Uzvaras vidusskola,64.47%,MAT9
Bauskas novads,Bauskas 2. vidusskola,62.11%,MAT9
Bauskas novads,Mežotnes internātvidusskola,23.73%,MAT9
Beverīnas novads,J. Endzelīna Kauguru pamatskola,54.00%,MAT9
Beverīnas novads,Trikātas pamatskola,49.52%,MAT9
Brocēnu novads,Blīdenes pamatskola,54.57%,MAT9
Brocēnu novads,Gaiķu pamatskola,48.95%,MAT9
Brocēnu novads,Remtes pamatskola,48.33%,MAT9
Brocēnu novads,Brocēnu vidusskola,58.45%,MAT9
Burtnieku novads,Ēveles pamatskola,41.17%,MAT9
Burtnieku novads,Matīšu pamatskola,65.33%,MAT9
Burtnieku novads,Rencēnu pamatskola,47.76%,MAT9
Burtnieku novads,Burtnieku Ausekļa vidusskola,66.80%,MAT9
Cesvaines novads,Cesvaines vidusskola,53.72%,MAT9
Cesvaines novads,Cesvaines internātpamatskola,26.67%,MAT9
Cēsu novads,Cēsu 1. pamatskola,57.86%,MAT9
Cēsu novads,Cēsu 2. pamatskola,56.48%,MAT9
Cēsu novads,Cēsu pilsētas pamatskola,46.93%,MAT9
Cēsu novads,Līvu pamatskola,38.29%,MAT9
Cēsu novads,Rāmuļu pamatskola,29.33%,MAT9
Cēsu novads,Cēsu 2. vidusskola,23.00%,MAT9
Cēsu novads,Cēsu 2. vakara (maiņu) vidusskola,31.11%,MAT9
Cēsu novads,Cēsu Valsts ģimnāzija,86.49%,MAT9
Cēsu novads,Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija,77.45%,MAT9
Cēsu novads,Cēsu internātpamatskola - rehabilitācijas centrs,61.11%,MAT9
Ciblas novads,Cirmas pamatskola,52.33%,MAT9
Ciblas novads,Pušmucovas pamatskola,50.00%,MAT9
Ciblas novads,Ciblas vidusskola,49.73%,MAT9
Dagdas novads,Andrupenes pamatskola,73.14%,MAT9
Dagdas novads,Andzeļu pamatskola,58.18%,MAT9
Dagdas novads,Asūnes pamatskola,64.50%,MAT9
Dagdas novads,Ezernieku vidusskola,64.57%,MAT9
Dagdas novads,Dagdas vidusskola,67.19%,MAT9
Daugavpils novads,Naujenes pamatskola,61.92%,MAT9
Daugavpils novads,Nīcgales pamatskola,63.11%,MAT9
Daugavpils novads,Skrudalienas pamatskola,48.44%,MAT9
Daugavpils novads,Biķernieku pamatskola,55.85%,MAT9
Daugavpils novads,Birznieku pamatskola,54.17%,MAT9
Daugavpils novads,Tabores pamatskola,59.73%,MAT9
Daugavpils novads,Kalupes pamatskola,64.48%,MAT9
Daugavpils novads,Lāču pamatskola,53.19%,MAT9
Daugavpils novads,Silenes pamatskola,73.56%,MAT9
Daugavpils novads,Medumu vidusskola,71.11%,MAT9
Daugavpils novads,Vaboles vidusskola,56.89%,MAT9
Daugavpils novads,Zemgales vidusskola (Daugavpils),66.55%,MAT9
Daugavpils novads,Salienas vidusskola,56.00%,MAT9
Daugavpils novads,Sventes vidusskola,70.10%,MAT9
Daugavpils novads,Špoģu vidusskola,68.58%,MAT9
Daugavpils pilsēta,Daugavpils Vienības pamatskola,58.14%,MAT9
Daugavpils pilsēta,Daugavpils 11. pamatskola,35.11%,MAT9
Daugavpils pilsēta,Daugavpils Saskaņas pamatskola,80.64%,MAT9
Daugavpils pilsēta,Daugavpils 12. vidusskola,54.39%,MAT9
Daugavpils pilsēta,Daugavpils 10. vidusskola,56.94%,MAT9
Daugavpils pilsēta,Daugavpils 15. vidusskola,56.17%,MAT9
Daugavpils pilsēta,Daugavpils Krievu vidusskola - licejs,82.01%,MAT9
Daugavpils pilsēta,J. Raiņa Daugavpils 6. vidusskola,58.11%,MAT9
Daugavpils pilsēta,Daugavpils 13. vidusskola,58.00%,MAT9
Daugavpils pilsēta,Daugavpils 16. vidusskola,57.16%,MAT9
Daugavpils pilsēta,Daugavpils 17. vidusskola,57.39%,MAT9
Daugavpils pilsēta,Daugavpils 3. vidusskola,75.10%,MAT9
Daugavpils pilsēta,Daugavpils 9. vidusskola,70.70%,MAT9
Daugavpils pilsēta,Daugavpils pilsētas Centra ģimnāzija,70.78%,MAT9
Daugavpils pilsēta,J.Pilsudska Daugavpils valsts poļu ģimnāzija,66.60%,MAT9
Daugavpils pilsēta,Daugavpils Valsts ģimnāzija,81.25%,MAT9
Daugavpils pilsēta,Daugavpils Celtnieku profesionālā vidusskola,59.07%,MAT9
Daugavpils pilsēta,Daugavpils Mūzikas vidusskola,76.67%,MAT9
Daugavpils pilsēta,Daugavpils logopēdiskā internātpamatskola - attīstības centrs,52.00%,MAT9
Dobeles novads,Dobeles Kristīgā pamatskola,46.73%,MAT9
Dobeles novads,Bikstu pamatskola,57.13%,MAT9
Dobeles novads,Gardenes pamatskola,45.87%,MAT9
Dobeles novads,Krimūnu pamatskola,39.05%,MAT9
Dobeles novads,Mežinieku pamatskola,44.36%,MAT9
Dobeles novads,Naudītes pamatskola,59.90%,MAT9
Dobeles novads,Penkules pamatskola,59.38%,MAT9
Dobeles novads,Lejasstrazdu pamatskola,56.00%,MAT9
Dobeles novads,Dobeles 1. vidusskola,36.74%,MAT9
Dobeles novads,Dobeles Valsts ģimnāzija,79.11%,MAT9
Dobeles novads,Dobeles Amatniecības un vispārizglītojošā vidusskola,30.67%,MAT9
Dundagas novads,Kolkas pamatskola,64.50%,MAT9
Dundagas novads,Dundagas vidusskola,53.70%,MAT9
Durbes novads,A. Spāģa Dunalkas pamatskola,40.38%,MAT9
Durbes novads,Rāvas pamatskola,58.53%,MAT9
Durbes novads,Ata Kronvalda Durbes vidusskola,47.16%,MAT9
Engures novads,Lapmežciema pamatskola,66.44%,MAT9
Engures novads,Smārdes pamatskola,51.27%,MAT9
Engures novads,Engures vidusskola,63.54%,MAT9
Ērgļu novads,Jāņa Zālīša Sausnējas pamatskola,64.80%,MAT9
Ērgļu novads,Ērgļu vidusskola,57.45%,MAT9
Garkalnes novads,Garkalnes vidusskola,69.74%,MAT9
Garkalnes novads,Berģu Mūzikas un mākslas pamatskola,44.10%,MAT9
Grobiņas novads,Bārtas pamatskola,51.47%,MAT9
Grobiņas novads,Gaviezes pamatskola,54.86%,MAT9
Grobiņas novads,Kapsēdes pamatskola,60.19%,MAT9
Grobiņas novads,Grobiņas pamatskola,55.67%,MAT9
Gulbenes novads,Daukstes pamatskola,52.44%,MAT9
Gulbenes novads,Druvienas pamatskola,61.52%,MAT9
Gulbenes novads,Galgauskas pamatskola,66.30%,MAT9
Gulbenes novads,K. Valdemāra pamatskola,44.80%,MAT9
Gulbenes novads,Litenes pamatskola,56.15%,MAT9
Gulbenes novads,Ozolkalna pamatskola,44.78%,MAT9
Gulbenes novads,Rankas pamatskola,62.33%,MAT9
Gulbenes novads,Stāķu pamatskola,70.27%,MAT9
Gulbenes novads,Stāmerienas pamatskola,42.00%,MAT9
Gulbenes novads,Tirzas pamatskola,41.44%,MAT9
Gulbenes novads,Gulbenes 2. vidusskola,61.83%,MAT9
Gulbenes novads,Gulbenes vidusskola,44.12%,MAT9
Gulbenes novads,Gulbīša vidusskola,63.24%,MAT9
Gulbenes novads,Lejasciema vidusskola,53.85%,MAT9
Gulbenes novads,Lizuma vidusskola,59.26%,MAT9
Gulbenes novads,Gulbenes Vakara (maiņu) vidusskola,26.40%,MAT9
Gulbenes novads,Gulbenes novada valsts ģimnāzija,62.34%,MAT9
Gulbenes novads,Rankas arodvidusskola,20.78%,MAT9
Iecavas novads,Dzimtmisas pamatskola,43.88%,MAT9
Iecavas novads,Iecavas vidusskola,49.04%,MAT9
Iecavas novads,Rīgas Tālmācības vidusskola,61.44%,MAT9
Iecavas novads,Iecavas internātpamatskola,50.06%,MAT9
Ilūkstes novads,Subates pamatskola,61.09%,MAT9
Ilūkstes novads,Eglaines pamatskola (Ilūkste),65.82%,MAT9
Ilūkstes novads,Ilūkstes 1. vidusskola,68.36%,MAT9
Ilūkstes novads,Bebrenes vidusskola,63.92%,MAT9
Ilūkstes novads,Ilūkstes Sadraudzības vidusskola,51.93%,MAT9
Inčukalna novads,Inčukalna pamatskola,41.64%,MAT9
Inčukalna novads,Vangažu vidusskola,62.15%,MAT9
Jaunjelgavas novads,Daudzeses pamatskola,57.33%,MAT9
Jaunjelgavas novads,Seces pagasta pamatskola,53.78%,MAT9
Jaunjelgavas novads,Sunākstes pamatskola,39.52%,MAT9
Jaunjelgavas novads,Jaunjelgavas vidusskola,71.03%,MAT9
Jaunpiebalgas novads,Jaunpiebalgas vidusskola,49.47%,MAT9
Jaunpils novads,Jaunpils vidusskola,64.14%,MAT9
Jelgavas novads,Platones pamatskola,55.47%,MAT9
Jelgavas novads,Aizupes pamatskola,61.11%,MAT9
Jelgavas novads,Sesavas pamatskola,64.56%,MAT9
Jelgavas novads,Svētes pamatskola,49.20%,MAT9
Jelgavas novads,Vilces pamatskola,52.11%,MAT9
Jelgavas novads,Zaļenieku pamatskola,36.57%,MAT9
Jelgavas novads,Šķibes pamatskola,60.44%,MAT9
Jelgavas novads,Elejas vidusskola,52.29%,MAT9
Jelgavas novads,Kalnciema vidusskola,35.29%,MAT9
Jelgavas novads,Līvbērzes vidusskola,64.78%,MAT9
Jelgavas novads,Staļģenes vidusskola,47.75%,MAT9
Jelgavas novads,Vircavas vidusskola,38.96%,MAT9
Jelgavas novads,Kalnciema pagasta vidusskola,61.21%,MAT9
Jelgavas novads,Jelgavas novada Neklātienes vidusskolas Elejas konsult. punkts,36.00%,MAT9
Jelgavas novads,Jelgavas novada Neklātienes vidusskolas Svētes konsult. punkts,38.67%,MAT9
Jelgavas pilsēta,Jelgavas Vakara (maiņu) vidusskola Jelgavas cietums,22.83%,MAT9
Jelgavas pilsēta,Jelgavas 4. vidusskola,49.89%,MAT9
Jelgavas pilsēta,Jelgavas 5. vidusskola,68.95%,MAT9
Jelgavas pilsēta,Jelgavas 6. vidusskola,63.66%,MAT9
Jelgavas pilsēta,Jelgavas Vakara (maiņu) vidusskola,42.96%,MAT9
Jelgavas pilsēta,Jelgavas 1. ģimnāzija,49.10%,MAT9
Jelgavas pilsēta,Jelgavas Spīdolas ģimnāzija,65.50%,MAT9
Jelgavas pilsēta,Jelgavas Valsts ģimnāzija,67.11%,MAT9
Jelgavas pilsēta,Jelgavas Amatu vidusskola,40.21%,MAT9
Jelgavas pilsēta,Jelgavas 1.speciālā internātpamatskola,64.41%,MAT9
Jēkabpils novads,Ābeļu pamatskola,43.43%,MAT9
Jēkabpils novads,Bērzgala pamatskola,58.00%,MAT9
Jēkabpils novads,Dignājas pamatskola,48.74%,MAT9
Jēkabpils novads,Dunavas pamatskola,44.89%,MAT9
Jēkabpils novads,Rubenes pamatskola (Jēkabpils),61.17%,MAT9
Jēkabpils novads,Zasas vidusskola,36.53%,MAT9
Jēkabpils pilsēta,Jēkabpils pamatskola,82.67%,MAT9
Jēkabpils pilsēta,Krustpils pamatskola,57.78%,MAT9
Jēkabpils pilsēta,Jēkabpils 3. vidusskola,55.66%,MAT9
Jēkabpils pilsēta,Jēkabpils 2. vidusskola,53.03%,MAT9
Jēkabpils pilsēta,Jēkabpils vakara vidusskola,42.49%,MAT9
Jēkabpils pilsēta,Jēkabpils Valsts ģimnāzija,61.04%,MAT9
Jūrmalas pilsēta,Jūrmalas Alternatīvā skola,78.15%,MAT9
Jūrmalas pilsēta,Slokas pamatskola,49.86%,MAT9
Jūrmalas pilsēta,Vaivaru pamatskola,34.38%,MAT9
Jūrmalas pilsēta,Ķemeru vidusskola,61.07%,MAT9
Jūrmalas pilsēta,Pumpuru vidusskola,43.77%,MAT9
Jūrmalas pilsēta,Majoru vidusskola,68.65%,MAT9
Jūrmalas pilsēta,Jūrmalas pilsētas Kauguru vidusskola,61.42%,MAT9
Jūrmalas pilsēta,Jūrmalas pilsētas Mežmalas vidusskola,47.23%,MAT9
Jūrmalas pilsēta,Jūrmalas pilsētas Jaundubultu vidusskola,60.59%,MAT9
Jūrmalas pilsēta,Jūrmalas pilsētas Lielupes vidusskola,69.74%,MAT9
Jūrmalas pilsēta,Jūrmalas vakara vidusskola,34.07%,MAT9
Jūrmalas pilsēta,Murjāņu sporta ģimnāzija Jūrmalas filiāle,57.33%,MAT9
Jūrmalas pilsēta,Jūrmalas Valsts ģimnāzija,62.34%,MAT9
Kandavas novads,Cēres pamatskola,52.48%,MAT9
Kandavas novads,Kandavas novada Zantes pamatskola,53.50%,MAT9
Kandavas novads,Vānes pamatskola,51.56%,MAT9
Kandavas novads,Zemītes pamatskola,68.95%,MAT9
Kandavas novads,Kandavas Kārļa Mīlenbaha vidusskola,68.00%,MAT9
Kandavas novads,Kandavas internātvidusskola,72.68%,MAT9
Kokneses novads,Bebru pamatskola,52.74%,MAT9
Kokneses novads,Pērses pamatskola,54.00%,MAT9
Kokneses novads,Ilmāra Gaiša Kokneses vidusskola,59.80%,MAT9
Kokneses novads,Bebru internātvidusskola,62.93%,MAT9
Krāslavas novads,Krāslavas pamatskola,64.97%,MAT9
Krāslavas novads,Izvaltas pamatskola,46.22%,MAT9
Krāslavas novads,Robežnieku pamatskola,51.56%,MAT9
Krāslavas novads,Skaistas pamatskola,56.67%,MAT9
Krāslavas novads,Kalniešu pamatskola,88.67%,MAT9
Krāslavas novads,Krāslavas gr. Plāteru v.n. Poļu pamatskola,60.33%,MAT9
Krāslavas novads,Krāslavas Varavīksnes vidusskola,59.26%,MAT9
Krāslavas novads,Indras vidusskola,56.27%,MAT9
Krāslavas novads,Krāslavas Valsts ģimnāzija,73.10%,MAT9
Krimuldas novads,Garlība Merķeļa Lēdurgas pamatskola,74.67%,MAT9
Krimuldas novads,Turaidas pamatskola,38.87%,MAT9
Krimuldas novads,Krimuldas vidusskola,54.35%,MAT9
Krustpils novads,Liepenes pamatskola,46.29%,MAT9
Krustpils novads,Sūnu pamatskola,73.78%,MAT9
Krustpils novads,Mežāres pamatskola,58.67%,MAT9
Krustpils novads,Vīpes pamatskola,44.95%,MAT9
Krustpils novads,Brāļu Skrindu Atašienes vidusskola,66.67%,MAT9
Kuldīgas novads,Kuldīgas pamatskola,52.89%,MAT9
Kuldīgas novads,Ēdoles pamatskola,51.47%,MAT9
Kuldīgas novads,Laidu pamatskola,56.17%,MAT9
Kuldīgas novads,Turlavas pamatskola,54.81%,MAT9
Kuldīgas novads,Vārmes pamatskola,64.89%,MAT9
Kuldīgas novads,Vilgāles pamatskola,60.24%,MAT9
Kuldīgas novads,Z.A. Meierovica Kabiles pamatskola,50.81%,MAT9
Kuldīgas novads,Kuldīgas 2. vidusskola,53.19%,MAT9
Kuldīgas novads,Kuldīgas Centra vidusskola,57.87%,MAT9
Kuldīgas novads,Kuldīgas Mākslas un humanitāro zinību vidusskola,53.40%,MAT9
Kuldīgas novads,V. Plūdoņa Kuldīgas ģimnāzija,50.08%,MAT9
Ķeguma novads,Birzgales pamatskola,58.37%,MAT9
Ķeguma novads,Ķeguma komercnovirziena vidusskola,54.19%,MAT9
Ķekavas novads,Daugmales pamatskola,53.33%,MAT9
Ķekavas novads,"Privātā pamatskola ""Gaismas tilts 97""",54.00%,MAT9
Lielvārdes novads,Lēdmanes pamatskola,51.47%,MAT9
Lielvārdes novads,Lielvārdes pamatskola,52.82%,MAT9
Lielvārdes novads,Edgara Kauliņa Lielvārdes vidusskola,50.77%,MAT9
Lielvārdes novads,Jumpravas vidusskola,61.75%,MAT9
Liepājas pilsēta,Liepājas Katoļu pamatskola,66.00%,MAT9
Liepājas pilsēta,Liepājas 3. pamatskola,55.08%,MAT9
Liepājas pilsēta,Draudzīgā aicinājuma Liepājas pilsētas 5. vidusskola,60.74%,MAT9
Liepājas pilsēta,J. Čakstes Liepājas pilsētas 10. vidusskola,54.65%,MAT9
Liepājas pilsēta,Liepājas 15. vidusskola,55.37%,MAT9
Liepājas pilsēta,Liepājas Raiņa 6. vidusskola,55.96%,MAT9
Liepājas pilsēta,Liepājas 7. vidusskola,62.58%,MAT9
Liepājas pilsēta,Liepājas A. Puškina 2. vidusskola,69.07%,MAT9
Liepājas pilsēta,Liepājas pilsētas 12. vidusskola,61.58%,MAT9
Liepājas pilsēta,Liepājas 8. vidusskola,55.61%,MAT9
Liepājas pilsēta,Liepājas vakara (maiņu) vidusskola,45.47%,MAT9
Liepājas pilsēta,Liepājas Valsts 1. ģimnāzija,64.88%,MAT9
Liepājas pilsēta,Liepājas internātpamatskola,36.30%,MAT9
Limbažu novads,Baumaņu Kārļa Viļķenes pamatskola,59.11%,MAT9
Limbažu novads,Lādezera pamatskola,55.24%,MAT9
Limbažu novads,Pāles pamatskola,43.85%,MAT9
Limbažu novads,Umurgas pamatskola,54.67%,MAT9
Limbažu novads,Vidrižu pamatskola,62.22%,MAT9
Limbažu novads,Limbažu 3. vidusskola,51.46%,MAT9
Limbažu novads,Limbažu Jauniešu un pieaugušo vakara (maiņu) vidusskola,35.03%,MAT9
Limbažu novads,Limbažu novada ģimnāzija,63.09%,MAT9
Limbažu novads,Limbažu Profesionālā vidusskola,20.00%,MAT9
Līgatnes novads,Līgatnes novada vidusskola,48.42%,MAT9
Lubānas novads,Meirānu Kalpaka pamatskola,36.38%,MAT9
Lubānas novads,Lubānas vidusskola,34.95%,MAT9
Ludzas novads,Nirzas pamatskola,41.09%,MAT9
Ludzas novads,Pildas pamatskola,58.00%,MAT9
Ludzas novads,Ludzas 2. vidusskola,60.40%,MAT9
Ludzas novads,Istras vidusskola,54.91%,MAT9
Ludzas novads,Ludzas novada vakara vidusskola,17.33%,MAT9
Ludzas novads,Ludzas pilsētas ģimnāzija,73.86%,MAT9
Madonas novads,Barkavas pamatskola,66.52%,MAT9
Madonas novads,Bērzaunes pamatskola,43.85%,MAT9
Madonas novads,Degumnieku pamatskola,78.89%,MAT9
Madonas novads,Dzelzavas pamatskola,57.67%,MAT9
